clearcut,insideHJA,oldGrowthIndex,elevation_m,canopyHeight_m,precipitation_mm,mean.NDVI,mean.EVI,mean.green,mean.wet,l_p25,l_rumple,B1_mean,B4_mean,lg_DistStream,lg_DistRoad,lg_YrsDisturb,lg_cover2m_max,lg_cover2m_4m,lg_cover4m_16m
no,no,-0.446089019744737,0.19399048345072303,0.33817103488402706,-0.299641328348836,-1.0513403170364433,-0.7064320397384849,0.32010140245128865,-0.5434921399955323,-1.1891167978324355,0.41448578615279125,0.7718485534769022,1.1950563346607088,0.07511577053765098,-0.9480436473346888,0.7706914791489429,-0.08758202869341548,1.2118247651834442,0.9037376648403571
no,no,-1.2424484153749595,-0.03133804046296305,-1.1132837680858825,-0.3715919627066451,0.3374906110454453,0.3665262734878091,0.39006521030801594,0.29480161181001224,-1.2983829077725875,-0.6747884696072812,0.08066128144909483,-0.14046733008377102,0.5156845369377264,-2.342380831621208,0.7706914791489429,-0.713756878749318,1.3648738908468567,1.0772807403083797
no,no,0.7718724088661917,0.288218795789201,-0.4204047747020512,-0.013832260411275938,-0.7758697197309469,-0.2676664780431263,-1.2449142606739507,0.416450561425472,0.15032563905434274,-0.5360733162463354,-0.027524552433518493,-0.03335766273584281,0.3829501071047193,-0.7576206974955183,0.7706914791489429,-1.1778380383431046,0.15309498779613817,-0.10319342817155304
no,no,-0.7271570417318745,-1.179509234731612,0.13124506429572488,-0.36954986939029455,-0.8906491352749022,-0.06971764704838107,0.16387154024694617,-0.33150981195275087,0.08796410897471013,0.07506345672235289,1.5952629558056812,0.9473652289186248,-0.14310534912477443,-0.7077512657957707,0.7706914791489429,0.40362168118611486,-0.5500582461465552,0.2629568299944095
no,no,0.16289169456072733,-0.8804237322725199,1.5943683736903627,-0.3715919627066451,0.11940972151192418,0.7548590119997931,0.863509618814219,0.13340597568653098,0.8331055844970634,0.7040620081250333,0.9942305453467185,0.2511523911570915,-0.35979638353614246,-0.8251127953220156,0.7706914791489429,0.44037737349238065,-0.42839178654937904,0.13634348259664866
yes,no,-1.3361377560373389,0.105749823444215,-0.2629805394925047,1.6372934734347557,1.0548619581951812,0.9981973838595771,1.2228383018842066,0.4357216821566339,-0.37148656017193443,-0.738370952469198,-0.1717723309436696,-0.5789475307893521,-0.3941654895475612,0.20423117199453966,-0.37634507970491815,0.4911284742684645,-1.5526923190358872,0.7551213220079253
yes,no,-0.4929336900759266,-0.3551673015894229,-0.9187192605233542,-0.6650102452682856,-0.810303544394133,-0.4441813591849369,-0.22874089607527098,0.3730905397803576,-0.5985468577552311,-0.5413657979962971,0.5614872098162652,0.6026059871424809,0.23373405905439149,-0.02238744420128712,-0.6355652346823649,0.42513774371053453,0.6348170182814986,0.8196808730007897
yes,no,-1.4766717670309075,-0.37158017958903655,0.0715054450158749,-0.3619923935365685,0.7449575362264937,1.028457077769601,0.9647193991118147,0.7115395976213892,0.3534007562214848,-0.876971172738933,0.3391052179464489,-0.35468666477962746,-0.32687944112751505,0.13371433205277808,-0.1498934146593689,0.48914467083182367,-1.4034220937511204,-0.10738381604071492
yes,no,-0.3055550087511683,-1.248625682735853,1.185783466323639,-0.9361126494359912,0.48670385125258925,1.3940950458490655,-0.48074645641357994,0.3839305451916362,1.454589831663291,-0.25984323174021257,0.501383968770369,-0.5956834163124659,-0.6959262432317844,0.7512398627363479,-0.16249600781979434,0.437363100336133,-0.9363520039273261,-1.1587717077858206
yes,no,-1.1019144043813909,-1.1749046307452848,-1.7388648789247425,-1.6253840852570054,-1.1144689955856206,-0.3697929449894592,-0.009339828718737866,-1.5227059621476984,0.3733884573996339,0.7472052177037012,1.4990977701322474,1.044433364952685,-0.3447165259856308,-0.5621533178655029,-0.37634507970491815,-1.1398705618728562,0.03647149211448034,-0.5272562314494192
yes,no,1.0060957605221394,-1.3172317619447682,0.8229756482273494,-1.6920749057685887,-5.585127231022773,-4.250598688950133,-0.8950952213903143,-5.519054623772406,1.0313836452484275,-0.12062707701608286,3.626752503156976,5.54303939356567,0.4951007171452109,0.6312073662843147,-0.07776922815064863,0.28509971367647724,-0.4795623807157915,-1.7184001348619937
no,no,-1.19560374504377,-1.670611042249805,0.1344471973474135,-1.4250061903358306,0.09645383840313261,1.270534629049799,-0.05145396548686496,-0.04966967125950746,1.0111293844567901,-0.2659856837926323,1.0723647587063836,-0.1036483819329207,0.8219631383958478,0.3902494276159846,0.7706914791489429,0.43143759960537176,-1.4750316871378055,-1.5701457108399028
yes,no,0.7718724088661917,-1.3726650641742153,1.1434376320157928,-1.7635143925311563,0.3260126694910483,1.3348364786086018,0.29564803271495677,0.11413485495536903,1.0495056324575642,0.31845175788658026,1.0242821658696666,-0.18398063244386684,0.7692670591576498,0.7195721977924883,-0.13746465352287432,0.20218194608664466,0.5809680288164539,-0.9732289993868289
no,no,-1.1487590747125804,-1.7801364658003147,-1.0304194955629005,-1.4203591275504759,1.0376450458635869,1.8542945573973586,3.4263586192358892,0.9343619310754492,-1.1997768949611778,-1.3713659680109789,1.8056242994663183,-0.019968954317351777,0.565340672484124,-1.086319242248787,-1.4505241525645047,0.3972068869849487,0.6954520288002238,-3.245892703283826
no,no,1.052940430853329,-1.5559232743228393,0.02274416836153873,-1.6798192462422183,0.2514060493874763,1.3625745313594582,-0.10171922550043602,0.257463815393386,0.4141633352709905,-0.5817623739812392,1.0182718417650771,-0.26431288295481303,0.6885282920238129,0.047025349525258546,0.7706914791489429,0.4563213470631423,-0.07692418155155607,-0.39000327150768405
yes,no,-1.19560374504377,-1.0577603494737242,-0.8825513638965159,-1.5744216007162235,0.5268766466929751,1.0057623073370814,0.7826776466302331,0.35381941904919567,-1.2157670660699678,-0.9607538680543857,0.6816936919080577,-0.20071651796698065,-0.11416717385795834,-1.3909056660214105,-1.103027082664357,-0.04152449984031378,1.4765644781327434,1.2314493887100508
yes,no,-0.446089019744737,-1.3384390210642545,-0.985558897369553,-1.6920749057685887,0.07349795529434104,0.5518668986867109,1.4422393692407398,-0.8831456428822614,-1.3618105238121188,-1.13846074082489,1.1865609166935867,0.5323152679454031,1.105774660553763,0.085548225506218,-1.103027082664357,0.2407313250384141,1.5204000026396518,1.2970675295061496
no,yes,-0.3992443494135475,1.2042015686132481,1.6879902487669454,1.3073650371771683,0.05628104296274673,-1.4074482819873915,-0.7789417151427379,-0.7831767040893588,-1.4417613285247153,-0.9348176924905637,-1.4579816893258504,-0.35468666477962746,0.7664713746840359,-0.1210889929589151,0.7706914791489429,0.08199932617128144,1.8247107873179855,0.9080045811305626
yes,yes,-1.1019144043813909,1.2606792188719724,-0.04272073061008431,1.6540939641848442,0.7334795946720992,0.31861509146360295,0.7989798931211209,0.8151218715513846,0.48452002715204134,-0.685879138708545,-0.6826498798337881,-0.3981999671397233,1.0531224533050914,-0.49402342652209236,-0.2992837941747518,0.48755795113933675,-0.7961209469949936,-0.7326277461309636
no,yes,0.20973636489191688,0.26334422259359863,1.0530234778835554,0.44171587278600755,0.044803101408352225,-0.594219008155476,-1.4323900953191617,0.3658638695061719,2.2828800139584846,0.30314010418896487,-1.0673106225275244,-0.635849541567939,0.6479043962439673,0.4620398101815141,0.7706914791489429,0.4858089069573554,-1.142995804244633,-1.7448979197336956
yes,yes,1.1934744418468977,-0.011875417711911165,0.668242210400468,0.274530043331405,-0.11014910957599149,-0.2323635018147635,-0.4372737991045455,0.2080815685197835,0.2795793993412839,-0.0067601372318129155,-0.28596848893087257,-0.1036483819329207,0.0644714503874273,1.4474836954779614e-4,-0.36039656820611743,0.37047611253359664,-0.10669655822567475,-0.009706120915419844
yes,yes,-1.4766717670309075,1.268499731931153,0.030073308754383857,2.6436261809051884,1.1581634321847418,0.37409119696531556,0.5035016754737777,0.11654374504676428,-0.5463123564087136,-0.9736755549417957,-1.30171326260652,-0.8601104075776637,0.575734124379415,0.7781571791924616,-0.37634507970491815,0.4797295975163852,0.04880656271546251,0.8917798490438512
yes,yes,-0.3055550087511683,0.6924264835830247,0.03968529603100566,0.8224035815466467,-0.24214543745154107,-0.2323635018147635,0.7011664141757935,0.02500592157374506,-0.19879283419224886,-0.4823849153630266,0.11071290197204299,0.5222737366315348,0.29157325131040573,-0.5513708021815155,-0.6355652346823649,0.27788562441669257,-1.8277789498476176,0.4953596951188012
no,yes,1.380853123171656,-1.4692548582868534,1.330220342111839,-0.7788330736234332,-0.04128146024961679,0.5342154105725306,0.7317331263462084,-1.3986481224408434,0.8442986483587253,-0.2924446712783445,1.1204473515431008,0.37834512113275626,-3.3008838240888645,-0.007737033832879658,0.7706914791489429,0.38364285109054364,0.6561784778814691,-0.2666208626366
no,yes,0.6781830682038126,2.2027351966642255,-0.21210406669697224,2.363535712649205,-0.0527594018040113,-0.9522920527574352,-0.029717636832347752,-0.21949642270287206,-0.6795636975963742,-0.418421175381788,-1.3437855313386473,0.020197170938121303,0.1800829924769389,3.1280161839647525,0.7706914791489429,-0.24909874536700938,0.39717175856193415,0.8478830128247348
no,yes,-1.19560374504377,2.462550524041599,-0.9585419479622165,2.363535712649205,-0.563527800974623,-1.4969665431378811,-1.2408386990512288,-0.1990208569260125,-1.1688625878721486,-0.42840228576621203,-1.3738371518615955,-0.14381450718839378,-0.3569025144684303,3.4091596365799113,0.7706914791489429,-0.7362470234395582,1.0660663401392763,0.937911475136799
no,yes,1.0997851011845186,-0.44954975407418934,1.7983213329089753,0.274530043331405,-0.1273660219075858,-0.14158442008469033,-0.9107182076107485,-0.22792753802275542,0.5793949170135205,2.3527377501195788,-0.3701130263951274,-0.3145205395241544,-1.9218464268565205,0.45001174261301513,0.7706914791489429,0.3641224177950691,0.010434298072894836,0.11806872294158008
no,yes,0.9592510901909499,1.556026422848015,0.6025453939693216,0.4187367505399192,0.1825384000611016,-0.6761723458284602,-0.9514738238379683,0.39115721546582194,0.37738603830034323,-0.4037963404543599,-1.3618165036524161,-0.55217011395237,0.8744835189265316,-1.5004311262743657,0.7706914791489429,0.21010139703138064,0.8280867924013909,-0.12002559339632685
no,yes,0.8187170791973812,2.06964103222007,-0.44833542192684356,0.8465059743528405,-0.35118588221830166,-1.4805758756032845,-0.9175108103152851,-0.15566083528089814,-0.45356943514163506,0.732755722561934,-1.6382914124635393,-0.15385603850226204,0.4083738632254139,-0.21474788829924532,0.7706914791489429,0.13213482886099237,0.3805874009635802,0.6712896171759447
no,yes,0.49080438687905426,2.716029359158291,-0.9262747297963672,0.6367317222993196,-0.06997631413560561,-1.5574859309579305,-1.6137525875302896,0.654930680473601,-0.3832126415978697,-0.4458819517648604,-2.0229521551572756,-0.6559326041956756,0.6438837449556827,2.41102272804845,0.7706914791489429,0.3086571372203603,-0.10274543997606367,0.739843493467453
no,yes,0.7718724088661917,-0.6918132570168564,1.6490728745597603,-0.6107795422998751,-0.1388439634619803,0.05132112859171801,-0.7904891397404502,0.18881044778862155,1.617156427247158,1.7141617974975116,0.1527851707041704,-0.2341882890132082,-0.04612210647859585,0.6434735588845504,0.7706914791489429,0.42784067012431676,-1.09344939635251,-1.1983405490488266
yes,yes,-0.25871033841997876,-0.26176994733454634,-0.6998900732489696,-0.5964300557932709,0.7679134193352853,0.8355515290931925,0.42742452518296736,0.689859586798832,0.4242903640041056,-0.44116295941142375,-0.05156584885187701,-0.5387814055338791,-2.999517384555508,-0.8284718150715155,-0.24205383237208833,0.4213689824563454,-1.123781592811152,-0.15601303207172243
yes,yes,-1.2424484153749595,-0.019518033028882734,-0.6149692822645796,-0.16912085868830162,0.9572994549828151,0.9401996371986949,1.8144739974493471,1.0584197707823042,-0.17001049569761253,-1.152072240088586,0.02656836450778817,-0.3412979563611364,-0.3570747930439147,-0.14066902748175164,-0.7744642662139422,0.47642309915073183,-1.0541886289000517,0.4944635862266073
yes,yes,-0.5397783604071161,0.23132566708205213,0.5080126159372094,0.1395650999337101,0.997472250423201,0.7876403470689863,0.5972395927963832,0.7777840751347583,-0.135898184885639,-0.6998621658717391,-0.5083504808006889,-0.6960987294511486,-0.31030732536560235,0.08767740407840832,-0.3925809620048863,0.482262875614359,-1.4258278983687462,0.46277906483371134
no,yes,1.052940430853329,0.3326388567208773,1.8882772418460188,-0.8262212782541545,0.25714502016467355,0.18496811002766048,-0.0507747052164113,0.3646594244604743,1.6414082689395153,0.1997948345185776,-0.3220304335584103,-0.2542713516409447,0.33058694232547525,1.132056848887269,0.7706914791489429,0.46367019533059556,-0.7261339266434076,-0.9680999415673899
no,yes,0.5844937275414334,0.9988458902753969,-0.6218317942498486,2.3453576235204627,0.39488031881742297,-0.8489047652315175,-1.1756297130876772,0.4007927758314029,-0.7595145023089707,1.966290145490073,-1.8005701632874593,-0.7864725112759631,-1.9954329598665008,0.3609682495368734,0.7706914791489429,0.34357294215182776,1.0700198521213238,0.5773031242866145
no,yes,0.39711504621667515,1.558613172772435,0.14338299261655882,2.5551817453757297,-2.2048734432532187,-2.5207528537603854,-0.9175108103152851,-0.6747766499765729,-0.169477579796043,0.6017694186556543,-0.3941543228134859,1.3490264814733557,-0.826583933332442,-0.7815684641767777,0.7706914791489429,-0.03347392794744691,-0.14332736995905906,0.38113812704883504
yes,yes,0.5376490572102438,-1.0626022469721903,0.8666990152716977,-0.5135521236884774,0.44653105581220337,0.8368123496727784,-0.6193155515861272,0.2779393811702455,0.656147819665884,0.2304814352998537,0.0325786886123778,-0.6023777705217114,-0.3301331146478599,0.5214272248095744,-0.20139717209908,0.30240554235998407,0.7576182513088792,-0.36937051698327245
no,yes,0.022357683567158625,-0.27055179865419177,0.7520173863367785,0.25282753898787713,-0.5864836840834146,-0.30801273658982603,-1.4819760950622791,-0.10507414336159804,0.4493416812115214,2.6256079394401546,-0.14172071042072146,-0.26096570585019024,-0.4830503210660762,-0.07842402584121307,0.7706914791489429,0.36976117026743566,0.3211792081501515,0.17791716785690667
no,yes,1.146629771515708,0.7037243888009855,1.366385443418952,0.8395606265704494,-0.7529138366221554,-1.1010688811483906,-1.0329850562924079,-0.10386969831590043,0.5015761825580283,-0.42896251776430816,-0.4482472397547926,0.08379353592595368,-0.4602507267365673,-0.226074164495955,0.7706914791489429,-0.07726094302334376,-0.2614245792990203,0.0550999589328555
no,yes,-0.774001712063064,-0.4425005137610992,2.729711734231227,-0.8391919152965616,0.34322958182264257,0.522868025356271,0.26100575892182,-0.27971867498775316,0.06451174279742161,0.5781996887112739,0.16480581891334964,-0.19402216375773512,1.02381202263645,1.6680864261629644,0.7706914791489429,0.4725427139019739,-1.6558879794496173,-0.010498461456773831
no,yes,1.6150764748276039,-1.1517273211365615,-0.5714778335953521,-0.24898552828002213,0.31453472793665377,0.67290567432681,-1.0010598235810857,0.023801476528047438,-0.14122815720298681,0.3766190211485695,-0.021514228328928867,-0.662626958404921,-0.09351691735176396,-1.0082907634744294,0.7706914791489429,-0.11030982483539972,-0.11089976348072661,0.3447159453382129
no,yes,0.7250277385350021,0.14207006677027495,0.35144340109422956,-0.4857732143041152,0.4235751727034118,-0.2046254490639072,-1.6864334364688316,0.5356906209495365,-0.550842853211003,0.5549312438376318,-1.0011970573770386,-0.9471370122978554,0.5218637057649204,-1.0503525406315029,0.7706914791489429,0.12971079523790477,0.6254007719356536,0.4592494704448918
