"elevation.scale","canopy.ht.scale","min.T.scale","max.T.scale","precipitation.scale","metre.road.scale","metre.stream.scale","yrs.disturb.min.scale","l_Cover_2m_4m.scale","l_Cover_2m_4m_all.scale","l_Cover_2m_max.scale","l_Cover_2m_max_all.scale","l_Cover_4m_16m.scale","l_p25.scale","l_p25_all.scale","l_p95.scale","l_p95_all.scale","l_rumple.scale","mean.NDVI.scale","mean.EVI.scale","mean.bright.scale","mean.green.scale","mean.wet.scale"
0.0240497310645069,-0.0161184293757256,0.0897363582774305,-0.0544989663248384,-0.604196304128786,1.97158792383334,-0.223029779898026,0.97131030734756,-0.746233865072824,-1.0234785766468,0.609634375044384,0.745091575838464,-0.615436991640334,0.42950106770342,0.522349415964862,1.23685505554943,1.24259404962077,0.687575860587917,0.345165422053119,0.198872595262731,-0.0767576273436115,0.132849680315149,0.374608505016345
0.355714232564419,1.81009337645034,-0.127620531720109,-0.185475801221653,-0.835324379901745,0.492466300955224,0.0494823863338766,0.97131030734756,-0.662026853288325,-0.964106050621518,0.574799894851855,0.768815043240146,-0.878779686262234,1.60561557138358,1.73808857584598,1.1986050760655,1.16982869778084,0.205304114691935,0.298728634980621,0.2115423635693,-0.280018749017956,-0.095706555639984,0.401382009467519
-0.250455473579322,-0.646655864909627,0.0897363582774305,-0.0544989663248384,-0.604196304128786,-0.43461654294881,-1.42281753389478,-0.718671381900642,-0.717781645518982,-0.677501124392867,0.509759835519657,0.381706235604087,-0.605089699448489,0.406928894663828,0.347861862805785,-0.121988371867502,-0.148027603784,-0.432683383974976,0.81533789116216,0.865302408188257,-0.0992727054367697,0.397862739183371,0.745612780982603
-0.00341039163310832,-0.566047054339383,0.0897363582774305,-0.0242738428160368,-0.174401156040519,-0.263094783580809,-0.748091951968133,-1.08170448551692,-0.710145250776812,-0.395502470926429,0.594541018350834,0.277337203634065,0.0248944558634987,-0.178372266052687,-0.222414672333357,-0.937318746958459,-0.924996456845777,-1.14029820363009,1.00688963783621,0.97046148513278,0.987705231394034,1.82949413127043,1.1357409886997
0.252396472173162,0.499913755217847,-0.813131520912775,-0.679157029937188,0.136080640741695,-0.180097330922316,-0.710714206251639,-0.843855210733842,-0.743438991644621,-0.378276104185214,0.603601484684573,0.714649620361277,-0.0216989395234723,-0.144776529504381,-0.35292574709916,-0.505034062291181,-0.541284615173956,-0.690183739224196,1.04752182652465,0.817157288623297,-0.0536171304145322,0.573135926265529,0.838682582170015
-1.32680053045463,0.798884067578366,1.20996192499853,2.04112837699783,-1.70621527244884,0.0961766293862732,0.346458360492574,-0.555932404417482,-0.607905560134753,-0.70489892510257,0.30477588744451,-0.0586684208360386,-0.958165298767001,1.00482875695553,1.38485730598085,0.0712646867353179,0.091871917210727,-0.113632913290275,-5.61035251999473,-4.24568212668165,2.46682077834734,-0.967164841812471,-5.82664509738873
-1.25683701950053,1.14326977505138,0.390692451208387,1.17466642367709,-0.945855064639424,0.17638640450272,-0.968813431392329,-0.643561084600722,-0.695368289586955,-0.621556895286173,0.534272107845949,0.34705090170041,-0.907837084844002,1.42162618890835,1.57069390706201,0.25875005856005,0.294227476187844,-0.252203919318439,0.530912570343111,1.42657314416926,-0.727818635537436,-0.539498265332007,0.421780870001746
-0.362438398063518,0.0855708899963167,1.02604415706502,0.408957138881897,-0.368394757029544,-0.161322833662185,-0.724177503756129,-0.631042701717402,-0.741889491857031,-0.439976576021429,0.614295347876624,0.802131772285809,-0.575967203176353,0.337112792195574,0.218769419030251,-0.092177887163587,-0.11111987313385,-0.866471996193144,0.792119497625911,1.05914986327876,0.418574090705869,0.952427103111318,0.768561499083609
-1.34842739388745,-0.917819426417117,1.20996192499853,2.04112837699783,-1.70621527244884,-0.180947990882587,2.05714149124008,-1.21940669723344,2.3289347871487,2.50076060454556,0.23950151546528,-0.207555174223831,2.33487680271856,-1.35212446312591,-1.39133988890852,-1.48313900137903,-1.49515546381291,-1.12674978211062,0.112981486690629,0.580232621290456,1.52494001145022,1.44529530518634,-0.919444210123695
-1.18165733152006,-1.63287516794661,1.1932417653985,1.90007714573985,-1.63913646564548,-0.379761199164819,-0.738399344562764,-0.831336827850522,-0.410161695164804,-0.733246150044683,-1.47370615450734,-1.34985005171053,-0.770312046021016,0.356797812852447,0.597535234991497,-0.0656761272443078,-0.0608493418170485,0.75017771544998,-1.08857037881025,-0.345927441919733,0.711895524752846,-0.0529398979919376,-1.59643139410336
-1.38333062942649,1.10307411393481,0.524450537875174,1.22504227433353,-1.77807037175513,0.15442401962564,0.976506494679169,-0.618524318834082,0.0331674216024808,0.290047892353724,0.183362695515047,0.112699781867725,-0.879672778313453,1.02267631678124,1.08695183300727,0.209055495112232,0.21010365882095,0.32341116394849,0.368383815589368,1.36702523312839,0.131506845018102,0.261850746007617,0.136196822522565
-1.57021476478304,0.0392855402317915,0.574610217469916,1.31571862214773,-1.69388831333646,-0.196075884334909,0.771040592314097,0.97131030734756,-0.466748275819361,-0.42606541341966,0.563452144675404,0.385524047294905,-0.71943991409644,0.396955222953043,0.398222045367141,-0.217370481578557,-0.211661421254949,-0.572631239613697,0.292924036596559,1.39489872340284,-0.237490268175324,-0.148288511764631,0.28791334774588
-1.79886421187094,-0.96040216051459,0.975884477470277,1.69857374311409,-1.43291873699308,-0.477114951661734,0.490397605543047,-1.3195537603,0.178359327290389,1.10702712583855,0.472911624896814,0.205346691925973,-0.993355310460589,-1.19254456433666,-1.27217759148862,-1.60153158271419,-1.60333294137634,-1.35857569128293,1.08815401521309,1.88901968735903,2.45243614512116,3.49318722305427,1.00442332401061
-1.68717173128196,0.145316680536407,1.77843379166039,2.24263178969872,-1.43759283493325,-0.0421192165944433,1.12069516887655,0.97131030734756,-0.746673974640893,-0.91676492641004,0.525179569732824,0.507937683485758,-0.948569858989749,0.984881213287582,1.29122982523323,0.571427793193654,0.561489558114574,-0.25831790631995,0.136199880226878,1.30240941476489,-0.0867643287183484,-0.0964076483883126,-0.0371934920183669
-1.54922936010824,0.577915353042414,0.708368304136703,1.31571862214773,-0.718835552358483,-0.421942251443253,-1.0347248823945,0.97131030734756,-0.738790190763573,-0.854427008068313,0.488539259703411,0.639440573981455,-0.655230930561561,1.17595711509087,1.23448593850379,1.65122917707479,1.56117677232468,0.506593246684303,-0.0901794567515495,1.27706987815175,-2.19692748111601,-2.31887166059007,0.324886282464167
