"tr","lambda.env","alpha.env","lambda.sp","alpha.sp","lr","hidden.ind","drop","acti.sp","lambda.bio","alpha.bio","AUC.train_mean","ll.train_mean","nagel.train_mean","plr.train_mean","tjur.train_mean","cor.train_mean","auc.lt5.train_mean","AUC.test_mean","ll.test_mean","nagel.test_mean","plr.test_mean","tjur.test_mean","cor.test_mean","auc.lt5.test_mean"
686,0.6,1,1,0.5,0.002,2,0.2,"relu",0.1,0.9,0.851185971132338,-30.0244713049253,0.42520412268256,2.30232598136486,0.278099316026034,0.579430726698643,0,0.688954917751987,-11.043335260607,-0.225398691156946,1.61924746715159,0.144381996091991,0.302323373696351,4.4
989,0.6,1,1,0.5,0.001,1,0.2,"relu",0.5,0.5,0.865518955704528,-28.733324572631,0.458381335159246,2.49273997385816,0.304071507541672,0.607241846909404,0,0.683998320747199,-11.2665411057222,-0.367895555247313,1.6236234520221,0.14285168513573,0.29485148422417,5.2
791,0.4,0.4,1,0,0.001,1,0.2,"relu",0.5,0.9,0.870472686206311,-28.3737530147675,0.468469427707762,2.56515725364544,0.312994510857177,0.616203415116164,0,0.682513119764449,-10.99990224595,-0.21057739706934,1.63656262567641,0.149930568058703,0.302044217239392,5
511,0,0,0.25,0,0.002,2,0.2,"relu",0.8,0.8,0.862983130295579,-29.0063147681359,0.45116145887022,2.44130649727589,0.296416346162449,0.60337804114178,0,0.681177909712389,-11.0469685215383,-0.259634920378655,1.57260521019249,0.138691897554341,0.29986814867903,4.4
654,0.4,0.4,1,0.25,0.001,1,0.2,"relu",0.9,0.3,0.868306145590787,-28.4878759535514,0.465696160546673,2.58630042003387,0.310237103418413,0.613810625364268,0,0.679967457662867,-11.1539002387892,-0.219341113455234,1.60990113592245,0.139115478734679,0.284532891680737,5.2
267,0,0,1,0,0.002,1,0.1,"relu",0.2,0.9,0.89803401438576,-24.833810428815,0.55785987120009,3.46869319216298,0.3983083760979,0.676788975138899,0,0.678761491982112,-12.4172704261523,-0.742152120920269,1.80242724107345,0.166581158510948,0.291009719450038,6.2
877,0.4,0.2,1,0.25,0.002,2,0.2,"relu",0.3,0.7,0.853792980433057,-29.7054061264356,0.433469081947385,2.32661545482238,0.286493058167732,0.58364106075205,0,0.67875320259162,-11.2352738605949,-0.326743142762482,1.63759004719929,0.142066722265737,0.294064055851447,4.4
544,0,0,0.5,0.25,0.001,1,0.2,"relu",0.5,0.4,0.868287105525249,-28.6114452630671,0.462645206742493,2.54199541907745,0.306215558679527,0.61252300129983,0,0.678740703703313,-10.9955014597451,-0.152522316790811,1.61685722909081,0.142715176122822,0.297594833536681,5.4
539,0.8,0.4,0,1,0.001,1,0.2,"relu",0.9,0.7,0.888570099044782,-26.6927234475047,0.51454209738586,2.87744219466599,0.353226936987231,0.652197997072203,0,0.678439436855637,-11.6380768457631,-0.271229445901,1.70953469908482,0.15472173939913,0.291005212432528,6
651,0.4,0,0.75,0.25,0.001,1,0.2,"relu",0.5,0.5,0.872554730584943,-28.4107674142043,0.469132155367293,2.54571524913601,0.309716486662007,0.620394818848542,0,0.678042952736039,-10.7314158912933,-0.0598512284835984,1.63267772926148,0.14343296696692,0.301087610561775,5
494,0.6,0.8,0.25,0.25,0.001,1,0.1,"relu",0.5,0.2,0.883530228970367,-26.3590351419952,0.520069414609225,3.034084099679,0.366320204372319,0.647497010125855,0,0.677548526840148,-11.8148729569242,-0.487210145515038,1.69161744989687,0.156178674062297,0.287711347976181,5.2
5,0,1,0.25,0,0.001,2,0.1,"relu",0.4,0.9,0.86031130579461,-28.9511876493131,0.454415636114811,2.48423010721113,0.304957041290285,0.600743315203974,0,0.677246472724756,-11.4474978172944,-0.3083731695876,1.62233089967811,0.144508603814142,0.289744489021722,5.4
