"insideHJA","elevation_m","canopyHeight_m","minT_annual","precipitation_mm","distToRoad_m","distToStream_m","YrsSinceDist","B1_20180717","B2_20180717","B3_20180717","B4_20180717","B5_20180717","B6_20180717","B7_20180717","B10_20180717","B11_20180717","NDVI_20180717","EVI_20180717","B_20180717","G_20180717","W_20180717","l_Cover_2m_max","l_Cover_2m_4m","l_Cover_4m_16m","l_p25","l_p95","l_rumple","tri.pt"
"yes",0.458750151965382,1.77988518272464,-0.295028158218782,-0.81704841148319,1.17849668894489,-0.035517139713561,1.0052199277802,-0.503294721255965,-0.407582427442736,-0.443598922008321,-0.388417305698154,-0.336227235089612,-0.534767689510152,-0.561504455576881,-0.515726076173029,-0.519413048088822,0.30566551611325,0.130945131579346,-0.476489440367958,-0.252587841257513,0.489485268145284,0.552045947557438,-0.68707399314594,-0.827900810504836,1.64528412686398,1.18124437833297,0.188677487177011,1.05512937985431
"yes",1.44027197451149,1.59006240852849,-0.53346147136549,1.46628727145688,-0.32477813412481,0.842650598466129,1.0052199277802,-1.59050007062594,-1.37514766824158,-0.893409514097878,-0.318629802107624,-0.66631191689008,0.450020939008177,0.750523793678177,-1.48954410054601,-1.57767663878953,0.0547460625874472,-1.19701433002039,-0.431831455486658,-0.649851388056047,-1.0256860348737,0.0121038002549921,3.70876064730022,0.975739278497559,-1.41493354399098,0.0860031583770004,-0.920744692251561,0.997671980519941
"no",-1.92057959321023,-0.986320965836699,0.915478091298537,-1.45288683155166,-0.767341623344624,0.38553127621362,-1.28074976418933,1.87820271069731,1.25464503751938,1.02578234548423,0.114052720153668,3.1470348018048,0.351934422223483,-0.0894519637814107,1.84926055444706,1.82388490274846,0.830315282576291,1.82058460914324,2.36585995031245,3.27604719207064,0.940200782334476,0.454345097252938,0.103537621202902,-0.945274299274675,-1.17475050629107,-1.66132876079509,-1.34760084598213,-0.348875562233289
"no",-0.0248165914655469,-1.07129631693524,0.842114128976146,1.47104102124691,-0.329299291165416,-0.812644080945336,-0.79357589540894,0.195623003339019,0.336698527017912,0.665933871812587,-0.137182292772243,0.947194126384575,-0.248355060498845,-0.464317177854284,-0.237492354923606,-0.4438227916102,0.510963250816179,0.929880092216585,0.605809957931791,1.01222918641723,0.767586330091807,0.295170518088534,0.142605212245424,1.57462662919367,-0.908115591970236,-0.984461053868346,-0.364876597036521,2.19554230694529
"no",1.29290387063868,0.433541733069284,-0.826917320655051,0.271609714790437,-0.846088934211918,1.3262597766766,1.0052199277802,0.0403079534290229,0.485554717910042,0.471015948573779,0.0163502151269245,0.530245054636616,-0.354288498626315,-0.485143023080555,-0.863518227734807,-0.972954586960555,0.191611219056067,0.686960678509316,0.298457944336959,0.559465585286549,0.719637871135509,0.522792315433753,-0.784714359359959,-0.852347958078309,0.916005896497459,-0.000901169886123477,-0.3926595738507,0.104851892764539
"no",-0.604751276227574,0.839881108432083,0.732068185492561,-0.826502541065048,-0.503371827058316,0.846297852902334,-1.31822467717244,0.0661937950806889,-0.109870045658477,-0.158718880351601,0.00239271440881829,-0.853070355277187,0.116526781940217,0.320122992335248,0.388533517887595,0.2364895166974,-0.469903703875594,-0.57622027276848,-0.552670708694882,-0.921509548734456,-0.541406599415102,-0.773105887241563,-0.510865702709516,-0.668594734335272,1.6577165411657,1.34765698684767,2.28429393891569,-0.79880840927953
"no",-0.907356253190613,1.50133191345603,0.97050149863927,-0.330510167779469,-0.68081314257849,-0.79917596582082,1.0052199277802,0.765111519675673,0.758457734545613,0.800877049439454,0.0721802179993491,0.465096762175997,0.143991006639931,-0.124161705825195,0.666767239137017,0.463260286133266,0.10036778141032,0.865101581894646,0.424551078119454,0.439702310148756,0.158640901346834,0.517623886724139,-0.623174297645778,-0.331311570181203,0.842998660516394,0.60866184181036,0.681749063102113,3.46702909353255
"yes",0.86392972473591,0.0278749991541252,-1.32212450193012,0.947287975068969,-0.566960223575634,-0.0956348162574518,-0.968458822663439,-0.0373495715259753,0.287079796720536,0.261104338931986,0.407160235233897,0.551961152123489,0.136144085297156,0.174342075751352,-0.446167645860673,-0.4438227916102,-0.196173390938355,-0.192947420030345,0.495478465872108,0.515649752919063,0.0675388293298698,0.282895816485295,-0.783288273873832,0.0992230686092701,-0.181218034535836,-0.403989430815568,-0.478356700142155,-0.712854143769399
"no",1.33986425935569,-0.621611249511637,-1.72562672938516,0.894277587692574,-0.411712288060348,0.974189437633493,-0.918492272019297,-0.14089293813264,-0.0602513153611001,0.126161161305119,0.0721802179993491,1.21430212547311,0.49710246706483,0.361774682787789,-0.585284506485384,-1.04854484343918,0.374098094347559,0.265900361416717,0.994597120427817,1.26051890316631,-0.124255006495318,-0.244812875337318,2.13843254621097,1.76875955399967,-1.29431300072638,-1.2785798082345,-0.536647405645063,-0.0590090848752477
"no",0.789501409574764,-0.801053090635459,-2.16581093983549,0.535618291706469,-0.135529503723539,-0.947684467577614,-1.45563269144383,-0.943354029334288,-0.804532269821748,-0.293662057978468,-0.0115647863092879,0.547617932626114,0.371551725580422,0.340948837561518,0.318975087575239,0.387670029654644,0.23723293787894,-0.527636390027026,0.448193540703672,0.597439306671703,-0.287279766946728,0.17400460345349,0.351564017799383,1.56692122732937,-0.882721814631561,-0.993213134143191,-0.463274178198126,-1.02735892528501
"yes",0.0621640342563484,-0.592576415497716,-0.0565952815880642,-0.113828286561135,-0.337827705320234,-0.797154291473839,-1.04340864862965,-0.166778779784306,-0.258726236550606,0.0661864156931777,-0.402374806416261,1.55090163651964,-0.362135419969091,-0.665633681708235,-0.16793392461125,-0.065871509217089,0.921558720222037,0.940676510603574,0.900027270090946,1.73957200371749,1.088841005099,0.570975747353504,-0.732342424252285,0.0978404849452664,-0.152649959350398,-0.987049682428192,-1.13317581560811,-0.522846611901394
"yes",1.83939726853711,0.126154893125315,-1.04700964413821,2.80168410775623,-0.664426486636277,-1.07055525110739,1.0052199277802,-0.503294721255965,0.187842336125783,0.860851795051395,1.37022778478322,-0.939934745224678,0.281312130138503,0.986550039575912,-0.724401367110096,-0.82177407400331,-2.29477245679052,-2.65992902145749,-0.297857500842757,-1.25743093021851,-0.776354048300958,-0.141527155200024,-0.530788341200653,-0.063093825455069,-0.152121010615173,-0.393511598167483,0.581727544877155,-0.23711050134459
"no",0.0610680310484104,0.24719869017716,-0.148300233574001,0.144060315608742,0.100732414386178,-0.801741062234128,-0.806067533069975,-0.14089293813264,-0.0354419502124119,-0.038769389127719,0.100095219435561,-0.488239917497722,0.222460220067687,0.250703508247678,0.527650378512306,0.2364895166974,-0.378660266229848,-0.473654298092078,-0.263707277109998,-0.544693390374082,-0.455099373293768,0.565671640606365,-0.719940510229636,-0.761706416725262,0.579008843042338,-0.35961267251401,-0.741046344349317,-0.673826174626871
"no",-0.859230687898502,0.473021056725253,0.530317290023039,0.132091221863011,-0.683823556683687,0.155059360286402,-1.46812432910487,2.73243548520229,3.01610996307625,2.1802961985141,2.84972286090248,0.912448370405578,3.4240041279201,3.4856514667284,1.36235154226057,1.37034336387673,-2.31758331620196,-1.31577493227728,2.17409330935157,0.290728480099305,-3.53339043828804,0.561562947821884,-0.768917523198802,-0.872816089383854,0.508646956172807,-0.403989430815568,-0.804068880887286,0.435382497468953
"no",-1.39927336659693,0.770241467236668,1.17225283245888,-1.74367344165317,0.383188793271161,0.248077660466451,-0.518759866866154,3.40546736814561,3.71077218723952,3.19986687391709,5.13875297867189,-0.169013284440691,4.44018044180954,4.83238945802724,3.79689660319302,4.01600234062851,-5.39704933674589,-4.18222401402304,2.0795234590147,-1.25158881923618,-5.01499782003761,0.293119427969191,-0.636158207118465,-0.909224969661796,1.03980068715587,0.0368189806237433,-0.124630507375554,-0.1220411470149
"no",-0.543393743107608,0.275825701567027,-0.918622709156978,-0.642992179455616,0.113926792232471,-0.698762647961424,1.0052199277802,0.376823894900682,0.287079796720536,0.00621167008123669,-0.165097294208456,0.15021334861634,-0.417063869368519,-0.512910816715583,0.249416657262883,0.2364895166974,0.23723293787894,0.686960678509316,-0.0377904124163611,0.203096815364335,0.599766723744767,0.554997216229773,0.16718811402364,-0.606214496414234,1.5460895895355,0.467396078674285,1.2222416084609,-0.736852907260974
"yes",1.50387502390618,-0.0502256320801624,-0.148300233574001,1.83735195518593,-0.539563920608174,1.69423421697269,-0.731117707103761,-0.606838087862629,-0.606057348632242,-0.323649430784439,-0.360502304261942,0.651855200563104,-0.483762700782111,-0.512910816715583,-1.41998567023365,-1.42649612583229,0.647828407284798,0.260502152223223,0.232784437158576,0.793150024579804,0.786765713674325,0.58755234726667,-0.6985694346616,-0.777509025382975,0.497008065879818,-0.348518482938626,-0.677333002087471,-0.327456279427907
"yes",0.144223579927612,0.987184429444915,1.00718347980046,0.337735273724747,-0.922281689769476,-0.830340232012558,-0.756100982425832,-0.632723929514295,-0.903769730416501,-1.04334637812773,-0.835057328677552,-0.527328892974094,-0.966348363362807,-0.929427721240998,-1.00263508835952,-0.897364330481933,0.807504423164854,0.36846633609312,-0.831126379131226,-0.346061616974815,0.849098710317511,0.493751064664807,-0.37481949256578,-0.388166227206581,0.212385816931327,-0.218470110228558,-0.311614095787071,-0.758149611438707
"yes",1.56578072101205,-0.250243965586378,-1.56055781507683,0.75989709651953,0.66935464350279,-0.85785629474782,1.0052199277802,-1.09866907924428,-0.829341634970437,-0.563548413232202,-0.193012295644668,-1.00291142793661,-0.381752723326029,-0.151929499460223,-1.28086880960894,-1.1241350999178,-0.287416828584101,-1.08905014615049,-0.86790354315112,-0.994535936013598,-0.0331529344783539,0.427654513710205,-0.513852054141373,-0.544124206183608,1.51064396992132,1.13378595295295,1.25505738932452,1.33532813414468
"no",0.0628821940841133,-0.50950246988285,-0.313369147882328,0.292759431905635,-0.154607374814644,1.09657237262445,1.0052199277802,-0.166778779784306,-0.258726236550606,-0.293662057978468,-0.430289807852473,-0.00614255328914452,-0.660318430994561,-0.72116926897829,-0.16793392461125,-0.141461765695711,0.488152391404742,0.519616193510976,-0.276841978545675,0.103780928664701,0.786765713674325,0.526696586641691,-0.514143895381332,-0.176886742304746,0.197572830603388,0.367671808462538,0.125464999973139,-0.340502909014266
"no",0.443231881263256,-0.261933107756068,0.97050149863927,-0.190772861138326,-0.636495676825897,1.67356419748048,1.0052199277802,2.47357706868563,3.46267853575263,3.33481005154396,3.04512787095596,0.764778907494843,1.68983451116671,1.81264190021799,0.597208808824662,0.312079773176022,-2.61412448855063,-1.31577493227728,1.677601595083,0.144675705541021,-1.34214586398526,-2.84961013114804,0.575601984126421,-0.287276537185687,-1.20596372877624,-0.919806705181306,-0.843575587711122,0.582508827681792
"no",-1.66807895575176,0.0118189797252467,0.475294317364196,-1.73055759791527,-0.203328465108891,0.653529022431054,1.0052199277802,1.127513302799,0.485554717910042,-0.308655744381453,-0.388417305698154,-0.492583136995097,-0.479839240110724,-0.582330300803152,1.08411782101115,1.14357259444087,0.23723293787894,1.2321798070523,-0.544789887833476,-0.442456448183283,0.412767733815208,0.541164568947599,-0.503361415585269,-0.664670061471228,0.427175127745513,-0.256190495854555,-0.575527808429594,0.847441213324237
"yes",-0.930678034283601,-0.396244372581011,0.805432147814952,0.36030457486452,1.77607114841472,-0.453865247320708,1.0052199277802,-0.14089293813264,-0.308344966847983,-0.998365318918774,-0.569864815033535,-1.58273123083612,-0.534767689510152,-0.367129900131687,0.0407413663258164,0.2364895166974,-0.104929953292609,0.022980947709449,-1.38278383942964,-1.54953647933508,-0.0858962393302807,0.527769709466522,0.225760199018277,0.331821901070199,-0.739881640516189,1.77170091307327,2.82563012867392,-0.2179615879035
"no",-0.386010219615284,-0.0337379565305229,0.732068185492561,-0.826502541065048,-0.555541598920295,1.37440723744447,-0.968458822663439,-0.192664621435972,-0.333154331996671,-0.38362417639638,-0.555907314315429,-0.0843205042418869,-0.825103779192847,-0.8808340823797,0.45809194819995,0.312079773176022,0.602206688461925,0.659969632541842,-0.400308172041034,0.048280874332553,0.940200782334476,0.590140360606524,-0.776641115498735,-0.701807942785254,0.264231470890934,-0.509383996665628,-1.06798416164207,0.478242381101919
"no",-1.46170030970911,1.07396055479172,0.420270910023462,-1.82012702973447,0.500084621457533,0.849737021041375,-0.581218055171333,1.127513302799,0.460745352761354,-0.09874413473966,-0.290714800671411,0.0590057391714741,-0.0325647235725183,-0.207465086730278,1.08411782101115,1.29475310739811,0.351287234936123,1.13501204156939,-0.0115210095450079,0.100859873173535,0.101102750599278,0.176696093909968,-0.0330548283150727,-0.828815711301386,1.05778776951878,0.17669802884193,0.304700022970993,-0.457136473222875
"no",-0.315831808519555,-0.880456635020185,1.41068527073951,-0.644522509232149,-0.255585264964605,-0.18018753659461,-0.968458822663439,0.739225678024007,0.609601543653483,1.02578234548423,1.37022778478322,-0.0973501627340106,-0.0992635549861103,0.320122992335248,-0.446167645860673,-0.519413048088822,-1.58763581503599,-1.72064062178939,0.169737870267329,-0.331456339518987,0.129871825973056,0.495209151308122,0.0284398493301907,0.741000620038514,-0.57799618384976,-0.700265375648267,-0.536028105840548,-0.878266007524231
"yes",1.69075468165966,1.84930502216395,-1.4688528630909,0.694263857511329,3.56503217965197,1.49635814942708,1.0052199277802,-1.59050007062594,-1.3255289379442,-1.08832743733669,-0.681524820778384,-1.20487113456453,-0.876108767920888,-0.70034342375202,-1.83733625210779,-1.65326689526815,0.282854656701813,-0.824537895669243,-1.25931764593428,-1.0880097117309,0.451126500980246,0.551865405315498,-0.782116723686472,-0.857527227531516,1.44398532963377,1.00188862701903,0.458327354490983,-0.491349234100993
"no",-0.33431538716237,0.0580326687201055,0.97050149863927,-0.320236836596027,-0.133583080402447,-0.774317382928253,-0.593709692832368,0.143851320035687,-0.134679410807165,-0.218693625963542,-0.486119810724898,0.506357347401056,-0.424910790711295,-0.623981991255693,-0.0983754942988948,0.0853090037401554,0.716260985519108,0.940676510603574,0.138214586821705,0.644176194530354,0.729227562926769,0.589918210433077,-0.762206510867118,-0.517693837324251,0.366864881339687,-0.129100589372334,-0.864182464629783,-0.529369926694574
"no",0.7163103779225,-0.20794695996323,0.29188397504223,-0.507408906896626,-0.541977685381406,0.801339417830823,1.0052199277802,-0.27032214639097,-0.258726236550606,0.0361990428872072,-0.0813522898998187,0.226219689820395,-0.342518116612152,-0.179697293095251,-0.793959797422451,-0.595003304567444,0.191611219056067,-0.0363993534189944,0.0594063782076455,0.264438980678814,0.431947117397727,0.0429486644028232,-0.261266277649404,1.16057727074079,-0.922664103930566,-0.0330126251829897,-0.16656789275353,0.693245293999345
"yes",-0.815794539101809,0.225075650693162,-0.313369147882328,-0.173176118037426,0.254810981647798,-0.944893524671526,1.0052199277802,-0.14089293813264,-0.655676078929619,-0.908403200500863,-0.709439822214596,-1.18749825657503,-0.809409936507296,-0.707285372160776,0.666767239137017,0.765621312047755,0.351287234936123,0.098555876418377,-1.20940578047871,-1.09093076722207,0.417562579710838,0.480014658337258,-0.354816155323753,-0.681572246592663,1.58788360303139,0.826847256638166,0.193041020911043,-0.229164208569565
"no",1.98575779451771,-0.987846327415061,-2.86276945309608,2.48291868322863,-0.312021712935466,0.812363347280257,-0.955967185002404,-0.529180562907631,-0.109870045658477,0.84585810864841,-0.0813522898998187,2.86472553447545,1.4034218821554,1.11150511093354,-0.585284506485384,-1.1241350999178,0.921558720222037,0.886694418668626,2.43153345749083,2.95473108804241,-0.58456021247577,-3.01737367280019,1.58840817362665,0.246188676024771,-1.44773389017306,-1.3901378845786,-0.85751924198628,0.360774749274737
"no",0.660319308425832,-1.19249900584528,0.29188397504223,0.259751355866909,-0.525547179731798,0.049750972093369,-1.0933751992738,-0.322093829694302,-0.159488775955853,0.0361990428872072,-0.500077311443004,0.706145444280286,-0.479839240110724,-0.61009809443818,0.527650378512306,0.160899260218778,0.807504423164854,0.994658602538523,0.282696302614147,0.842807967929621,0.853893556213141,-0.937341799917961,2.13362549639477,-0.945274299274675,-1.35462329758516,-1.60967921411164,-0.373434935624693,-0.621437135070535
"no",0.380421386678419,-1.12338635562521,0.29188397504223,0.259751355866909,-0.304096789885081,-0.446926409711606,-1.0933751992738,0.0403079534290229,-0.0106325850637236,1.08575709109617,0.183840223744198,0.758264078248781,0.147914467311319,-0.117219757416438,0.666767239137017,0.690031055569133,0.10036778141032,-0.0256029350320047,0.64521406223882,0.737649970247656,0.283306894633206,-1.48650535026708,3.49750652562206,-0.945274299274675,-1.47312769273821,-1.72308630245862,-0.885989365595712,-0.0323508981142313
"no",0.344761992006686,0.267160800433068,-0.0932772627492588,0.123729794630251,0.0332859514853463,-1.24303803534505,1.0052199277802,-0.632723929514295,-0.680485444078307,-0.758466336471011,-0.555907314315429,-0.56207464895309,-0.860414925235337,-0.783646804657103,-0.65484293679774,-0.519413048088822,0.419719813170432,0.0445737844834284,-0.765452871952843,-0.439535392692117,0.734022408822399,0.580746736904208,-0.742880832129418,-0.87974334821431,1.21120873464488,0.15195182134396,-0.627889376911432,-0.116509120254018
