"insideHJA","elevation_m","canopyHeight_m","minT_annual","precipitation_mm","distToRoad_m","distToStream_m","YrsSinceDist","B1_20180717","B2_20180717","B3_20180717","B4_20180717","B5_20180717","B6_20180717","B7_20180717","B10_20180717","B11_20180717","NDVI_20180717","EVI_20180717","B_20180717","G_20180717","W_20180717","l_Cover_2m_max","l_Cover_2m_4m","l_Cover_4m_16m","l_p25","l_p95","l_rumple","tri.pt"
"no",0.30260946103369,0.310766015370525,1.26395734792883,-0.253509556343626,-0.723931741893868,-0.386490496086374,1.0052199277802,1.02396993619233,1.45311995870888,1.76047297923051,1.45397278909186,0.252279006804643,0.540260534450096,0.542265341415469,0.110299796638172,0.0853090037401554,-1.45077065856737,-0.932502079539141,0.64521406223882,-0.0393507904024177,-0.311253996424877,-0.212029443389274,1.08723365724449,0.963683742216723,-1.16416976573329,-0.445407605331211,0.398601930804897,0.813750743990018
"no",0.203236080036001,-0.258977719887815,-0.771894347996207,1.8193722935509,-0.0729334748172826,-0.82419697694078,-0.79357589540894,-0.166778779784306,-0.184298141104542,-0.12873150754563,-0.458204809288685,0.997141150604383,0.045904489855237,-0.24911677718282,-0.446167645860673,-0.519413048088822,0.830315282576291,0.967667556571049,0.618944659367467,1.13783457253736,0.360024428963282,0.592877438883613,-0.771099655293947,0.587731906682369,-0.352626182930745,-0.701066651409575,-0.728659407391679,0.412359033493025
"no",1.73675447766349,-1.5800891457156,-1.72562672938516,0.894277587692574,-0.696933928538438,0.557103923606982,1.0052199277802,-0.839810662727623,-0.680485444078307,-0.503573667620261,-0.458204809288685,-0.25804928413687,0.0576748718694003,0.125748436890054,-2.04601154304485,-2.25798894709713,0.419719813170432,-0.00940830745152017,-0.255826456248592,-0.194166731434199,-0.277690075155469,-0.834918268483147,0.906626906671385,0.238128960554745,-0.76342379456387,-0.297978390480131,0.100826192794436,-0.619374616422692
"no",-1.23035930515635,0.0273930274156642,1.06220601410922,-0.0396695209646411,-0.31751251820502,-1.21807811312394,-0.756100982425832,1.205170827754,0.733648369396925,0.18613590691706,-0.0534372884636064,1.13612417452037,0.191072534696584,-0.228290931956549,0.179858226950528,0.0853090037401554,0.488152391404742,1.25377264382628,0.831726822625428,1.20793990432533,0.345639891276393,0.534638274438399,-0.566055984524595,-0.534423619403185,0.249418484562985,-0.360845386368625,-0.396338783391561,1.55675843073539
"yes",-0.225084837428747,-1.45817144379078,0.640363233506624,0.621307201120792,0.490934219520069,-0.170805959177462,1.0052199277802,-0.580952246210963,-0.556438618334866,-0.908403200500863,-0.486119810724898,-1.28739230501464,-0.597543060252357,-0.422665487401743,-0.65484293679774,-0.519413048088822,-0.036497375058299,-0.344097277448201,-1.18576331789449,-1.23990459727152,0.105897596494907,0.0270367059695027,0.833070891003389,0.482619926706965,-1.03323295627852,2.43319073214615,1.42522767801288,-0.165028938781066
"no",-0.558669580924318,0.812980722176079,0.530317290023039,-0.363901156887445,-0.150597260111356,-1.23286397296525,1.0052199277802,-0.218550463087638,-0.457201157740113,-0.878415827694892,-0.639652318624065,-0.61853650241896,-0.64462458830901,-0.589272249211909,-0.0288170639865392,-0.141461765695711,0.510963250816179,0.476430519963017,-0.754945110804302,-0.500877558006597,0.441536809188987,0.560318689765714,-0.545907493041945,-0.170505801461086,0.0491777866150357,1.18740771248991,1.49299647221877,-0.873181659229547
"no",-1.79723609552316,0.117685958515226,1.7958465103651,-1.45786005630564,0.105644900159111,0.987428827131307,1.0052199277802,0.842769044630671,0.609601543653483,-0.233687312366527,-0.193012295644668,-0.221131918409186,-0.0168708808869672,-0.179697293095251,1.08411782101115,0.916801825004999,0.123178640821757,1.02704785769949,-0.198033769931615,-0.202929897907696,-0.0187683967914648,0.50446492612431,-0.766707617316736,-0.899395215289373,1.01969720441666,0.544562132067258,-0.266761903327823,-1.07849819578988
"yes",2.41489802038527,-0.434648528329157,-1.79899069170755,0.973082035117341,-0.385279910854434,0.0922527063923439,1.0052199277802,-2.15998858696259,-1.42476639853896,-1.05834006453072,-0.318629802107624,-1.2787058660199,-0.448451554739622,-0.117219757416438,-1.00263508835952,-0.82177407400331,-0.287416828584101,-1.67205673904794,-1.13322451215179,-1.23990459727152,-0.138639544182207,0.0801750998198245,-0.224774238797963,0.409256854376893,-0.43409801135804,0.153184535198575,0.709805727777234,0.288634562150163
"no",-1.23898979399048,-1.6577528245351,1.15391140444524,-1.67230181300272,-0.571963813653736,-0.787898414569534,-0.79357589540894,1.23105666940566,1.13059821177594,0.785883363036469,0.923587761803825,0.3109124700192,1.44265648886928,1.50025422182392,2.19705270600884,2.20183618514158,-0.857688313870016,-0.344097277448201,0.826472942051157,0.0804124847353756,-1.56750362107986,-1.41227028790933,-0.45012635661396,-0.716784458812934,0.386703788805383,-0.102197191407824,0.723934419299863,0.255836784995566
"no",0.0488527772682916,-1.06485590138215,0.97050149863927,-0.330510167779469,-0.995730285934847,0.28727445285786,1.0052199277802,0.143851320035687,0.0637955103823412,0.426034889364823,-0.0534372884636064,0.389090420971942,0.0262871864982982,-0.131103654233952,0.249416657262883,-0.065871509217089,0.214422078467503,0.309086034964676,0.290577123475553,0.404649644254767,0.192204822616242,-0.96326607390473,1.54627777237028,1.52057650063211,-1.27262246996969,-1.23124470126317,-0.666488564896143,-0.416906700578826
"no",-0.68504070780259,-0.560978126663282,0.126815060733902,-0.555608168729238,-0.0217610323193801,-0.751798819424371,-0.818559170731011,1.64523013583232,1.94930726168265,2.28525200333499,1.95644281494368,1.08617715030056,1.93701253346414,1.8265257970355,2.33616956663355,1.97506541570571,-1.42795979915593,-0.846130732443223,1.7301404008257,0.685070971406674,-1.62983661772305,0.200255951962731,-0.0228308101510304,1.29413144265295,-0.72506865418825,-0.953150874332787,-0.309909871375664,-0.366260409337335
"no",-0.159370376516229,-0.69627452092227,0.695386204331366,-0.626652248989102,0.482613536479869,1.39706507067562,-0.968458822663439,-0.477408879604298,-0.457201157740113,-0.338643117187424,-0.625694817905959,-0.655453868146644,-0.778022251136194,-0.748937062613318,-0.16793392461125,-0.065871509217089,0.465341531993306,0.427846637221563,-0.78384145396279,-0.562219723321076,0.642920336805434,0.27794989975723,0.427330152094365,2.06797923215941,-0.997258387929111,-1.21025823575435,-0.769507686530054,0.0668525181931579
"no",-0.121788818117103,-1.60308079367008,-0.203323206232845,-0.0949747253609704,-0.404202208260257,-0.00921518747860863,-1.33071631483347,0.350938053249016,0.51036408305873,1.32565607354394,0.965460263958144,0.736547980761908,1.26217729798544,1.15315680138608,-0.0288170639865392,-0.065871509217089,-0.675201438578523,-0.770555803734295,1.08391309019042,0.533176085866058,-1.08322418562126,-3.79865991325951,0.923818965376,-0.836006589912778,-1.47418576679398,0.765212974604287,-0.521397200229319,-1.16925701055332
"no",-0.0413594079695652,-1.62326005621173,0.328565956203424,-0.855848913877484,-0.0190631922532523,1.69778072921284,-1.34320795249451,0.32505221159735,0.609601543653483,1.47559293757379,0.881715259649507,1.56175968526308,1.74868642123753,1.56967370591149,0.736325669449373,0.841211568526377,-0.241795109761228,-0.230734884384809,1.79844084829122,1.3890453447776,-1.37570978525467,-3.99655528574626,1.02419961210939,-0.740119226461441,-1.55777369287988,-0.472064484036412,-0.810392345873012,-0.809003753396648
"yes",-1.57047617800084,1.25098459243509,0.622022242008976,-0.766334185486705,-0.244811067445278,-1.452209609889,1.0052199277802,0.972198252889001,0.559982813356107,0.366060143752882,0.211755225180411,0.940679297138513,1.60744183706757,1.2295182338824,0.527650378512306,0.538850542611888,0.145989500233194,0.54660723947845,1.15746741823021,0.877860633823609,-1.47640154906289,0.434601229231695,0.0541637605807817,-0.607933329394589,0.854108400262349,0.216051531087069,-0.292633455829759,-0.262766741062209
"yes",-1.21288836163402,-0.551357226406677,-0.129959243910454,-0.199298393191496,-0.743474200517393,-0.570027951787492,1.0052199277802,0.247394686642351,-0.258726236550606,-1.04334637812773,-0.625694817905959,-1.15709572009341,-0.487686161453499,-0.381013796949201,0.318975087575239,0.387670029654644,0.23723293787894,0.471032310769522,-1.08593958698335,-1.08508865623973,0.0243852162692025,-0.241365205951682,-0.517716696221172,-0.109370921988241,-0.124081884164971,1.37030760430441,0.361575873046101,-0.0126690341181429
