elevation.scale,mean.NDVI.scale,mean.EVI.scale,mean.green.scale,mean.bright.scale,mean.wet.scale,l_Cover_2m_max.scale,l_Cover_2m_4m.scale,l_Cover_4m_16m.scale,l_p25.scale,l_p95.scale,l_rumple.scale
0.0240497310645069,0.318004099652146,0.17832693744823,0.179427754179647,-0.0301404374712916,0.348482757871074,0.609634375044384,-0.746233865072824,-0.615436991640334,0.42950106770342,1.23685505554943,0.687575860587917
0.355714232564419,0.273943636268987,0.190937903190425,-0.0453489248214827,-0.228198914536225,0.372329241013808,0.574799894851855,-0.662026853288325,-0.878779686262234,1.60561557138358,1.1986050760655,0.205304114691935
-0.250455473579322,0.764116291406626,0.841663735487704,0.440058381978502,-0.0520792226230996,0.678926881420387,0.509759835519657,-0.717781645518982,-0.605089699448489,0.406928894663828,-0.121988371867502,-0.432683383974976
-0.00341039163310832,0.945865702862155,0.946334751147925,1.84801537130459,1.0070765716503,1.02640420721451,0.594541018350834,-0.710145250776812,0.0248944558634987,-0.178372266052687,-0.937318746958459,-1.14029820363009
0.252396472173162,0.984418608322419,0.793742065667363,0.612433135813724,-0.00759224162082226,0.761821799011796,0.603601484684573,-0.743438991644621,-0.0216989395234723,-0.144776529504381,-0.505034062291181,-0.690183739224196
-1.32680053045463,-5.33275032923794,-4.24559984491389,-0.902396200890206,2.44833287398435,-5.17481695671264,0.30477588744451,-0.607905560134753,-0.958165298767001,1.00482875695553,0.0712646867353179,-0.113632913290275
-1.25683701950053,0.49424595318478,1.40032951786696,-0.481801801532265,-0.664536974777739,0.390497990074939,0.534272107845949,-0.695368289586955,-0.907837084844002,1.42162618890835,0.25875005856005,-0.252203919318439
-0.362438398063518,0.742086059715047,1.03461151134329,0.985452103113144,0.452512835868484,0.699366724114159,0.614295347876624,-0.741889491857031,-0.575967203176353,0.337112792195574,-0.092177887163587,-0.866471996193144
-1.34842739388745,0.097701782736353,0.557917006288309,1.47016991089779,1.53056036180038,-0.8040972606944,0.23950151546528,2.3289347871487,2.33487680271856,-1.35212446312591,-1.48313900137903,-1.12674978211062
-1.18165733152006,-1.04236270730287,-0.363944589466169,-0.00328948488568861,0.738326453540649,-1.40707262016067,-1.47370615450734,-0.410161695164804,-0.770312046021016,0.356797812852447,-0.0656761272443078,0.75017771544998
