UTM_E,UTM_N
0.48026291261777965,0.453084572046673
0.5194976223976874,0.5568286825707985
0.588812276342191,0.33319161412964116
0.7640606466924457,0.38604238741551644
0.795971543980104,0.5475308613445797
0.3620356538143243,-1.5293087851855562
-0.14723087912887833,-1.4172455714590244
-0.2508105129478348,-1.0813006097853821
0.2064046383540235,-1.4994578854592748
-0.44646093238364143,-1.4835537175723217
-0.9337560278500957,-1.8598707977282298
-1.1189438580112603,-1.8916791335021363
-1.4037878510133905,-1.9014663137402614
-1.6347495092511142,-1.889232338442605
-0.7407212557329496,-0.6991112214865988
0.6479259057439187,-1.5119365402628844
0.19149544863765855,0.02758691119418639
-0.3766231489754056,-0.45736786960490994
1.1169114699797493,-0.015476681853563835
1.2746350032949785,0.12472467505757753
1.2780353448092372,0.3471383459689693
1.019347824993712,0.8651248600717376
1.2646955434840685,0.761136070041659
1.332963938501108,1.0809321843223951
1.4878102597658107,0.9727838426911132
0.44704419167079107,0.22430923398049993
0.461953381387156,-0.2087734915565336
1.115080516856687,-0.1380611143360801
1.0271947669496937,0.10661839161704618
0.745489550729956,1.4388983015318189
0.8645015037290095,1.6055250450858978
0.39316185690638444,1.104421416893895
0.5040653032175904,1.2893991233944586
1.4977497195767207,1.6799076148956482
1.1312975302323822,1.4053772092162404
1.3915544384391036,1.567110362651257
0.6560344124317663,1.1903039234834425
0.9510794299766726,1.3263457287933806
0.7258721958400022,1.003368780935254
0.2715342565886704,0.4359570066299542
1.0431502155935228,-0.2533051616400026
2.006493123056191,-0.7436428915700677
1.930116221351304,-0.8853123255169278
1.7658535697394235,-1.0316306700768973
1.6931385742806613,-0.9026845704395998
0.19228014283325673,-0.33404939860453425
-0.09910296846552484,-0.3519110025391125
-1.4791184937908133,-0.20852881205058046
-1.9457499754398495,-0.039210593931017085
-2.0877796248431157,0.03566133489063956
-0.854763478826548,-0.46544229330136305
-0.4135037761685189,-0.1527418846932677
-0.27304351515644915,-0.05560412082987655
-0.34837415793387205,0.15090538219456204
-0.19378940140103554,0.12937358567068694
-0.07843935464810675,0.22969218311146872
0.03534130371362572,0.39167001605243834
-0.5317310349719743,-0.46544229330136305
-0.2173302272689802,-0.6871219256948956
-0.5097595974952259,-0.8077489221297868
-0.10538052203031008,-0.7977170623857086
-0.3933632918148329,-0.8219403334750681
0.019385855069796572,-0.7194196204807082
-0.2777516803300381,-0.7901319977011617
0.6508031177944453,-0.8094616786714587
0.32384720296188074,-0.742174814534349
1.1077567043644376,-0.9755990632136314
-0.9740369965574677,2.2089047067663072
-1.4296827594681296,1.6791735763777889
-0.9345407220456938,1.6801522944016014
-1.0553836281678097,1.8991404522296493
-0.8367155123277905,1.241686619733599
-0.621709302733896,1.2700694424241616
-0.479941218062496,1.2842608537694429
-0.4179503766102418,0.9696030091137225
-0.16292476304084144,0.7755721608928934
-0.11035025193576506,0.501531114225392
-1.4273286768813351,-0.7101217992544894
-1.614347460165562,-0.6560476284388486
-1.7765175939225142,-1.1343960625772105
-1.846093812598884,-0.7656640471058491
-1.2008136190853345,-0.7634619315522709
-1.3585371524005636,-0.8353977063024901
-0.8691495390791809,0.025874154652514508
-1.0716006415435049,-0.13023137014558006
-0.6737606843752403,0.09291633928367111
-0.5591953318179097,0.2201496823792968
