"tr","lambda.env","alpha.env","lambda.sp","alpha.sp","lr","hidden.ind","drop","acti.sp","lambda.bio","alpha.bio","AUC.train_mean","ll.train_mean","nagel.train_mean","plr.train_mean","tjur.train_mean","cor.train_mean","auc.lt5.train_mean","AUC.test_mean","ll.test_mean","nagel.test_mean","plr.test_mean","tjur.test_mean","cor.test_mean","auc.lt5.test_mean"
280,1,0.2,0.25,1,0.002,2,0.2,"relu",0.7,0.2,0.876804842571917,-18.858845921913,0.383072569716178,3.7411710649812,0.209989930380702,0.516409231585798,0,0.672555051348577,-7.15703102265229,-0.127455141379461,2.5852800969553,0.0828976297548455,0.221009865857768,34.4
662,0,1,0.75,0.25,0.002,2,0.2,"relu",0.8,0.3,0.865213582475117,-19.1854441344985,0.368377243707167,3.54741982600362,0.196418487973723,0.492036005720681,0,0.672382276583754,-7.18622037218018,-0.158110820902425,2.1264825437834,0.0829142517875858,0.219766589530006,37.6
262,1,0.2,1,1,0.002,2,0.2,"relu",0.4,0.6,0.864500389484437,-19.3667186533471,0.361333653276605,3.48819590323446,0.192880057706515,0.492441293694006,0,0.672040113190194,-7.09880239925863,-0.134659026402811,2.43955319723298,0.0833247937232184,0.227999226080757,35.4
28,0.6,0,1,0.75,0.002,2,0.2,"relu",0.8,0.5,0.84950035508422,-19.7940050130305,0.341649352024007,3.28117189976529,0.185613703834991,0.463057404917951,0.2,0.670562582352826,-7.29987061633419,-0.203839566833824,2.17001511907592,0.0787457689274066,0.21516112269785,37.6
229,1,0.6,1,0.25,0.002,1,0.2,"relu",0.1,0.1,0.877117641781538,-18.3739485949267,0.405505028750013,4.41952274469433,0.230649905032761,0.522128226301748,0.2,0.670318671426508,-7.57028004295743,-0.34130021424417,2.38341322042023,0.0870803785356676,0.215605425437021,36.6
608,0.4,0.2,0.5,0.25,0.002,1,0.2,"relu",0.3,0.5,0.880087179729029,-18.2656241910538,0.410391575730557,4.32441504272173,0.232735348796653,0.5278170305022,0,0.668684193625431,-7.48849226752209,-0.25657844159526,2.671102434024,0.0842488579081884,0.212756201128859,36.8
464,0.6,0,0.25,0.25,0.002,2,0.2,"relu",0.4,0.8,0.858118429295765,-19.5054773030911,0.355115851840324,3.4403257514583,0.195636822046329,0.480435898943607,0,0.668633732510359,-7.14497892879767,-0.13950977007191,2.0225991570366,0.0804812280422994,0.21960773105664,37.6
573,0.2,0.8,0.75,1,0.002,2,0.2,"relu",0.4,0.5,0.866022086995163,-19.1503727221987,0.370572741983921,3.65532982592235,0.202399133790946,0.495975985905046,0,0.668592412132914,-7.32653697904854,-0.210392121472065,2.8312913549497,0.0886450194086115,0.219345037605421,37.4
82,0.2,1,0.5,0.75,0.002,2,0.2,"relu",0.8,0,0.853337980875497,-19.6340268946861,0.348241267304058,3.37782092839709,0.186436572903086,0.470161820746121,0.4,0.668396379806061,-7.19285432437429,-0.143123084318383,2.44455515485324,0.0799074417244894,0.218549560831385,37.2
189,0,0.2,0.25,0.75,0.001,1,0.2,"relu",0.8,0.7,0.869262439754836,-19.0791607668974,0.372953497798819,3.65445956420367,0.197229090249368,0.507625533278322,0,0.668294572816579,-7.18925557144563,-0.148078911531867,2.31952944497294,0.0799641388647073,0.217914594708011,35.2
518,0.6,0.4,1,0.75,0.002,2,0.2,"relu",0.8,0.4,0.852065332225116,-19.6502508098297,0.347832432251406,3.44076112507238,0.191469355968221,0.469249582356539,0.2,0.668180806886205,-7.27334337596007,-0.175142762207184,3.12624159231809,0.0838637802404519,0.221895027095837,36.2
910,1,0.2,0.75,1,0.002,2,0.2,"relu",0.2,0.9,0.861674453847186,-19.4127302259757,0.359519894531691,3.56629679826606,0.193301852378266,0.485047197401917,0,0.667692200050335,-7.19704112245799,-0.138594471893126,2.30434130886299,0.0762339361144747,0.216241428097428,37
723,0.4,1,0.75,1,0.002,2,0.2,"relu",0.8,0.4,0.863621618810811,-19.3288650140099,0.362635478284211,3.57100926021534,0.195527379977764,0.49079774135241,0,0.667675936955614,-7.15127749123128,-0.138945347145388,2.05666342325187,0.0817097287176579,0.221053883884905,38.4
787,0.8,0,0.25,1,0.002,1,0.2,"relu",0.7,0.4,0.90041799111027,-17.6003594172643,0.439370555096187,4.55560761273511,0.252615820017933,0.56772803419445,0,0.667258708818687,-7.44546609923009,-0.235360114502046,2.40979588447845,0.0853434676860119,0.206447943373626,41
