"tr","lambda.env","alpha.env","lambda.sp","alpha.sp","hidden.ind","drop","acti.sp","lambda.bio","alpha.bio","AUC.train_mean","ll.train_mean","nagel.train_mean","plr.train_mean","tjur.train_mean","cor.train_mean","auc.lt5.train_mean","AUC.test_mean","ll.test_mean","nagel.test_mean","plr.test_mean","tjur.test_mean","cor.test_mean","auc.lt5.test_mean"
1,0.4,0.2,0.5,0.25,2,0.1,"relu",0.5,0.2,0.877290059333324,-18.9304098377137,0.398885270463244,4.47125869718078,0.205641991910639,0.52318707141346,0,0.6519060521444,-7.82027080327963,-0.330994724967549,2.2181048753639,0.0647145288683594,0.188875562236401,38.8
2,0.6,0.6,0.5,0,2,0.4,"relu",0.3,0.9,0.758850477288022,-23.5186320729569,0.178823157095087,1.90029315383464,0.0745697725299827,0.317965981192362,2.8,0.642506124302887,-6.82608415352573,0.00959551644491278,1.56908705757819,0.0402453182692751,0.183946595381345,44.8
3,0.8,0.2,0.5,0,1,0.4,"relu",0.1,0.7,0.792140842735081,-22.5905933322687,0.226591618407767,2.29212213830405,0.0988781799700865,0.36757448831819,1.6,0.636691584708935,-6.94737353724479,-0.02886338688655,1.72920691812522,0.0424867366364345,0.176518447670276,46
4,0.4,0.4,0.25,0.5,2,0.4,"relu",0.4,0.6,0.770358547144248,-23.3847429085427,0.186429114069209,1.94540671975297,0.0757087422723915,0.336506163114398,2.4,0.624231948288397,-6.88731036121306,0.00217338824549175,1.53370759696251,0.0366313373597491,0.164974456148773,49.4
5,0,1,0.25,0,1,0.2,"relu",0.9,0.2,0.88320136050923,-18.9877400255574,0.39888188157846,4.25561450836882,0.187279691069356,0.535592220392965,0,0.655944099552781,-7.5306414471036,-0.274268704310878,2.2375965987833,0.0651869549223219,0.202957713520417,39.6
6,0.8,0.2,0,0,1,0.4,"relu",0.4,1,0.828249732764817,-21.1971957398461,0.297335400128693,3.19041407519115,0.149038130433238,0.436372583634431,0.4,0.644688724933275,-7.28293611278052,-0.14786593804097,1.94568246175864,0.0591372366991932,0.182534436946632,42.8
7,0.2,0,1,0.75,2,0.2,"relu",0.6,0.8,0.841357255745609,-20.6834400048111,0.317340879888766,3.2649046031142,0.15065713256936,0.451858188776153,0.2,0.658716889966529,-7.20573128555003,-0.132937810128776,2.14701381852881,0.063060672079173,0.208604069991507,38.6
8,0.6,0.6,0,0.5,2,0.4,"relu",0.6,0.5,0.813147295136084,-21.8894457478782,0.263944142592742,2.6942524341348,0.121696635414698,0.407359159638301,0.4,0.62899796126933,-7.19366194655171,-0.0794309348359837,1.8808804385306,0.0453062870184806,0.162163148822872,48.6
9,1,0.4,0,1,2,0.3,"relu",0.6,0,0.852660163408184,-20.32461719308,0.337297067523176,3.61405569650565,0.169893159327519,0.475916888699276,0.2,0.655590745797747,-7.27823939487677,-0.148324964064095,2.24516483020574,0.0696359169763665,0.201983004830367,40.4
10,0.8,0.4,1,0,2,0.1,"relu",0.5,0.2,0.891584207428007,-18.1883050981336,0.432388045595611,5.13193980461394,0.227347128975957,0.556717167625137,0,0.655306223311399,-7.96881244594184,-0.407697408584844,2.76058867790112,0.072277982904039,0.192709506668263,42.2
11,1,0.8,0.25,0,2,0.4,"relu",0.7,0.2,0.754050639501209,-23.6426081260736,0.177522610405225,1.93673827948003,0.0707222839793671,0.315559846332856,4.8,0.618364904916373,-6.95345526835567,-0.0196352038560174,1.39009307511216,0.0310432099584718,0.153584922625556,51
12,0,0.2,0.5,0,2,0.2,"relu",0.6,0.4,0.869613047931156,-19.6265465493482,0.367565274021363,3.7696246160719,0.171035014161367,0.502543854692663,0.2,0.656675544732071,-7.3054028983428,-0.157265642385426,2.04701359965143,0.0634900061113057,0.203374991438335,42
13,1,0.4,0,0.5,1,0.4,"relu",0.1,0.4,0.827216659000307,-21.3467137467062,0.291340934280216,3.11911991062246,0.144112535841877,0.433832116155059,0.2,0.641538594061952,-7.29422632192284,-0.127060501411523,2.13635986630394,0.0575683852985026,0.182529446958372,48.2
14,0.6,0,1,0.25,1,0.1,"relu",0.4,0.1,0.896349603818435,-17.807293582287,0.448499596421487,5.7198011522114,0.239264773500822,0.568437477531439,0,0.649410211174783,-8.22363073456196,-0.555853989634526,2.31065874293402,0.0722179565862242,0.18823121244628,43.4
15,0,1,0.5,0.5,2,0.2,"relu",0,0,0.82140858294714,-21.7700141182869,0.269340154383108,2.52584845630833,0.118162700306254,0.410865195760554,0,0.631677749739063,-7.13795472788461,-0.0855407784285803,1.54558803947514,0.0451647721728637,0.168433364312086,47.8
16,0.6,0.4,0.75,0.25,1,0.4,"relu",1,0.7,0.788486128489414,-22.6650844574423,0.224619657381587,2.29680635776402,0.0941593555087771,0.364811834601537,1.4,0.630514677360518,-7.01041325510889,-0.036735461560122,1.64445976106753,0.0411477075316827,0.174960924688741,47.6
17,1,0.8,0.75,0.25,2,0.1,"relu",0,0.5,0.845986915792695,-20.5414798081456,0.327015057105725,3.29232045938409,0.15806072636703,0.459625169526833,0,0.622188389474189,-7.59853990798741,-0.255834139094838,1.7827216913889,0.0520608979484116,0.161670996708918,52.2
18,0.8,1,0,0.5,1,0.2,"relu",0,0,0.877377578143798,-19.4005209801323,0.377832011130008,3.81747427855062,0.198903378888046,0.521854799825846,0,0.631395606490236,-7.50007360905024,-0.219870366034154,1.75363800916932,0.0607453278929095,0.166559653739541,43.6
19,0.4,0,1,0.5,2,0.4,"relu",0.1,0.4,0.759557073624989,-23.4480236186444,0.184946876552943,1.95911292921497,0.0759689938012985,0.318157012194713,1.6,0.611091142896317,-6.93525850085805,-0.00647583307719292,1.39928576937314,0.0309784887557319,0.148768902385358,54.8
20,0.2,0.2,0.5,0.5,2,0.3,"relu",0,0.5,0.775911071464863,-23.4722186787147,0.188650392931106,1.83117247390877,0.0868607708655757,0.338946928204126,1.8,0.618490691360505,-6.91665698784988,-0.0282799765796078,1.35288272149353,0.0395122605902915,0.152364796433083,47
21,0.6,1,0.75,0,2,0.2,"relu",0.7,0,0.853281331432938,-20.2220899636737,0.339308714243838,3.42964282561397,0.161385198379356,0.469116219856199,0,0.666886850247676,-7.27856301960628,-0.154281591535271,3.53124645962399,0.0660225899563779,0.214316585073646,35.4
22,0,0.8,0,0.5,2,0.1,"relu",0.1,0.8,0.92031809985413,-16.4405012746273,0.508078941920914,7.12197838856659,0.286026535427266,0.633846617335606,0,0.648926143880419,-8.68992610187898,-0.680784688950758,3.66060434226559,0.0806423229425821,0.188207388471623,42.2
23,0,1,1,0.25,2,0.3,"relu",0,0.7,0.786864591986855,-23.0140388056887,0.207884324039028,1.96938914421254,0.0896725004196273,0.352681050248972,1,0.626009329348436,-6.93032777152249,-0.037663469855844,1.40888199222647,0.0369991038976807,0.163364034849318,47.2
24,0.6,0.2,1,0.25,1,0.1,"relu",0.6,0.2,0.896465288049788,-17.7656274040944,0.453245771241858,6.29830028913293,0.242626004844277,0.574926667426171,0,0.644001293650771,-8.35457542207187,-0.561839351274308,2.60299977729685,0.0655674265605148,0.18485348856661,41.2
25,0.2,0.6,0.75,0.75,2,0.2,"relu",1,0,0.856018549441591,-20.1930943572554,0.340436261564172,3.4045068704482,0.160856861839847,0.477584266636513,0,0.66665776318732,-7.24315785014794,-0.134738554357087,2.29341568395822,0.065616933074143,0.214436192655914,38.6
26,0.4,0.4,1,1,1,0.1,"relu",0.9,1,0.898727404204171,-17.7774515023436,0.451601450639151,5.76051176788283,0.239844880523871,0.575987803604838,0,0.656440613304587,-7.97342298596866,-0.405289171287083,2.83916988649265,0.0696394308984294,0.193869036785265,41.2
27,0.8,0.4,0,0.25,2,0.2,"relu",0.4,0.5,0.882791328745059,-18.8026876549698,0.405790288488825,4.70027343494663,0.210786487586901,0.54063252183015,0,0.649569874279793,-7.69995033938373,-0.29511102334644,2.66716043155556,0.0693206034870267,0.18912822558177,43.4
