UTM_E,UTM_N
0.46877262438641154,0.46014571424618333
0.5080056821784383,0.5643800395350186
0.577317417611019,0.33968623454918045
0.7525584090820718,0.3927867398850021
0.7844679627529202,0.5550382839666795
0.3505503435731042,-1.5316149071928322
-0.15869474656740315,-1.4190221690270621
-0.2622700191383538,-1.081489790202603
0.19492588099806474,-1.501622955105007
-0.4579122006612606,-1.4856436363696903
-0.945186778438233,-1.8637389012145689
-1.1303668112165992,-1.8956975386852024
-1.4151988107867137,-1.9055309655992434
-1.6461507443224446,-1.893239181956692
-0.7521601341014613,-0.6974944692092998
0.6364285580176726,-1.5141605744204094
0.1800173190370946,0.032637479158248495
-0.38807735779145297,-0.4546088244324858
1.1053943754916993,-0.010629599263532146
1.2631112678156469,0.13023424128010597
1.2665114661576224,0.3536988679016889
1.0078348384488593,0.8741329873273118
1.2531722265083334,0.7696528263656256
1.3214377470664598,1.090960050781917
1.4762775484856587,0.9823006833817634
0.43555530212249555,0.23028936013047369
0.4504638640834657,-0.20483978081584298
1.1035634994614045,-0.13379327136189637
1.0156814500072646,0.11204240148913001
0.7339880950605124,1.4506176401629687
0.8529950370296603,1.6180317333745176
0.38167523608811216,1.1145602753756156
0.4925740127802411,1.3004120440509914
1.4862165897929722,1.6927657779212295
1.1197798300154422,1.416938152982378
1.3800257800358866,1.5794355327369065
0.6445367232946915,1.2008485965463258
0.9395693178907327,1.3375332306514964
0.714371566164499,1.0130301424881416
0.2600527569328292,0.4429372171466115
1.0316362268426889,-0.24958187327472978
0.9978957971415459,-0.4280585717645749
1.9949385724962527,-0.7422365616681866
1.9185648866611071,-0.8845754162489309
1.7543091513718219,-1.0315851486138448
1.6815972175972655,-0.9020297490213538
0.1808019801929351,-0.3307076453155685
-0.11056886234251698,-0.3486536494336934
-1.490526281747405,-0.20459394514299195
-1.95713811575391,-0.034475659530081706
-2.099161784961047,0.040750056362332365
-0.8661975554169524,-0.46272140163656966
-0.4249564321159581,-0.14854341173295793
-0.2845020852205023,-0.05094664961110047
-0.35982955618119367,0.15653865827516578
-0.20525130848060824,0.13490511906427546
-0.08990611857204955,0.23569774493319628
0.02386974902482806,0.39844096036057575
-0.5431787129292655,-0.46272140163656966
-0.2287911431558243,-0.6854485212395995
-0.5212082005657305,-0.8066455079551555
-0.11684615158924126,-0.7965662453682635
-0.40481679578271773,-0.8209039769805151
0.007914972189403843,-0.717898830055935
-0.2892100521555455,-0.7889453395098817
0.6393056489224213,-0.8083663576651128
0.31236350065553153,-0.7407615476310805
1.0962399953402262,-0.9752887795309596
-0.9854660511047137,2.2242625026251486
-1.4410926289294512,1.6920282709026766
-0.9459714395940735,1.6930116135940807
-1.066809257593516,1.9130345407957492
-0.8481503488326201,1.2524740878450413
-0.6331531921323135,1.2809910258957604
-0.4913910766437901,1.29524949492112
-0.4294028453323878,0.9791048196347001
-0.17438796968421386,0.7841571310638361
-0.121815672242898,0.5088211774706866
-1.4387386454619298,-0.708557074487596
-1.6257495542705906,-0.6542273907875192
-1.787912859810968,-1.1348361312112758
-1.857486148962162,-0.764361772224779
-1.2122331251426286,-0.7621492511691198
-1.3699500174665762,-0.8344249389873215
-0.8805830099406956,0.03091662944829131
-1.0830255881475537,-0.12592652983066352
-0.6852023821364023,0.09827560380947253
-0.5706418533836841,0.22611015369200624
