"tr","lambda.env","alpha.env","lambda.sp","alpha.sp","hidden.ind","drop","acti.sp","lambda.bio","alpha.bio","AUC.train_mean","ll.train_mean","nagel.train_mean","plr.train_mean","tjur.train_mean","cor.train_mean","auc.lt5.train_mean","AUC.test_mean","ll.test_mean","nagel.test_mean","plr.test_mean","tjur.test_mean","cor.test_mean","auc.lt5.test_mean"
345,0.2,0.2,0.5,0.75,1,0.4,"relu",0.6,0.6,0.810306384579425,-29.9962237629608,0.276765790647658,2.03781623908319,0.138618080222678,0.464038410391563,0,0.664200753773935,-9.03494390779681,0.0305248113569644,1.40027708885806,0.0654140989143343,0.241672680154954,11.6
346,0.4,0,1,0.5,1,0.3,"relu",0.8,0.3,0.835104103759257,-28.3640035441219,0.337400738655514,2.46922172444416,0.178453693360347,0.512014710082553,0,0.670602143099823,-9.31675828798604,-0.0387423017928476,1.51092637819241,0.0793330059155809,0.250362294138796,11
347,0,1,0.5,1,1,0.4,"relu",0,0,0.805884215389412,-30.5300527073849,0.25329795080273,1.75730439251505,0.120260645097143,0.452968272970755,0.2,0.627712374819548,-9.23466798198594,-0.00949781384735073,1.2535506609054,0.046945996976585,0.185648011586094,16.6
348,0.2,0.4,1,0.25,2,0.3,"relu",0.9,0.8,0.817402003838609,-29.4624676689983,0.295161911541873,2.1209095677346,0.151028263636958,0.477832444115717,0,0.65744113072815,-9.17034040378184,0.00542814423942488,1.42772264128041,0.06909500951746,0.236844366301435,12
349,0.2,0.6,0.5,1,2,0.4,"relu",0.9,0.2,0.80127191467175,-30.7472269644669,0.247043703335087,1.8584337942084,0.122580050137223,0.448869264057955,0,0.644697293976659,-9.16447658560411,0.00715657613377999,1.30441188651267,0.0535385291110585,0.213662310997329,14.8
350,0.2,0.8,1,0.25,2,0.4,"relu",0.1,0.4,0.770073084079494,-31.4685053969484,0.217536398118996,1.69390150715423,0.106970257920162,0.395889532646282,0,0.647865605312339,-9.16339960100022,0.0061082543472721,1.31719916632629,0.0560672336874974,0.220978489110758,14.6
351,1,0.4,0.5,0.25,2,0.3,"relu",0.8,0.6,0.801531049496684,-29.9734704508585,0.278903734497308,2.08095478908464,0.143409021796438,0.453902631642905,0,0.652820603121012,-9.37712623209444,-0.0512859265709331,1.40554276043275,0.0666801086749831,0.22573367593599,13.6
352,0.6,0.2,0,1,2,0.4,"relu",0,0.9,0.791950459877644,-30.5295586044642,0.251274374694364,1.78784995779672,0.13806003615892,0.434710926441165,0,0.616159642064184,-9.37558612722105,-0.0329096270257498,1.29258491369553,0.0549220572457346,0.164226149406012,18.2
353,0.4,0,1,0,1,0.2,"relu",0.6,0,0.879631442873037,-25.6216950589698,0.431262395020871,3.26446507674411,0.244165218130812,0.597177614407154,0,0.66870677849713,-9.89442443238609,-0.214155190040437,1.72149690188503,0.0958270145248468,0.25519730251996,12
354,0.4,0.8,1,0.25,1,0.1,"relu",0.5,0.7,0.872647179824178,-25.2323356906044,0.44322460325134,4.0503177484133,0.263415795940984,0.591947709615485,0,0.647342652287342,-10.7873379262743,-1.08347662238259,1.70777990151064,0.0871159602437425,0.218228107352147,13.6
