"lambda.env","alpha.env","lambda.SB","alpha.SB","drop","hidden","loglike","loss","AUC.explain","AUC.test"
0.105,0.9,0.105,0.5,0.3,"1",6134.74658203125,103.205,0.634081354025361,0.679275901291566
0.105,0.9,0.105,0.5,0.3,"1",4952.4853515625,82.393,0.787956530808459,0.71282000610059
0.105,0.9,0.105,0.5,0.3,"1",5781.66259765625,100.527,0.750711748490062,0.723120662313437
0.105,0.9,0.105,0.5,0.3,"1",4996.31787109375,89.16,0.815088467219099,0.715861098718622
