"lambda.env","alpha.env","lambda.sp","alpha.sp","lambda.bio","alpha.bio","drop","hidden","loglike","loss","AUC.explain","AUC.test","ll.explain","ll.test","nagel.explain","nagel.test"
0.01,1,0.01,0.5,0.6,0.5,0.2,"2",4572.6044921875,72.671,0.850422266263701,0.635115910432673,-74.9970813271165,-117.360835526865,0.421702371007812,-0.586246190004762
0.01,1,0.01,0.5,0.2,1,0.3,"2",4604.18701171875,76.437,0.813638859549387,0.631685875615969,-80.3545560427283,-98.2803821622153,0.372243945387187,0.0813741534959533
0.01,1,0.01,0.5,0.1,0.3,0.4,"2",5178.92138671875,94.307,0.758853721293954,0.61830021220846,-85.5803883381646,-98.0546222983777,0.320261449458093,0.0748130160319293
0.01,1,0.01,0.6,0.1,0,0.2,"2",4499.4443359375,73.656,0.857548529981056,0.649129337615591,-74.0122685842662,-105.000163519289,0.436370551681864,-0.101822186795698
0.01,1,0.01,0.6,0.4,0.3,0.3,"2",4847.8349609375,78.001,0.815572070794788,0.631275034661117,-79.9453645179833,-100.514585637377,0.373972647480523,0.00283094890617885
0.01,1,0.01,0.6,0.3,0.6,0.4,"2",5166.18359375,82.85,0.767733298598981,0.604831300097711,-84.360343521019,-98.0409122645461,0.33445973142308,0.0722637885142461
0.01,1,0.155,0.4,0.4,0,0.2,"2",4893.38134765625,78.232,0.821453764743011,0.614378674986092,-79.153144528405,-100.024496684005,0.379754695595737,0.0232360487756585
0.01,1,0.155,0.4,0.1,0.4,0.3,"2",5173.40576171875,84.38,0.761006485260709,0.63810284936244,-85.6411766346285,-94.364532534606,0.320242651607292,0.108458111406919
0.01,1,0.155,0.4,0.8,0.3,0.4,"2",5472.03125,88.478,0.718424833129366,0.597713202225137,-89.8672065484766,-95.5273981030661,0.271074109339102,0.0953244549699989
0.01,1,0.155,0.5,0.2,1,0.2,"2",4487.79638671875,75.246,0.814117594366968,0.636029397412603,-79.9463884862679,-105.329734732146,0.377065838013898,-0.084876130198601
0.01,1,0.155,0.5,0.8,0.5,0.3,"2",5072.337890625,83.134,0.779745852041615,0.619046671887678,-84.0745512498994,-94.6928495314376,0.33499544762063,0.10129614106474
0.01,1,0.155,0.5,0.6,0.3,0.4,"2",5509.20068359375,89.333,0.716026291806842,0.540719122392716,-89.4400490707341,-95.7314066737405,0.274939590064109,0.113131962384691
0.01,1,0.155,0.6,0.3,0.2,0.2,"2",4807.359375,78.294,0.82045584478157,0.626544770569174,-79.0120275172509,-107.390256556539,0.382045593348174,-0.179819747229387
0.01,1,0.155,0.6,0,0.4,0.3,"2",4860.1455078125,67.099,0.697434507616064,0.59238670725883,-92.1874000659198,-94.3882681835408,0.268255048822384,0.104988206071735
0.01,1,0.155,0.6,0.5,0.7,0.4,"2",5472.74609375,88.45,0.695913455738561,0.609159610754879,-91.3513911060838,-92.254481621774,0.264571807032668,0.137398985868079
0.01,1,0.3,0.4,0,0.1,0.2,"2",4740.89990234375,66.177,0.741446929884941,0.622798795486349,-87.9421077187651,-95.7678243215527,0.29951726076147,0.077312827314979
0.01,1,0.3,0.4,0.1,0.9,0.3,"2",4923.38916015625,82.4,0.768636178026287,0.624748546049164,-84.7287969929466,-95.3005252494951,0.326922568311179,0.0796764267729789
0.01,1,0.3,0.4,0.8,1,0.4,"2",5251.4521484375,85.593,0.683221952920161,0.59539680373067,-91.6690604352169,-95.9936488695646,0.257399940607777,0.0837965254357187
0.01,1,0.3,0.5,0.8,0.5,0.2,"2",4858.95166015625,77.197,0.814504276821894,0.663659593461384,-80.0044190480404,-98.6382270016042,0.370001981398928,0.00236212013978617
0.01,1,0.3,0.5,0.5,0.2,0.3,"2",5269.29296875,83.478,0.745245946158623,0.602598516856829,-86.4744881797977,-94.6037570511213,0.304823560138429,0.107832698117887
0.01,1,0.3,0.5,1,0.7,0.4,"2",5429.259765625,155.606,0.714743113470643,0.635750102215362,-90.1202098294009,-91.5103796609309,0.271482385064205,0.146484423953625
0.01,1,0.3,0.6,0.4,0.8,0.2,"2",4817.20654296875,78.203,0.814009514773855,0.651820662307129,-79.6906910163677,-109.37386330339,0.384266014826154,-0.200516194658546
0.01,1,0.3,0.6,0.1,0.4,0.3,"2",5124.5546875,81.795,0.767515000934061,0.634488021569224,-84.9273671437577,-103.744326762786,0.321077281367586,-0.17863956999208
0.01,1,0.3,0.6,0.8,0.8,0.4,"2",5478.7373046875,89.962,0.701193306897124,0.602908901449502,-90.1389088435964,-94.6018637967198,0.271228961225164,0.0972210731852522
0.155,0.8,0.01,0.4,0,0,0.2,"2",4296.98095703125,62.219,0.810278284871795,0.633404701866445,-80.886790092831,-100.453755034682,0.371427683569753,0.0020269823324034
0.155,0.8,0.01,0.4,0,0.3,0.3,"2",4570.11328125,65.014,0.766431567550279,0.622348478441296,-87.0195577516216,-94.4418331784301,0.314493344467569,0.117984472706156
0.155,0.8,0.01,0.4,0,0.1,0.4,"2",4725.9853515625,67.78,0.740738999927242,0.620785579253716,-89.2532860679786,-93.5293768688574,0.29590886594167,0.127257844653972
0.155,0.8,0.01,0.5,0.5,1,0.2,"2",4405.2490234375,73.057,0.842312891108348,0.642477422091659,-75.8553615418432,-106.579197003124,0.415426110773547,-0.13162239827783
0.155,0.8,0.01,0.5,0.2,1,0.3,"2",4674.61279296875,75.082,0.799534230780132,0.618703362545541,-81.8757635639775,-96.0716188376162,0.354932179974395,0.101226645687438
0.155,0.8,0.01,0.5,0.7,0.6,0.4,"2",5254.6982421875,84.65,0.733758114091288,0.604212038494327,-87.5611018408449,-96.4348673286441,0.311374879401215,0.10074120348781
0.155,0.8,0.01,0.6,0.3,0.5,0.2,"2",4555.1259765625,74.684,0.852669640226019,0.637400192952196,-74.0875190778225,-105.92447667735,0.430620774532056,-0.0640758557664394
0.155,0.8,0.01,0.6,0.6,0.3,0.3,"2",4944.6728515625,79.267,0.801736248264113,0.586243534121305,-81.0640302775987,-106.476463809208,0.365313728584095,-0.0290027235058301
0.155,0.8,0.01,0.6,0,0.6,0.4,"2",4838.60546875,66.272,0.736143528367947,0.608388755556275,-91.2695728672885,-96.7394837554727,0.279355512581306,0.129407644873164
0.155,0.8,0.155,0.4,0.7,0.5,0.2,"2",4821.62158203125,78.943,0.81046743035181,0.670472363669295,-79.7910900356498,-101.818317848248,0.377497064183738,-0.0660509834093521
0.155,0.8,0.155,0.4,0.4,0.4,0.3,"2",5285.5966796875,112.985,0.735037815470913,0.594848036404409,-87.1676669750787,-101.140885341032,0.30182593125258,-0.0457867110286009
0.155,0.8,0.155,0.4,0.9,0.7,0.4,"2",5666.6826171875,91.476,0.665914909261966,0.560433338625474,-93.305188859776,-95.5275848595973,0.242463503593475,0.106853234162541
0.155,0.8,0.155,0.5,0.7,0.8,0.2,"2",4896.357421875,111.068,0.800425157998121,0.644169195002528,-81.7107861725569,-102.803050050926,0.355349467904874,-0.0047457865913029
0.155,0.8,0.155,0.5,1,0.5,0.3,"2",5211.05712890625,84.002,0.756835489258594,0.631008273305268,-85.7735380858681,-95.5868013848979,0.314864926266587,0.0836002375743106
0.155,0.8,0.155,0.5,0.2,0.6,0.4,"2",5493.19677734375,90.312,0.696629680126002,0.576302252379618,-90.8427905798306,-93.2932889811048,0.265643072578988,0.132416616924609
0.155,0.8,0.155,0.6,0.8,0.5,0.2,"2",4807.21435546875,79.502,0.799963947971972,0.635619230651733,-80.6049368269158,-102.247660284597,0.372863887506856,-0.0349563003050406
0.155,0.8,0.155,0.6,0.4,0.8,0.3,"2",5222.07861328125,87.928,0.744026818398254,0.596715575183712,-86.9291227884774,-101.230031364346,0.303756419264094,-0.0314758100778507
0.155,0.8,0.155,0.6,0.7,1,0.4,"2",5214.0537109375,85.569,0.698570229638973,0.577593515385502,-90.5774853728026,-96.4693095608071,0.266193957300653,0.091612488987295
0.155,0.8,0.3,0.4,0.3,0.3,0.2,"2",4955.3740234375,78.503,0.794297380978802,0.635652579162809,-81.5349169025176,-97.2552310599278,0.357370708015171,0.0543895328582687
0.155,0.8,0.3,0.4,0.2,0.5,0.3,"2",5258.6748046875,85.601,0.745243250717899,0.578106247104542,-87.2801950413262,-97.8916745193609,0.298096871347855,0.0602300068014411
0.155,0.8,0.3,0.4,0.7,0.9,0.4,"2",5552.1884765625,89.994,0.66860710037188,0.563171077466154,-92.8043706208904,-104.754998585899,0.243780257702443,-0.0957313038806618
0.155,0.8,0.3,0.5,0.7,0,0.2,"2",5007.8916015625,169.642,0.785188534383507,0.624970340689117,-83.0207332954254,-106.047349901024,0.346674596572614,-0.177155913006675
0.155,0.8,0.3,0.5,1,1,0.3,"2",5216.35498046875,85.324,0.714599314356399,0.578841173488978,-88.6555970361828,-101.625238067681,0.284386367135885,-0.0235501537850551
0.155,0.8,0.3,0.5,0.4,0.5,0.4,"2",5734.7373046875,89.343,0.635355623228266,0.579860380514153,-94.868726018863,-93.7334197613369,0.226985438738549,0.110488121083702
0.155,0.8,0.3,0.6,0.3,1,0.2,"2",4577.1689453125,76.563,0.808339232999829,0.658212829902408,-80.4537454163985,-101.904108562893,0.370225927085402,0.00338431528513627
0.155,0.8,0.3,0.6,0.6,0.1,0.3,"2",5261.8466796875,84.34,0.735187084916486,0.615915222431101,-87.4257618792125,-100.654463475906,0.300775193932398,-0.0110790327721857
0.155,0.8,0.3,0.6,0.1,0.3,0.4,"2",5564.4033203125,95.552,0.672455329862282,0.611311796547837,-93.0538782648143,-94.5923273782528,0.241602600937308,0.112177046340079
0.155,0.9,0.01,0.4,0.2,0.6,0.2,"2",4820.0712890625,75.793,0.816883718157485,0.638300905190291,-79.1479888096892,-101.770791343625,0.383491260427934,-0.0120646748075136
0.155,0.9,0.01,0.4,0.6,0.9,0.3,"2",5198.49267578125,84.488,0.75435911434896,0.611810159524887,-86.2857096207565,-98.9160250362957,0.314503963666662,0.0696167233175526
0.155,0.9,0.01,0.4,0.6,0,0.4,"2",5270.4873046875,83.475,0.755507997742459,0.627748744813962,-86.1126859827724,-94.1109932187652,0.31803335939963,0.115050049256013
0.155,0.9,0.01,0.5,0.2,0.3,0.2,"2",4679.07470703125,74.404,0.845090355526968,0.664874289338271,-76.0770288961244,-94.2098190790373,0.41242525390422,0.106273621636303
0.155,0.9,0.01,0.5,0.8,0.5,0.3,"2",5045.27783203125,82.913,0.7887660472367,0.593394073621589,-82.900425222004,-100.700667943122,0.348564870183827,0.0539759082668327
0.155,0.9,0.01,0.5,0.7,0.6,0.4,"2",5285.904296875,84.931,0.754871104362047,0.62558411373682,-85.7686667127513,-95.6989415216484,0.320923556607946,0.101749866830895
0.155,0.9,0.01,0.6,0.2,0.1,0.2,"2",4634.1015625,72.781,0.828819233167343,0.653636078861462,-77.3353470164879,-99.2512630288841,0.400070296186852,0.0481458697101517
0.155,0.9,0.01,0.6,0.6,0.7,0.3,"2",4962.1796875,80.143,0.781544722032167,0.625463759268107,-82.7422029905211,-96.1208623265006,0.359064820479193,0.103280289951577
0.155,0.9,0.01,0.6,0.5,0.5,0.4,"2",5333.1005859375,87.393,0.726194030277686,0.618040520426496,-88.8021219188882,-95.0503169762333,0.296174813273098,0.104907313975881
0.155,0.9,0.155,0.4,0.4,1,0.2,"2",4610.35205078125,75.427,0.803915939114556,0.66193506525641,-81.1089913148873,-102.451374997299,0.365038970931694,-0.101854658647786
0.155,0.9,0.155,0.4,0.6,0.6,0.3,"2",5245.61083984375,84.209,0.758657412117976,0.632314121379552,-85.5411835424881,-92.7231455945182,0.318336116672146,0.135931032919387
0.155,0.9,0.155,0.4,0.8,0.6,0.4,"2",5609.1181640625,90.791,0.686999525108203,0.610772664095874,-91.8929956346209,-92.1988685889251,0.250724849573555,0.143132107190335
0.155,0.9,0.155,0.5,0,0.4,0.2,"2",4558.54736328125,64.25,0.778333970412404,0.603573208054772,-83.8922150455719,-98.9295055176393,0.339003314697201,0.0649816762468886
0.155,0.9,0.155,0.5,0.3,0.7,0.3,"2",5268.2431640625,86.086,0.763009394778051,0.618413354686266,-85.9601008686389,-95.6807978457839,0.314051597641758,0.0733770554478186
0.155,0.9,0.155,0.5,0.1,0.2,0.4,"2",5666.1953125,90.916,0.658370322856479,0.576568095260018,-93.976930061498,-93.0273402503226,0.23343796290259,0.130021490857662
0.155,0.9,0.155,0.6,0.6,0.3,0.2,"2",4867.38134765625,77.866,0.806245855892447,0.663522656320504,-79.9638938488458,-98.9879920029664,0.372812729402572,0.00371222374867263
0.155,0.9,0.155,0.6,0.2,0.7,0.3,"2",5230.0439453125,83.657,0.758901431512199,0.609141078030145,-85.8911340630952,-97.9112130314024,0.309631612665046,0.0692587244043216
0.155,0.9,0.155,0.6,0.1,0,0.4,"2",5512.486328125,89.872,0.684927020894817,0.581577512368753,-91.2277986088376,-95.0776290830339,0.266678176243231,0.106781215653534
0.155,0.9,0.3,0.4,0.2,0.5,0.2,"2",4826.17138671875,77.824,0.811060293679942,0.640032130731193,-81.0944915667555,-96.6243449242793,0.362953972532003,0.0926419562440202
0.155,0.9,0.3,0.4,0.4,0.7,0.3,"2",5246.7626953125,82.475,0.757773271319232,0.580496820461121,-86.0345000659256,-95.6876709199964,0.309995509760752,0.109766845893705
0.155,0.9,0.3,0.4,1,0.6,0.4,"2",5646.12060546875,90.096,0.65985453514254,0.593053472982608,-93.7301699276212,-93.2693091806998,0.244051342548869,0.123478411663918
0.155,0.9,0.3,0.5,0.6,0.1,0.2,"2",5053.638671875,81.572,0.777304596347406,0.634122229460571,-83.8627856976687,-95.6203307146234,0.335824443041911,0.0867525948828267
0.155,0.9,0.3,0.5,1,0,0.3,"2",5286.88427734375,85.605,0.734902590030157,0.623497904482559,-88.2216303568368,-96.9380072920427,0.289095327419604,0.0643730139522708
0.155,0.9,0.3,0.5,0.8,0.5,0.4,"2",5566.4052734375,88.034,0.655470456345388,0.591910886467579,-94.0457375342067,-93.7123930173471,0.236274604233068,0.115617589269219
0.155,0.9,0.3,0.6,0.3,1,0.2,"2",4734.14013671875,77.79,0.790146369779386,0.637993867003351,-82.8786935188697,-99.388450157492,0.346864702603714,0.0195267477137651
0.155,0.9,0.3,0.6,0.1,0.7,0.3,"2",5423.83935546875,88.038,0.707622729490641,0.566194886090986,-89.3763460628059,-96.9145906142521,0.283337133403495,0.0982550728952167
0.155,0.9,0.3,0.6,0.3,0.4,0.4,"2",5564.12646484375,88.483,0.676371977301364,0.585765804460924,-92.2465439196083,-96.6054520776025,0.252293311318977,0.0772929167736505
0.155,1,0.01,0.4,0.8,1,0.2,"2",4690.369140625,77.106,0.812358168568102,0.628257858758178,-79.756352071872,-96.4816027790431,0.380613424008859,0.0891883490112092
0.155,1,0.01,0.4,0.7,0.4,0.3,"2",5058.875,96.079,0.776685892096162,0.634820522949786,-83.7850515885418,-95.1981838405781,0.343248303651201,0.0886859800929472
0.155,1,0.01,0.4,0.8,0.2,0.4,"2",5244.60791015625,84.168,0.748494106166299,0.597601386429711,-86.6490260575713,-97.6977863762173,0.315177172065899,0.0730249224934651
0.155,1,0.01,0.5,0.6,0.1,0.2,"2",4765.4013671875,76.064,0.823694628083433,0.645435902171303,-78.1462477408459,-103.894914568476,0.394071983613697,-0.00831430040912728
0.155,1,0.01,0.5,0.9,0.7,0.3,"2",5044.92431640625,154,0.785839775529665,0.623595800256073,-83.0201463544097,-97.9839666743712,0.349414625892398,0.0755007132085472
0.155,1,0.01,0.5,0.9,0.7,0.4,"2",5331.8916015625,88.166,0.73498985325266,0.612774842950141,-88.4345448975137,-96.3170258718118,0.29936468876049,0.0799455558649849
0.155,1,0.01,0.6,0.4,1,0.2,"2",4461.43505859375,72.495,0.840597109115428,0.632016057929315,-76.2359488159599,-100.340759960301,0.413769552451476,0.0676477889632149
0.155,1,0.01,0.6,0.9,0.1,0.3,"2",5011.80322265625,79.848,0.788108097126385,0.632481596030189,-83.0252210025649,-98.3638753891275,0.347047563755222,0.0595574390431904
0.155,1,0.01,0.6,0.6,0.7,0.4,"2",5219.79248046875,83.654,0.759246059367329,0.588435154722452,-85.5584462237845,-100.989229235842,0.321322451944814,0.0652345379794352
0.155,1,0.155,0.4,0,0.2,0.2,"2",4586.06982421875,64.848,0.769928820650656,0.594445946683798,-85.8976388540908,-98.3673326809105,0.317763854043758,0.0535513120151806
0.155,1,0.155,0.4,1,0.4,0.3,"2",5178.3154296875,114.51,0.752249450432704,0.663330552790804,-85.4778264355676,-91.7332768119266,0.32282920708164,0.133397996564554
0.155,1,0.155,0.4,0.8,0.9,0.4,"2",5539.12255859375,89.092,0.672664037033779,0.559813914161207,-92.0517161034581,-96.3134159639754,0.259737964671822,0.107742038122177
0.155,1,0.155,0.5,0,0.3,0.2,"2",4535.15771484375,64.876,0.790780500897023,0.602494157885782,-85.1696319231929,-102.704344353327,0.325227953987452,-0.0333174638079054
0.155,1,0.155,0.5,0,0.8,0.3,"2",4896.4150390625,68.882,0.688523265804015,0.556928493501384,-93.0307288580147,-95.6068548822288,0.248305892966333,0.103564705366274
0.155,1,0.155,0.5,0.1,0.7,0.4,"2",5523.626953125,89.171,0.693767221741489,0.597579852301719,-91.4385126831979,-93.7797454319025,0.262077616148137,0.118763336064355
0.155,1,0.155,0.6,0,0.3,0.2,"2",4506.69873046875,66.519,0.756615264526651,0.617076671355231,-86.4583163095355,-99.6273765993731,0.31398488524472,0.0501231739790097
0.155,1,0.155,0.6,1,0.9,0.3,"2",5172.88720703125,81.528,0.749048644026803,0.642008323249798,-86.6031462020282,-91.9978372748268,0.315454123737686,0.136995515510312
0.155,1,0.155,0.6,0.4,0.1,0.4,"2",5429.85693359375,90.816,0.692872863645127,0.571476320086721,-90.4094194591177,-96.5819898421474,0.277953721910407,0.099680422290709
0.155,1,0.3,0.4,0.3,0,0.2,"2",5057.7333984375,81.613,0.790060574472682,0.600289518980909,-83.3544004539104,-104.416021318499,0.340611257541183,-0.101327051075728
0.155,1,0.3,0.4,0.1,0.2,0.3,"2",5189.97900390625,83.001,0.755498620489902,0.632039117224539,-85.9286101204279,-97.513223761802,0.308941839391694,0.0375884613462906
0.155,1,0.3,0.4,0.9,0,0.4,"2",5704.9345703125,91.576,0.661603546783247,0.584129383175632,-94.4856304401914,-93.2900864488226,0.225460204985007,0.114530861633704
0.155,1,0.3,0.5,0.7,0.9,0.2,"2",4885.39111328125,76.389,0.803340377438899,0.63042562693298,-80.4587968651285,-104.33248596762,0.369306624720092,-0.1283999478533
0.155,1,0.3,0.5,0.9,0.5,0.3,"2",5308.0966796875,85.986,0.723644796143597,0.613906695610127,-88.6902707713345,-95.4678097342702,0.287835241147538,0.109129125257926
0.155,1,0.3,0.5,0,0.2,0.4,"2",5047.34912109375,70.984,0.653776241627991,0.640227073946703,-98.2723401605406,-90.9173762958873,0.219644917218256,0.149374444423891
0.155,1,0.3,0.6,0.7,0.6,0.2,"2",4935.10400390625,82.219,0.79601083558814,0.65359480927096,-81.7726321739191,-104.437189241711,0.356282018566569,-0.218272701965496
0.155,1,0.3,0.6,1,0.2,0.3,"2",5180.26025390625,84.298,0.76552951998865,0.644062580188433,-84.49797998797,-96.3211393003791,0.330136307113452,0.0784316554615162
0.155,1,0.3,0.6,0,0.1,0.4,"2",5170.5126953125,72.339,0.66031163878701,0.572966285238237,-95.7529247063585,-95.2938724161042,0.225044662622019,0.0996900398257645
0.3,0.8,0.01,0.4,0.8,0,0.2,"2",4702.8369140625,77.128,0.839445303094103,0.650839227335924,-76.3462749216771,-96.4395404099152,0.411317364697184,0.090125153576852
0.3,0.8,0.01,0.4,0.9,1,0.3,"2",4796.3427734375,79.795,0.790924217464244,0.664640695554485,-82.0028980773253,-93.7218292508634,0.355997491431592,0.116611121334206
0.3,0.8,0.01,0.4,0.6,0.2,0.4,"2",5247.17822265625,82.916,0.760714223744531,0.615420607087807,-85.5774946572289,-97.479772061928,0.327369671568145,0.0859538840638558
0.3,0.8,0.01,0.5,0.2,0.2,0.2,"2",4809.794921875,77.97,0.818485387768213,0.637298705446617,-79.4504071881843,-101.810347562271,0.38282636767605,-0.00468091336716281
0.3,0.8,0.01,0.5,0,0.6,0.3,"2",4490.484375,66.221,0.776329613490142,0.62489722713348,-85.2191191848867,-94.0989254048942,0.33051760998149,0.103226900587465
0.3,0.8,0.01,0.5,0.7,1,0.4,"2",5055.4169921875,84.065,0.733762451173318,0.59638769005457,-87.5809517873309,-97.1022768334021,0.303016926604459,0.0943269663715607
0.3,0.8,0.01,0.6,0.2,0.1,0.2,"2",4581.10693359375,73.583,0.847187776264906,0.659702462648967,-74.8052868990529,-96.6990978341149,0.423626367881624,0.0741521077118317
0.3,0.8,0.01,0.6,0.7,0.5,0.3,"2",5005.61328125,82.148,0.787637487683247,0.646699388810962,-82.8775503039689,-94.2885511486079,0.348466652112042,0.103297570703593
0.3,0.8,0.01,0.6,0.5,0.8,0.4,"2",5274.69970703125,86.182,0.748368827289809,0.606648745187748,-86.9172972910576,-97.1398051305886,0.313358127424671,0.0858661430152887
0.3,0.8,0.155,0.4,0.6,0,0.2,"2",4970.71875,79.815,0.790326676334238,0.644650781632879,-82.4332169624231,-99.6852669459859,0.348714775248589,-0.0296004890817033
0.3,0.8,0.155,0.4,0.8,1,0.3,"2",5029.03271484375,83.783,0.729110912660731,0.626997199226526,-87.2813934909076,-99.0578885066208,0.306526954099282,0.0168995645361638
0.3,0.8,0.155,0.4,0.3,0.9,0.4,"2",5535.96484375,89.843,0.674232677268681,0.567731701790206,-92.5692494513285,-96.357211682396,0.252450944480705,0.0988854148417891
0.3,0.8,0.155,0.5,1,0.9,0.2,"2",5016.796875,81.11,0.782140722426802,0.659873935306587,-83.4308925870399,-96.0922271315006,0.341476278382083,0.100719742805076
0.3,0.8,0.155,0.5,0.4,0.4,0.3,"2",5209.3427734375,83.904,0.757289444021274,0.614537800971092,-85.845947881949,-93.411754181244,0.31525079768724,0.135037926558838
0.3,0.8,0.155,0.5,0.4,0.8,0.4,"2",5458.8955078125,88.655,0.679457106660575,0.609475916792626,-91.626934765233,-99.6790997924534,0.267596000618193,0.0688529261026663
0.3,0.8,0.155,0.6,1,0.1,0.2,"2",4837.79296875,77.434,0.810145496966732,0.653082703839844,-80.5917396587273,-98.0073862456631,0.36999270705386,0.0728079776083613
0.3,0.8,0.155,0.6,0,0.6,0.3,"2",4832.22216796875,67.774,0.705842876934778,0.629431148778442,-91.5866454120233,-93.3237731972248,0.271107272210371,0.118024565977678
0.3,0.8,0.155,0.6,1,0.7,0.4,"2",5590.4052734375,91.775,0.682818887244498,0.589782471680383,-91.9657732766896,-94.7770415508606,0.250047713858995,0.118650151945795
0.3,0.8,0.3,0.4,0.6,0.8,0.2,"2",4912.3837890625,77.699,0.820056793038953,0.633404986483631,-79.3433242156567,-104.973008792303,0.378362205622581,-0.0833189742531571
0.3,0.8,0.3,0.4,0.1,0.4,0.3,"2",5200.0078125,97.268,0.739054948836987,0.617562002445314,-86.829224957433,-98.9396811834572,0.307921871403802,0.032149750182649
0.3,0.8,0.3,0.4,0.4,0,0.4,"2",5647.4560546875,90.013,0.673752325383081,0.543233949258566,-92.3736726002367,-98.5698973458674,0.247170055352795,0.0694818907974722
0.3,0.8,0.3,0.5,1,0.6,0.2,"2",5021.97412109375,80.021,0.771963439121139,0.653256737342415,-83.9196679030631,-97.4781020922746,0.337224646391019,0.0627995701181706
0.3,0.8,0.3,0.5,0.1,0.5,0.3,"2",5263.3857421875,82.629,0.748288584535047,0.622209759727343,-86.8148245935097,-99.2198359214713,0.303349441252598,0.014255926526301
0.3,0.8,0.3,0.5,1,0.9,0.4,"2",5531.267578125,89.793,0.689224344529669,0.55329548894713,-91.3480268322046,-98.7436631522776,0.260506452214807,0.0534914557537133
0.3,0.8,0.3,0.6,0.4,0.7,0.2,"2",4966.091796875,81.756,0.789712082793761,0.644563919432845,-82.5421331245448,-97.2760919918471,0.35215548377396,0.0902604867874626
0.3,0.8,0.3,0.6,0.4,0,0.3,"2",5324.44970703125,83.923,0.72805452364031,0.592321831376605,-88.5314106671479,-100.576085708977,0.294444017107921,0.0190163618727081
0.3,0.8,0.3,0.6,0,0.1,0.4,"2",5165.73291015625,71.249,0.6459859894224,0.559795202606903,-99.0627359834897,-95.8897673443322,0.210534172222315,0.127356965546631
0.3,0.9,0.01,0.4,1,0.5,0.2,"2",4662.013671875,74.177,0.846678492360131,0.659615656713909,-75.9009368541901,-99.2474898178914,0.412955657345281,0.0424064910470433
0.3,0.9,0.01,0.4,0.1,0.9,0.3,"2",4705.46435546875,80.085,0.778320166671323,0.626677377771261,-83.5119619556848,-100.391489550848,0.346944117140392,0.0046141326133177
0.3,0.9,0.01,0.4,0.6,0.6,0.4,"2",5275.39208984375,86.929,0.764670522703112,0.628446038111426,-85.6975521794269,-95.0893727865018,0.318381374478739,0.102665152591428
0.3,0.9,0.01,0.5,0.8,1,0.2,"2",4454.70703125,74.982,0.843513563309496,0.636360916758402,-75.7958918859005,-107.50794816841,0.41534847384853,-0.148920029935565
0.3,0.9,0.01,0.5,0.7,0.7,0.3,"2",5013.27587890625,81.241,0.796032757333317,0.65840031024121,-82.1689995834466,-97.8426466435818,0.352411388015715,0.0762127260521258
0.3,0.9,0.01,0.5,1,0.4,0.4,"2",5417.8359375,84.848,0.73082788158768,0.603295034904157,-88.6936993306776,-95.3006127684154,0.293238888041452,0.118471451853523
0.3,0.9,0.01,0.6,0.6,0.5,0.2,"2",4618.3310546875,155.747,0.85307331579011,0.641473733711585,-74.9744656956444,-101.841617809175,0.421145138810467,-0.0311429759984029
0.3,0.9,0.01,0.6,0.3,0,0.3,"2",5045.55029296875,125.62,0.789965974209604,0.644424349075351,-82.0077808202657,-94.7212849116908,0.353531495912221,0.108002208553043
0.3,0.9,0.01,0.6,0.8,0.7,0.4,"2",5299.81787109375,83.787,0.762131970795351,0.599899747839859,-85.6042558073085,-98.6560062697645,0.320982736838622,0.0758402281670157
0.3,0.9,0.155,0.4,0.9,0.7,0.2,"2",4946.21337890625,77.402,0.794434433168411,0.639115836889974,-82.1315314264584,-102.949594551754,0.351904846248699,-0.147208646223394
0.3,0.9,0.155,0.4,0.9,0.8,0.3,"2",5241.275390625,85.357,0.744307496327459,0.612765531017875,-86.8108348108495,-94.5196139059255,0.307173144288068,0.0905687214305757
0.3,0.9,0.155,0.4,0.4,0.1,0.4,"2",5650.55859375,89.028,0.674939074021035,0.575999042458441,-92.4916873680174,-96.2391468215879,0.249608973666535,0.0824454944091838
0.3,0.9,0.155,0.5,0.1,0,0.2,"2",4736.5263671875,93.883,0.81433490173033,0.650379247185513,-79.7248070628147,-100.502989462005,0.380258821224437,0.00723921797692886
0.3,0.9,0.155,0.5,0,0.5,0.3,"2",4878.13134765625,67.025,0.710382321134944,0.628252189421201,-91.426033546321,-93.8725958149017,0.272190637853664,0.110901273397314
0.3,0.9,0.155,0.5,0.2,0.5,0.4,"2",5559.7802734375,90.032,0.67769705457121,0.594565169406388,-92.9875277107399,-94.4515540747741,0.241074387861679,0.105490723357494
0.3,0.9,0.155,0.6,0.2,0.9,0.2,"2",4855.33349609375,76.533,0.820876084546503,0.643300253943903,-79.3752868499088,-105.690373338002,0.376227828215434,-0.17982182383653
0.3,0.9,0.155,0.6,0.3,0.3,0.3,"2",5266.439453125,86.084,0.75210504341712,0.574143107295281,-86.8462938947014,-96.6912376348206,0.303802119036505,0.0749256963329437
0.3,0.9,0.155,0.6,0.2,1,0.4,"2",5201.97607421875,85.223,0.679388816844716,0.599884590915068,-91.548225444725,-92.9098542626518,0.257103174069776,0.124208117831134
0.3,0.9,0.3,0.4,0.7,0.7,0.2,"2",4866.97265625,78.969,0.804512319910897,0.637825167051776,-81.1260894328697,-107.009480543712,0.363195056062734,-0.133536087648504
