elevation.scale,mean.NDVI.scale,mean.EVI.scale,mean.green.scale,mean.bright.scale,mean.wet.scale
0.0240497310645069,0.318004099652146,0.17832693744823,0.179427754179647,-0.0301404374712916,0.348482757871074
0.355714232564419,0.273943636268987,0.190937903190425,-0.0453489248214827,-0.228198914536225,0.372329241013808
-0.250455473579322,0.764116291406626,0.841663735487704,0.440058381978502,-0.0520792226230996,0.678926881420387
-0.00341039163310832,0.945865702862155,0.946334751147925,1.84801537130459,1.0070765716503,1.02640420721451
0.252396472173162,0.984418608322419,0.793742065667363,0.612433135813724,-0.00759224162082226,0.761821799011796
-1.32680053045463,-5.33275032923794,-4.24559984491389,-0.902396200890206,2.44833287398435,-5.17481695671264
-1.25683701950053,0.49424595318478,1.40032951786696,-0.481801801532265,-0.664536974777739,0.390497990074939
-0.362438398063518,0.742086059715047,1.03461151134329,0.985452103113144,0.452512835868484,0.699366724114159
-1.34842739388745,0.097701782736353,0.557917006288309,1.47016991089779,1.53056036180038,-0.8040972606944
-1.18165733152006,-1.04236270730287,-0.363944589466169,-0.00328948488568861,0.738326453540649,-1.40707262016067
-1.38333062942649,0.340034331343725,1.34105797887864,0.30629557300237,0.172793325182932,0.13613550321911
-1.57021476478304,0.268436078346093,1.36880210351147,-0.0970613509720493,-0.186758987027254,0.271265574361269
-1.79886421187094,1.02297151378268,1.86062976745709,3.48419653470852,2.43431642791514,0.909442885133482
-1.68717173128196,0.119732014427932,1.27674205359344,-0.0460384238368236,-0.0398910086498729,-0.0182988638005006
-1.54922936010824,-0.0950627445649664,1.25152012210905,-2.23175030246744,-2.09604270593321,0.304196432034568
-1.06219524739491,0.532798858645045,1.01191177300734,0.800666367001786,0.451903425169823,0.362109319666922
-0.689007569175303,-0.106077860410755,0.0572616663231546,-0.796213352527709,-0.727915687438518,0.206539405830991
-1.06713294610293,0.455693047724518,0.842924832061923,-0.622459600661806,-0.741932133507729,0.29056987023872
0.285048543026022,0.0701639931218795,-0.588419779677245,-1.44778992202485,-1.44823913325621,0.373464787830129
0.722620574733682,-0.20521390302286,-0.22648506287624,0.71792648516088,0.682870079962468,0.0521050388113806
1.47134371120573,0.362064563035305,-0.797761810997687,-0.956866623102136,-1.12586087366437,0.40980228595239
1.60330759995682,0.202345383271355,-0.670391057001516,-0.9596246191635,-1.07954566056611,0.397311270972863
1.35817478105932,-0.381455756555495,-0.877210895173518,-0.626596594753851,-0.442102069766353,-0.156835575391622
2.78626221676547,-0.0399871653360169,-1.55189756238097,-1.63188615912087,-1.71394219787255,0.645996023747088
2.12708452706498,-0.309857503557863,-1.47497067135358,-0.925149668396455,-0.810795542456459,-0.118226983636719
-0.571675507801157,0.00958085597003587,-0.0764145705441156,-0.944455640826,-0.913785950530225,0.230385888973725
-0.798437067149702,0.312496541729252,0.480990115260918,-0.801729344650436,-0.899160093762353,0.363244866483243
0.00438343956395845,-0.0785400707962813,-0.22648506287624,-0.437673864550448,-0.424429159505174,0.224708154892122
0.789861209569477,0.422647700187148,-0.177302296481678,-0.248061635331704,-0.502433728933825,0.423428847748238
-0.259701526672922,0.753101175560838,0.808875224557996,1.4198364827779,0.833394522531817,0.693688990032556
-0.00440286646415821,-0.194198787177072,-0.295845374458314,-0.20669169441125,-0.0295310267726302,-0.388487125921037
-0.565600112314475,0.51627618487636,0.591966613792238,-0.0922348578646631,-0.346424590076523,0.389362443258618
-0.490916662354648,0.417140142264254,0.512517529616407,0.451779865239297,0.273346090462052,0.0293941024849673
0.619024778969474,0.026103529738721,-0.956659979349349,-1.53604579598848,-1.55610482691927,0.371193694197487
0.468931619242855,0.830206986481364,0.209854351803719,0.37662447256714,-0.214791879165675,0.948051476888385
0.655222752373415,0.108716898582144,-0.690568602189028,0.506250287451227,0.440934032593919,-0.364640642778303
-0.169987072028026,-0.442038893707338,-0.589680876251465,0.693104520608608,1.02535889261014,-0.851790226979868
0.25249338523721,0.439170373955833,0.1505828128154,-0.234271655024886,-0.539607781552166,0.680062428236708
0.443008220563093,0.0205959718158267,-0.57580881393505,-1.27886266326633,-1.2861358874123,0.385955802809656
-0.0971550176421613,-0.188691229254178,-0.338722657981779,1.35433407632052,1.64208251965541,-1.19131872505975
-0.44195066930069,-0.0950627445649664,-0.135686109532434,-0.918254678243046,-0.790684989400635,-0.186359792615959
1.03510275945942,0.406125026418463,-0.843161287669591,-1.18715929422599,-1.36718751033426,0.406395645503428
