"tr","lambda.env","alpha.env","lambda.sp","alpha.sp","hidden.ind","drop","acti.sp","lambda.bio","alpha.bio","AUC.train_mean","ll.train_mean","nagel.train_mean","plr.train_mean","diff.train_mean","cor.train_mean","auc.lt5.train_mean","AUC.test_mean","ll.test_mean","nagel.test_mean","plr.test_mean","diff.test_mean","cor.test_mean","auc.lt5.test_mean"
279,0.2,0,0.25,0.5,2,0.2,"relu",1,0.1,0.865499760464646,-19.2052714186817,0.368605767393706,3.65865485490138,0.204708569156154,0.491870436112395,0,0.67438153960894,-7.18422580710567,-0.167971036588496,2.16580846026495,0.0844613453961133,0.224722702218091,36.8
262,1,0.2,1,1,2,0.4,"relu",0.9,0.2,0.803262828161451,-22.2780587725482,0.22868165744106,2.14153529136843,0.108491086949488,0.377935679223089,0.6,0.651049857583036,-6.75324270663552,0.0190214225316859,1.63341392105043,0.0513617126025061,0.196567789073179,44.2
1612,0,1,0,0,2,0.1,"relu",0.3,0.4,0.923428144910584,-15.3479890414874,0.533914592177764,7.31840427777624,0.343788481330801,0.642668386935143,0,0.639917629404987,-9.36173356046817,-1.17896319926892,81.2466128577425,0.0894127238240979,0.179396101308816,44.6
1746,0.2,0.4,0.75,1,2,0.4,"relu",0,0.3,0.759407136043092,-24.5891027860478,0.140712981293903,1.49688481236683,0.0710959686244839,0.306552173605321,1,0.585753322473829,-6.95795892806222,0.00799446432813312,1.18195258715127,0.0226745028380085,0.110568153101566,60.6
323,0.2,0.8,1,0.75,1,0.3,"relu",1,0.5,0.846425664520042,-20.0519186533351,0.332102332707702,3.26391539883565,0.172505782679703,0.460528318420533,0.2,0.669617274917126,-7.02525322759546,-0.0894696522154335,2.09730373114551,0.074811609604057,0.225089170791307,38.2
1983,0.8,0.6,0.25,1,1,0.3,"relu",0.3,0.1,0.876154868287966,-19.0995734432969,0.374455160092138,3.64191310299678,0.199106402835444,0.512185718815662,0,0.665308378151398,-7.06454348918708,-0.0904329222035574,1.92877987545606,0.0720557901278767,0.21061668913026,33.6
