"tr","lambda.env","alpha.env","lambda.sp","alpha.sp","lr","hidden.ind","drop","acti.sp","lambda.bio","alpha.bio","AUC.train_mean","ll.train_mean","nagel.train_mean","plr.train_mean","diff.train_mean","cor.train_mean","auc.lt5.train_mean","AUC.test_mean","ll.test_mean","nagel.test_mean","plr.test_mean","diff.test_mean","cor.test_mean","auc.lt5.test_mean"
233,0.6,0.2,0.75,1,0.002,1,0.2,"relu",0.1,0.7,0.88505434304744,-18.9642910918101,0.412444728212735,4.22722413091093,0.233010206049658,0.540421066845843,0.2,0.675673552631417,-7.72329125135663,-0.32299819661242,2.14407635336154,0.0903303722769627,0.224465920945187,35
667,0.2,0.2,1,0.25,0.001,2,0.2,"relu",0.6,0.9,0.801734123100827,-22.6472411159704,0.251510724562643,2.37518972200356,0.125714822552016,0.389355349651857,1.6,0.651795842482364,-7.05569005492209,-0.00913541481460913,1.62404700705684,0.0582507221017402,0.195981694521478,42
498,0.6,0.2,1,0.5,0.002,2,0.2,"relu",0,0.2,0.80182960757531,-23.0014404065319,0.245006310801819,2.29495352133169,0.127488102651462,0.382282176943608,0.6,0.640204401869294,-7.11012895897522,-0.00763449139439149,1.44421160243277,0.0514929998663861,0.175368487221381,43.8
889,0.4,0.8,0.75,1,0.002,1,0.1,"relu",0.8,0.2,0.904016906561853,-17.3195694407172,0.477576717969004,5.83353517373756,0.292072568075049,0.58828892214993,0,0.658338268865382,-8.52091584744392,-0.6107283717733,21.2689656301048,0.0903909435117529,0.199792301862165,43.8
742,1,0.8,0.75,0,0.001,2,0.2,"relu",0,0.3,0.768333133308026,-24.2134033568253,0.187706053723543,1.85238840932191,0.0887221295087127,0.335774164424054,1.8,0.602758607174042,-7.19387829336126,-0.0230023268995032,1.24603836405439,0.0307857152673694,0.126021974232046,58.6
