Sample	r_processed	r_with_adapters	bp_processed	quality_trimmed	percent_trimmed	bp_written
130101-M1-S2_BDSW190602967-1a_2	29367890	11019876	4405183500	9702886	0.5947892068514286	4378981944
130102-M1-S1_BDSW190602968-1a_1	27283069	10443338	4092460350	13021963	0.7843133043427042	4060362639
130102-M1-S1_BDSW190602968-1a_2	27283069	10306311	4092460350	15208713	0.8681603476011687	4056931232
130102-M1-S2_BDSW190602969-1a_1	29464331	11327707	4419649650	10492663	0.6664663114190511	4390194174
130102-M1-S2_BDSW190602969-1a_2	29464331	11142170	4419649650	15801836	0.8105191324384728	4383827544
130102-M2-S1_BDSW190602970-1a_1	31774027	12130466	4766104050	12394551	0.6586323477348338	4734712947
130102-M2-S1_BDSW190602970-1a_2	31774027	11984771	4766104050	15859355	0.7466500233036246	4730517933
131067-M1-S1_BDSW190602971-1a_1	26809783	10212042	4021467450	11451913	0.7309224397676027	3992073642
131067-M1-S1_BDSW190602971-1a_2	26809783	10081192	4021467450	14688628	0.8461396100570203	3987440221
131067-M1-S2_BDSW190602972-1a_1	24769557	9597497	3715433550	11644838	0.7798063297350588	3686460364
131067-M1-S2_BDSW190602972-1a_2	24769557	9434580	3715433550	15361039	0.92429119072793	3681092125
134101-M1-S1_BDSW190602973-1a_1	30472040	11552347	4570806000	8944076	0.5805434971425171	4544270483
134101-M1-S1_BDSW190602973-1a_2	30472040	11428176	4570806000	11260283	0.658148169053773	4540723324
134101-M1-S2_BDSW190602974-1a_1	23885574	9047818	3582836100	5638407	0.5414099461596917	3563438269
134101-M1-S2_BDSW190602974-1a_2	23885574	9028781	3582836100	6358818	0.5822968848616882	3561973357
134101-M2-S1_BDSW190602975-1a_1	26399910	10034289	3959986500	8093796	0.5931425523799134	3936498135
134101-M2-S1_BDSW190602975-1a_2	26399910	9918082	3959986500	9778416	0.6624828645249169	3933752268
135431-M1-S1_BDSW190602976-1a_1	29966805	11153812	4495020750	7865502	0.5140479273649626	4471914189
135431-M1-S1_BDSW190602976-1a_2	29966805	11043469	4495020750	11221261	0.5942540754678385	4468308906
135431-M1-S2_BDSW190602977-1a_1	26322488	10014893	3948373200	11386326	0.7347074739540832	3919364207
135431-M1-S2_BDSW190602977-1a_2	26322488	9876527	3948373200	16143554	0.8918944896090371	3913157877
146764-M1-S1-1_BDSW190602979-1a_1	25276178	9611503	3791426700	10881454	0.7992842905284178	3761122422
146764-M1-S1-1_BDSW190602979-1a_2	25276178	9424211	3791426700	19548305	1.0651679748945166	3751041637
146764-M1-S1_BDSW190602978-1a_1	29975361	11397288	4496304150	11372056	0.6566081611716592	4466781050
146764-M1-S1_BDSW190602978-1a_2	29975361	11248007	4496304150	14669416	0.754462128635137	4462381238
146764-M1-S2_BDSW190602980-1a_1	24102262	9105594	3615339300	7393490	0.6215916995674513	3592866651
146764-M1-S2_BDSW190602980-1a_2	24102262	9017710	3615339300	10450302	0.7332304605545599	3588830531
150732-M1-S1_BDSW190602981-1a_1	30589548	11788390	4588432200	16017575	0.7873653881166642	4552304473
150732-M1-S1_BDSW190602981-1a_2	30589548	11584610	4588432200	18625386	0.8679570987231761	4548606577
150732-M1-S2_BDSW190602982-1a_1	25786946	9861441	3868041900	10089723	0.6904661761807699	3841334379
150732-M1-S2_BDSW190602982-1a_2	25786946	9711062	3868041900	14333909	0.8315881997038347	3835875720
150732-M2-S1_BDSW190602983-1a_1	23770820	9075962	3565623000	16928278	1.059211111213945	3527855525
150732-M2-S1_BDSW190602983-1a_2	23770820	8897211	3565623000	23477539	1.2904954898484782	3519608796
150732-M2-S2_BDSW190602984-1a_1	26728991	10155156	4009348650	7134802	0.5604260183259443	3986879217
150732-M2-S2_BDSW190602984-1a_2	26728991	10108971	4009348650	9616208	0.6339788384330208	3983930228
150801-M1-S1_BDSW190602985-1a_1	30655134	11648062	4598270100	8006703	0.543185621044749	4573292958
150801-M1-S1_BDSW190602985-1a_2	30655134	11447554	4598270100	9938087	0.6006852664005101	4570648969
150801-M1-S2_BDSW190602986-1a_1	27069652	10279926	4060447800	10685638	0.6872218625738766	4032543515
150801-M1-S2_BDSW190602986-1a_2	27069652	10215070	4060447800	12625514	0.7433486030777197	4030264518
150801-M2-S1_BDSW190602987-1a_1	27164782	10432309	4074717300	12633512	0.6937729397816138	4046448014
150801-M2-S1_BDSW190602987-1a_2	27164782	10261990	4074717300	15542402	0.7827701322985032	4042821630
150801-M2-S2_BDSW190602988-1a_1	29922038	11393028	4488305700	13746271	0.7476061846678581	4454750849
150801-M2-S2_BDSW190602988-1a_2	29922038	11252181	4488305700	17344647	0.8582160970007012	4449786338
150802-M1-S1_BDSW190602989-1a_1	26368597	9966323	3955289550	9269271	0.6322002645798712	3930284199
150802-M1-S1_BDSW190602989-1a_2	26368597	9843822	3955289550	10871026	0.6960635031131918	3927758223
150802-M1-S2_BDSW190602990-1a_1	24693452	9342263	3704017800	7165471	0.5886480621124445	3682214171
150802-M1-S2_BDSW190602990-1a_2	24693452	9259822	3704017800	10555415	0.7050431831078133	3677902875
155365-M1-S1_BDSW190602991-1a_1	25879573	9876562	3881935950	8200925	0.6434864799868736	3856956217
155365-M1-S1_BDSW190602991-1a_2	25879573	9706414	3881935950	9982520	0.7267371322806085	3853724480
155365-M1-S2_BDSW190602992-1a_1	29921204	11816187	4488180600	10909696	0.6268856025980772	4460044842
155365-M1-S2_BDSW190602992-1a_2	29921204	11709310	4488180600	16008572	0.7625227692486349	4453957201
159408-M1-S1_BDSW190602993-1a_1	25954579	9869118	3893186850	11155191	0.7051786892786819	3865732926
159408-M1-S1_BDSW190602993-1a_2	25954579	9764113	3893186850	13836362	0.8070280007238799	3861767742
159408-M1-S2_BDSW190602994-1a_1	29483657	11302181	4422548550	9979454	0.6381507558577282	4394326023
159408-M1-S2_BDSW190602994-1a_2	29483657	11176960	4422548550	14634822	0.7776571949673678	4388156283
159408-M2-S1_BDSW190602995-1a_1	27299382	10453321	4094907300	10780533	0.6672441400566016	4067584271
159408-M2-S1_BDSW190602995-1a_2	27299382	10335605	4094907300	14131681	0.7736836435833359	4063225672
159408-M2-S2_BDSW190602996-1a_1	26927787	10602914	4039168050	10072562	0.6623442171463998	4012414854
