Sample	1	2	3	4	5	6	7	8	9	12	17	22	27	32	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	150
076361-M1-S1_BDSW190602952-1a_1_val_1	36.2858836626319	36.27317254075892	36.32606558298001	36.325482048565455	36.342626309106116	36.36515481343323	36.35824105853927	36.3463421050197	36.352525444701556	36.32870162738024	36.30239357376735	36.260554226634056	36.174252151491956	36.12311339291424	36.099092898786054	36.05041316341551	35.996306031739394	35.94809583224564	35.9056805461311	35.858995198586726	35.80004879713945	35.74936533551503	35.7048326396886	35.6624276573525	35.58221610744032	35.52242812796099	35.47730880055304	35.37533684176022	35.280713012282554	35.283407534977634	35.21022282050073	35.093544100717125	34.89303613384721	34.73809033878193	34.817297086795676	34.59893850604256	34.65572446516954	35.916354197713815
076361-M1-S1_BDSW190602952-1a_2_val_2	35.97045275888528	35.93536872845475	35.989913693621006	35.92407523085625	35.96077659249689	35.99944626408591	35.99813787863369	35.99421929202517	36.02360202128357	35.982707524600684	35.95171949079357	35.92161897632865	35.84278514282297	35.77771670817005	35.70254644108029	35.663328591047794	35.5953244376262	35.54095412720293	35.44168491112539	35.40307956273365	35.358045809647045	35.23569433992064	35.17552985353886	35.07800057492	34.95618967479613	34.94334646746654	34.81950714419887	34.7671012464435	34.76676775686448	34.60418425860058	34.42012227810351	34.33371462936117	34.39714859736821	34.20247550133642	34.142602722381696	34.03047171645578	34.08247738444765	35.731931341260385
076361-M1-S2_BDSW190602953-1a_1_val_1	36.294095521125946	36.239164726952296	36.23238353834497	36.21844159209618	36.266585115416156	36.27484436360996	36.28056241241796	36.266520238121785	36.25834916406897	36.24445915651777	36.2111033876822	36.18223650096109	36.10543416272442	36.06437187812579	36.03322984790513	36.00382914638253	35.97296212216578	35.94066002694251	35.90285328497517	35.86833952278695	35.83267467520344	35.806978223899286	35.75952302655527	35.71245810299897	35.68307271399232	35.636771197135374	35.61590076133136	35.54618425991292	35.511301263913104	35.480516175472545	35.43922049615959	35.38123065796806	35.32389738670529	35.30501444526858	35.199837490883965	35.19862716767278	35.195731891138465	36.18583579979864
076361-M1-S2_BDSW190602953-1a_2_val_2	35.76172858915661	35.82163462397986	35.89838545849171	35.86137709061091	35.91726018025198	35.920753453932605	35.933448797714995	35.91066470289977	35.94393392689914	35.93173791711077	35.92296158950846	35.90977359851682	35.85239283128014	35.7974077908415	35.76389249758599	35.719711952185435	35.67133630085518	35.61522396581999	35.57037962985661	35.54485037766142	35.47768401329468	35.45373643267405	35.385599304928256	35.32593328660448	35.273327805247206	35.23570403199483	35.18516416259356	35.09399518037941	35.04779738494994	34.99413836926377	34.931719660477754	34.8755477741708	34.78290079130752	34.71968558875041	34.711239433583934	34.69156812903095	34.68235635060902	35.95626526398986
081090-M1-S1_BDSW190602954-1a_1_val_1	36.23864312096677	36.19652879444832	36.273873970791605	36.290046399154335	36.325176452429176	36.341302458250894	36.33451264517276	36.33039000391337	36.320548074419506	36.298026882198215	36.26879280345374	36.22513206452851	36.14980450302546	36.09747795026747	36.06323464158368	36.01115251071499	35.94192896376781	35.89678929077583	35.85031489372318	35.806162909987826	35.76852321750695	35.7013135669194	35.648857342868865	35.57821659486958	35.51975361363037	35.43680173248456	35.37607262184845	35.304583764838135	35.23236288060135	35.16081891367139	35.052997469368634	35.02415913844612	34.840798498760954	34.66561428855496	34.60322432101502	34.48972777150782	34.4717091417469	35.81589558480047
081090-M1-S1_BDSW190602954-1a_2_val_2	36.02633572968751	35.960619458333525	36.01307439611719	35.93385438835281	36.02836428948956	36.021663774515076	35.94827437553692	35.98271222234175	35.9778703630079	35.99672556989418	35.94952928089107	35.93194153020544	35.86203922412382	35.79351103305161	35.75763550626685	35.657988949018616	35.6066152705604	35.527586745058784	35.42849079578603	35.36363389102746	35.31920308361047	35.22517745805601	35.15218656794373	35.051046834146405	34.990953669446554	34.90901740124199	34.79704800971638	34.72957507771267	34.613816452228605	34.48544638514703	34.49076359773528	34.25243747572082	34.27072025344229	34.11290358155833	34.063700427540525	34.02638199505826	34.01830153190391	35.71231774100486
081090-M1-S2_BDSW190602955-1a_1_val_1	36.26687459819521	36.290529672703336	36.34948384106504	36.35213369600751	36.396650791975404	36.393905754699134	36.398666640577034	36.38712463263246	36.38525566204851	36.38127150647486	36.36318299914721	36.35208284953403	36.28753912869668	36.215512682302915	36.17033639382869	36.088649039629715	36.018375321067886	35.973387168083896	36.001887900899405	35.96830026325169	35.888694620998635	35.841872371671656	35.80482929685343	35.78519294078275	35.71818578791882	35.647208647141646	35.59643505006997	35.52133261435948	35.437477895210876	35.39233564939464	35.35516675800938	35.23516958983244	35.110483498939914	34.99129355830761	34.969498489317246	34.78957742308044	34.873791867517866	36.09310718767428
081090-M1-S2_BDSW190602955-1a_2_val_2	36.12399607848785	35.987254023992385	36.02960124581998	36.02143725536327	36.076075382568405	36.08574795994006	36.06752025994897	36.057830769136594	36.068769731536634	36.061116208535935	36.03360611505096	36.00747136736712	35.93993150481111	35.87794839397857	35.80270513854036	35.762089124137475	35.706148591228924	35.61674083163247	35.53512972237507	35.48208596649009	35.414449796396504	35.28966210519191	35.234144946134755	35.14475022191814	35.00217847239573	34.98667156472361	34.884977379334536	34.78929197894295	34.758380864178335	34.621020571671764	34.444392364717494	34.32249959270848	34.36497385238878	34.195644311103855	34.14114174505487	34.03583624001318	34.103584980359926	35.74291136506836
123545-M1-S1_BDSW190602956-1a_1_val_1	36.25799865589443	36.21851144241981	36.22823797010021	36.21555403667547	36.25908624184698	36.263677927067214	36.26619091337274	36.26116788104228	36.25521126988891	36.237852727384414	36.204051802022484	36.17411663044162	36.095290179073416	36.05114116660639	36.01804868198743	35.98420768934235	35.95094183942205	35.91313090375564	35.8730385010672	35.83292868714962	35.794639073802074	35.76527979988291	35.71390088377683	35.664237780332904	35.63073244853138	35.58142249662721	35.55560336822652	35.48501179378169	35.44709633593885	35.4157146674114	35.371955172226215	35.31419791093563	35.25581012344081	35.23852332033976	35.1358795041193	35.13806939281367	35.14629653930022	36.189065633492945
