"tr","lambda.env","alpha.env","lambda.sp","alpha.sp","lr","hidden.ind","drop","acti.sp","lambda.bio","alpha.bio","AUC.train_mean","ll.train_mean","nagel.train_mean","plr.train_mean","tjur.train_mean","cor.train_mean","auc.lt5.train_mean","AUC.test_mean","ll.test_mean","nagel.test_mean","plr.test_mean","tjur.test_mean","cor.test_mean","auc.lt5.test_mean"
631,0,0.6,0.25,1,0.002,2,0.2,"relu",0.3,0.2,0.880357046044729,-19.4020849773194,0.376774821365901,3.77417610394313,0.176773674039731,0.523738685446891,0,0.671285728727307,-7.15240174604297,-0.108410828132648,2.66585730184868,0.0682835572275002,0.215450222256466,36.2
855,1,0.6,0.25,1,0.002,2,0.2,"relu",1,0.4,0.867981767698661,-19.8253499393956,0.359615545608616,3.71821774072373,0.169570588397542,0.503555296101588,0,0.671037294394283,-7.19026377428896,-0.11863897202169,2.24653188158771,0.0673980226172216,0.217422919730773,35.2
205,0.4,0.2,0.5,0,0.002,2,0.2,"relu",0.3,0.8,0.851977699025177,-20.3401734458508,0.333287695807395,3.39686648733008,0.157856650348245,0.467052859285582,0,0.670987571034843,-7.08744121421243,-0.0906121741740365,1.90416560285084,0.0655793796743793,0.21698617781072,35.8
888,0.8,0,0.5,0.25,0.002,2,0.2,"relu",0.1,0.6,0.845339619432741,-20.5950502338752,0.324196367753608,3.26027691337813,0.148927385673248,0.456768584043718,0,0.670489623035502,-7.06486304384069,-0.0784374938145739,3.06936728937925,0.0658513931000332,0.220188426515978,38.2
53,0,0,0.75,0.75,0.002,2,0.2,"relu",0.8,0.4,0.860779262197619,-19.9602906660147,0.352648698202063,3.59465122771024,0.163242088790614,0.486393910955039,0,0.670383516408554,-7.2254171730646,-0.126129139763959,2.3184253282222,0.0624503092390753,0.213589779904843,35.6
904,0,0.4,0.75,0.25,0.002,1,0.2,"relu",0.7,0.8,0.882679652304933,-18.8735760653118,0.402238033853679,4.41978706534279,0.194003888542865,0.534564346758782,0,0.669565729085267,-7.44152384615889,-0.217099874312138,2.23341162825107,0.0715911489361105,0.219339961704222,36.8
82,0.2,1,0.5,0.75,0.002,2,0.2,"relu",0.8,0,0.843058183440605,-20.6433385528081,0.320639795672638,3.26831542556632,0.14904534229141,0.455439756103614,0,0.668692191735406,-7.17537494824908,-0.130126273606823,2.34219897540002,0.0669701145950663,0.221535035657499,40
359,0.2,0,1,0.75,0.002,2,0.2,"relu",0.8,0.8,0.842434100997512,-20.6917345178556,0.319718528609679,3.27209566052638,0.146157089522618,0.454145218615188,0.2,0.668593214797222,-7.15818612926456,-0.0968390035144055,2.54837051581667,0.0631858019786715,0.215897736332872,38
633,1,1,0.75,0.5,0.002,2,0.2,"relu",0.7,0.8,0.847748524615657,-20.5006313309324,0.327530587348954,3.3715264254009,0.151637640180037,0.462935221092422,0,0.668362525365258,-7.08562140311623,-0.0884817886834371,2.57342738722263,0.0645316270918864,0.21933895650671,36.8
840,0.4,0.2,0.5,0.75,0.002,2,0.2,"relu",0.3,1,0.849417030153734,-20.5285497666982,0.329602157408176,3.42845528065774,0.148962478205239,0.46544624233789,0,0.668160068618474,-7.16327969381242,-0.112432132089791,2.38727960022086,0.0664751742619585,0.22206717896937,37.2
