,fastq_files,sample,site,period,trap,UTM_E,UTM_N
261,700226-M1-S1_BDSW190603083-1a.pair1.truncated,700226-M1-S1,700226,1,1,565581,4892903
262,700226-M1-S1_BDSW190603083-1a.pair2.truncated,700226-M1-S1,700226,1,1,565581,4892903
263,700226-M1-S2_BDSW190603084-1a.pair1.truncated,700226-M1-S2,700226,2,1,565581,4892903
264,700226-M1-S2_BDSW190603084-1a.pair2.truncated,700226-M1-S2,700226,2,1,565581,4892903
265,700226-M2-S1_BDSW190603085-1a.pair1.truncated,700226-M2-S1,700226,1,2,565581,4892903
266,700226-M2-S1_BDSW190603085-1a.pair2.truncated,700226-M2-S1,700226,1,2,565581,4892903
267,700226-M2-S2_BDSW190603086-1a.pair1.truncated,700226-M2-S2,700226,2,2,565581,4892903
268,700226-M2-S2_BDSW190603086-1a.pair2.truncated,700226-M2-S2,700226,2,2,565581,4892903
269,700239-M1-S1_BDSW190603087-1a.pair1.truncated,700239-M1-S1,700239,1,1,563893,4892954
270,700239-M1-S1_BDSW190603087-1a.pair2.truncated,700239-M1-S1,700239,1,1,563893,4892954
271,700239-M1-S2_BDSW190603088-1a.pair1.truncated,700239-M1-S2,700239,2,1,563893,4892954
272,700239-M1-S2_BDSW190603088-1a.pair2.truncated,700239-M1-S2,700239,2,1,563893,4892954
273,HOBO-014-M1-S1_BDSW190603089-1a.pair1.truncated,HOBO-014-M1-S1,HOBO-014,1,1,564342,4896049
274,HOBO-014-M1-S1_BDSW190603089-1a.pair2.truncated,HOBO-014-M1-S1,HOBO-014,1,1,564342,4896049
275,HOBO-014-M1-S2_BDSW190603090-1a.pair1.truncated,HOBO-014-M1-S2,HOBO-014,2,1,564342,4896049
276,HOBO-014-M1-S2_BDSW190603090-1a.pair2.truncated,HOBO-014-M1-S2,HOBO-014,2,1,564342,4896049
277,HOBO-016-M1-S2_BDSW190603091-1a.pair1.truncated,HOBO-016-M1-S2,HOBO-016,2,1,564939,4897856
278,HOBO-016-M1-S2_BDSW190603091-1a.pair2.truncated,HOBO-016-M1-S2,HOBO-016,2,1,564939,4897856
279,HOBO-032-M1-S1_BDSW190603092-1a.pair1.truncated,HOBO-032-M1-S1,HOBO-032,1,1,565592,4895774
280,HOBO-032-M1-S1_BDSW190603092-1a.pair2.truncated,HOBO-032-M1-S1,HOBO-032,1,1,565592,4895774
281,HOBO-032-M1-S2-1_BDSW190603094-1a.pair1.truncated,HOBO-032-M1-S2-1,HOBO-032,2,1,565592,4895774
282,HOBO-032-M1-S2-1_BDSW190603094-1a.pair2.truncated,HOBO-032-M1-S2-1,HOBO-032,2,1,565592,4895774
283,HOBO-032-M1-S2_BDSW190603093-1a.pair1.truncated,HOBO-032-M1-S2,HOBO-032,2,1,565592,4895774
284,HOBO-032-M1-S2_BDSW190603093-1a.pair2.truncated,HOBO-032-M1-S2,HOBO-032,2,1,565592,4895774
285,HOBO-032-M2-S1_BDSW190603095-1a.pair1.truncated,HOBO-032-M2-S1,HOBO-032,1,2,565592,4895774
286,HOBO-032-M2-S1_BDSW190603095-1a.pair2.truncated,HOBO-032-M2-S1,HOBO-032,1,2,565592,4895774
287,HOBO-036-M1-S2-1_BDSW190603097-1a.pair1.truncated,HOBO-036-M1-S2-1,HOBO-036,2,1,566184,4897312
288,HOBO-036-M1-S2-1_BDSW190603097-1a.pair2.truncated,HOBO-036-M1-S2-1,HOBO-036,2,1,566184,4897312
289,HOBO-036-M1-S2_BDSW190603096-1a.pair1.truncated,HOBO-036-M1-S2,HOBO-036,2,1,566184,4897312
290,HOBO-036-M1-S2_BDSW190603096-1a.pair2.truncated,HOBO-036-M1-S2,HOBO-036,2,1,566184,4897312
291,HOBO-036-M2-S1_BDSW190603098-1a.pair1.truncated,HOBO-036-M2-S1,HOBO-036,1,2,566184,4897312
292,HOBO-036-M2-S1_BDSW190603098-1a.pair2.truncated,HOBO-036-M2-S1,HOBO-036,1,2,566184,4897312
293,HOBO-036-M2-S2_BDSW190603099-1a.pair1.truncated,HOBO-036-M2-S2,HOBO-036,2,2,566184,4897312
294,HOBO-036-M2-S2_BDSW190603099-1a.pair2.truncated,HOBO-036-M2-S2,HOBO-036,2,2,566184,4897312
295,HOBO-053-M1-S1_BDSW190603100-1a.pair1.truncated,HOBO-053-M1-S1,HOBO-053,1,1,567374,4899019
296,HOBO-053-M1-S1_BDSW190603100-1a.pair2.truncated,HOBO-053-M1-S1,HOBO-053,1,1,567374,4899019
297,HOBO-053-M1-S2_BDSW190603101-1a.pair1.truncated,HOBO-053-M1-S2,HOBO-053,2,1,567374,4899019
298,HOBO-053-M1-S2_BDSW190603101-1a.pair2.truncated,HOBO-053-M1-S2,HOBO-053,2,1,567374,4899019
299,HOBO-055-M1-S1_BDSW190603102-1a.pair1.truncated,HOBO-055-M1-S1,HOBO-055,1,1,567367,4898518
300,HOBO-055-M1-S1_BDSW190603102-1a.pair2.truncated,HOBO-055-M1-S1,HOBO-055,1,1,567367,4898518
301,HOBO-055-M1-S2_BDSW190603103-1a.pair1.truncated,HOBO-055-M1-S2,HOBO-055,2,1,567367,4898518
302,HOBO-055-M1-S2_BDSW190603103-1a.pair2.truncated,HOBO-055-M1-S2,HOBO-055,2,1,567367,4898518
303,HOBO-055-M2-S1_BDSW190603104-1a.pair1.truncated,HOBO-055-M2-S1,HOBO-055,1,2,567367,4898518
304,HOBO-055-M2-S1_BDSW190603104-1a.pair2.truncated,HOBO-055-M2-S1,HOBO-055,1,2,567367,4898518
305,HOBO-060-M1-S2_BDSW190603105-1a.pair1.truncated,HOBO-060-M1-S2,HOBO-060,2,1,567339,4895095
306,HOBO-060-M1-S2_BDSW190603105-1a.pair2.truncated,HOBO-060-M1-S2,HOBO-060,2,1,567339,4895095
307,HOBO-063-M1-S1_BDSW190603106-1a.pair1.truncated,HOBO-063-M1-S1,HOBO-063,1,1,567977,4899592
308,HOBO-063-M1-S1_BDSW190603106-1a.pair2.truncated,HOBO-063-M1-S1,HOBO-063,1,1,567977,4899592
309,HOBO-063-M1-S2_BDSW190603107-1a.pair1.truncated,HOBO-063-M1-S2,HOBO-063,2,1,567977,4899592
310,HOBO-063-M1-S2_BDSW190603107-1a.pair2.truncated,HOBO-063-M1-S2,HOBO-063,2,1,567977,4899592
311,HOBO-063-M2-S1_BDSW190603108-1a.pair1.truncated,HOBO-063-M2-S1,HOBO-063,1,2,567977,4899592
312,HOBO-063-M2-S1_BDSW190603108-1a.pair2.truncated,HOBO-063-M2-S1,HOBO-063,1,2,567977,4899592
313,HOBO-063-M2-S2_BDSW190603109-1a.pair1.truncated,HOBO-063-M2-S2,HOBO-063,2,2,567977,4899592
314,HOBO-063-M2-S2_BDSW190603109-1a.pair2.truncated,HOBO-063-M2-S2,HOBO-063,2,2,567977,4899592
315,HOBO-060-M1-S1_BDSW190603110-1a.pair1.truncated,HOBO-064-M1-S1,HOBO-064,1,1,567339,4895095
316,HOBO-060-M1-S1_BDSW190603110-1a.pair2.truncated,HOBO-064-M1-S1,HOBO-064,1,1,567339,4895095
317,HOBO-211-M1-S1_BDSW190603111-1a.pair1.truncated,HOBO-211-M1-S1,HOBO-211,1,1,561071,4897180
318,HOBO-211-M1-S1_BDSW190603111-1a.pair2.truncated,HOBO-211-M1-S1,HOBO-211,1,1,561071,4897180
319,HOBO-211-M1-S2_BDSW190603112-1a.pair1.truncated,HOBO-211-M1-S2,HOBO-211,2,1,561071,4897180
320,HOBO-211-M1-S2_BDSW190603112-1a.pair2.truncated,HOBO-211-M1-S2,HOBO-211,2,1,561071,4897180
321,HOBO-211-M2-S1_BDSW190603113-1a.pair1.truncated,HOBO-211-M2-S1,HOBO-211,1,2,561071,4897180
322,HOBO-211-M2-S1_BDSW190603113-1a.pair2.truncated,HOBO-211-M2-S1,HOBO-211,1,2,561071,4897180
323,HOBO-216-M1-S1_BDSW190603114-1a.pair1.truncated,HOBO-216-M1-S1,HOBO-216,1,1,569855,4894866
324,HOBO-216-M1-S1_BDSW190603114-1a.pair2.truncated,HOBO-216-M1-S1,HOBO-216,1,1,569855,4894866
325,HOBO-216-M1-S2_BDSW190603115-1a.pair1.truncated,HOBO-216-M1-S2,HOBO-216,2,1,569855,4894866
326,HOBO-216-M1-S2_BDSW190603115-1a.pair2.truncated,HOBO-216-M1-S2,HOBO-216,2,1,569855,4894866
327,HOBO-233-M1-S1_BDSW190603116-1a.pair1.truncated,HOBO-233-M1-S1,HOBO-233,1,1,569577,4895393
328,HOBO-233-M1-S1_BDSW190603116-1a.pair2.truncated,HOBO-233-M1-S1,HOBO-233,1,1,569577,4895393
329,HOBO-233-M1-S2_BDSW190603117-1a.pair1.truncated,HOBO-233-M1-S2,HOBO-233,2,1,569577,4895393
330,HOBO-233-M1-S2_BDSW190603117-1a.pair2.truncated,HOBO-233-M1-S2,HOBO-233,2,1,569577,4895393
331,HOBO-242-M1-S1_BDSW190603118-1a.pair1.truncated,HOBO-242-M1-S1,HOBO-242,1,1,567092,4898047
332,HOBO-242-M1-S1_BDSW190603118-1a.pair2.truncated,HOBO-242-M1-S1,HOBO-242,1,1,567092,4898047
333,HOBO-242-M1-S2_BDSW190603119-1a.pair1.truncated,HOBO-242-M1-S2,HOBO-242,2,1,567092,4898047
334,HOBO-242-M1-S2_BDSW190603119-1a.pair2.truncated,HOBO-242-M1-S2,HOBO-242,2,1,567092,4898047
335,HOBO-265-M1-S1_BDSW190603120-1a.pair1.truncated,HOBO-265-M1-S1,HOBO-265,1,1,567001,4902618
336,HOBO-265-M1-S1_BDSW190603120-1a.pair2.truncated,HOBO-265-M1-S1,HOBO-265,1,1,567001,4902618
337,HOBO-265-M1-S2_BDSW190603121-1a.pair1.truncated,HOBO-265-M1-S2,HOBO-265,2,1,567001,4902618
338,HOBO-265-M1-S2_BDSW190603121-1a.pair2.truncated,HOBO-265-M1-S2,HOBO-265,2,1,567001,4902618
339,HOBO-270-M1-S1_BDSW190603122-1a.pair1.truncated,HOBO-270-M1-S1,HOBO-270,1,1,568792,4903058
340,HOBO-270-M1-S1_BDSW190603122-1a.pair2.truncated,HOBO-270-M1-S1,HOBO-270,1,1,568792,4903058
341,HOBO-270-M1-S2_BDSW190603123-1a.pair1.truncated,HOBO-270-M1-S2,HOBO-270,2,1,568792,4903058
342,HOBO-270-M1-S2_BDSW190603123-1a.pair2.truncated,HOBO-270-M1-S2,HOBO-270,2,1,568792,4903058
343,HOBO-270-M2-S1_BDSW190603124-1a.pair1.truncated,HOBO-270-M2-S1,HOBO-270,1,2,568792,4903058
344,HOBO-270-M2-S1_BDSW190603124-1a.pair2.truncated,HOBO-270-M2-S1,HOBO-270,1,2,568792,4903058
345,HOBO-270-M2-S2_BDSW190603125-1a.pair1.truncated,HOBO-270-M2-S2,HOBO-270,2,2,568792,4903058
346,HOBO-270-M2-S2_BDSW190603125-1a.pair2.truncated,HOBO-270-M2-S2,HOBO-270,2,2,568792,4903058
347,HOBO-273-M1-S1_BDSW190603126-2a.pair1.truncated,HOBO-273-M1-S1,HOBO-273,1,1,568200,4903500
348,HOBO-273-M1-S1_BDSW190603126-2a.pair2.truncated,HOBO-273-M1-S1,HOBO-273,1,1,568200,4903500
349,HOBO-273-M1-S2_BDSW190603127-2a.pair1.truncated,HOBO-273-M1-S2,HOBO-273,2,1,568200,4903500
350,HOBO-273-M1-S2_BDSW190603127-2a.pair2.truncated,HOBO-273-M1-S2,HOBO-273,2,1,568200,4903500
351,HOBO-304-M1-S1_BDSW190603128-1a.pair1.truncated,HOBO-304-M1-S1,HOBO-304,1,1,563836,4899195
352,HOBO-304-M1-S1_BDSW190603128-1a.pair2.truncated,HOBO-304-M1-S1,HOBO-304,1,1,563836,4899195
353,HOBO-304-M1-S2_BDSW190603129-1a.pair1.truncated,HOBO-304-M1-S2,HOBO-304,2,1,563836,4899195
354,HOBO-304-M1-S2_BDSW190603129-1a.pair2.truncated,HOBO-304-M1-S2,HOBO-304,2,1,563836,4899195
355,HOBO-304-M2-S1_BDSW190603130-1a.pair1.truncated,HOBO-304-M2-S1,HOBO-304,1,2,563836,4899195
356,HOBO-304-M2-S1_BDSW190603130-1a.pair2.truncated,HOBO-304-M2-S1,HOBO-304,1,2,563836,4899195
357,HOBO-304-M2-S2_BDSW190603131-1a.pair1.truncated,HOBO-304-M2-S2,HOBO-304,2,2,563836,4899195
358,HOBO-304-M2-S2_BDSW190603131-1a.pair2.truncated,HOBO-304-M2-S2,HOBO-304,2,2,563836,4899195
359,HOBO-308-M1-S1_BDSW190603132-1a.pair1.truncated,HOBO-308-M1-S1,HOBO-308,1,1,565355,4900444
360,HOBO-308-M1-S1_BDSW190603132-1a.pair2.truncated,HOBO-308-M1-S1,HOBO-308,1,1,565355,4900444
361,HOBO-308-M1-S2_BDSW190603133-1a.pair1.truncated,HOBO-308-M1-S2,HOBO-308,2,1,565355,4900444
362,HOBO-308-M1-S2_BDSW190603133-1a.pair2.truncated,HOBO-308-M1-S2,HOBO-308,2,1,565355,4900444
363,HOBO-310-M1-S1_BDSW190603135-1a.pair1.truncated,HOBO-310-M1-S1,HOBO-310,1,1,566025,4900660
364,HOBO-310-M1-S1_BDSW190603135-1a.pair2.truncated,HOBO-310-M1-S1,HOBO-310,1,1,566025,4900660
365,HOBO-310-M1-S2_BDSW190603136-1a.pair1.truncated,HOBO-310-M1-S2,HOBO-310,2,1,566025,4900660
366,HOBO-310-M1-S2_BDSW190603136-1a.pair2.truncated,HOBO-310-M1-S2,HOBO-310,2,1,566025,4900660
367,HOBO-310-M2-S1_BDSW190603137-1a.pair1.truncated,HOBO-310-M2-S1,HOBO-310,1,2,566025,4900660
368,HOBO-310-M2-S1_BDSW190603137-1a.pair2.truncated,HOBO-310-M2-S1,HOBO-310,1,2,566025,4900660
369,HOBO-310-M2-S2_BDSW190603138-1a.pair1.truncated,HOBO-310-M2-S2,HOBO-310,2,2,566025,4900660
370,HOBO-310-M2-S2_BDSW190603138-1a.pair2.truncated,HOBO-310-M2-S2,HOBO-310,2,2,566025,4900660
371,HOBO-312-M1-S1_BDSW190603139-1a.pair1.truncated,HOBO-312-M1-S1,HOBO-312,1,1,566147,4901320
372,HOBO-312-M1-S1_BDSW190603139-1a.pair2.truncated,HOBO-312-M1-S1,HOBO-312,1,1,566147,4901320
373,HOBO-312-M1-S2_BDSW190603140-1a.pair1.truncated,HOBO-312-M1-S2,HOBO-312,2,1,566147,4901320
374,HOBO-312-M1-S2_BDSW190603140-1a.pair2.truncated,HOBO-312-M1-S2,HOBO-312,2,1,566147,4901320
375,HOBO-315-M1-S1_BDSW190603141-1a.pair1.truncated,HOBO-315-M1-S1,HOBO-315,1,1,565090,4901358
376,HOBO-315-M1-S1_BDSW190603141-1a.pair2.truncated,HOBO-315-M1-S1,HOBO-315,1,1,565090,4901358
377,HOBO-315-M1-S2_BDSW190603142-1a.pair1.truncated,HOBO-315-M1-S2,HOBO-315,2,1,565090,4901358
378,HOBO-315-M1-S2_BDSW190603142-1a.pair2.truncated,HOBO-315-M1-S2,HOBO-315,2,1,565090,4901358
379,HOBO-315-M2-S1_BDSW190603143-1a.pair1.truncated,HOBO-315-M2-S1,HOBO-315,1,2,565090,4901358
380,HOBO-315-M2-S1_BDSW190603143-1a.pair2.truncated,HOBO-315-M2-S1,HOBO-315,1,2,565090,4901358
381,HOBO-317-M1-S2_BDSW190603144-1a.pair1.truncated,HOBO-317-M1-S2,HOBO-317,2,1,565892,4901708
382,HOBO-317-M1-S2_BDSW190603144-1a.pair2.truncated,HOBO-317-M1-S2,HOBO-317,2,1,565892,4901708
383,HOBO-331-M1-S1_BDSW190603145-1a.pair1.truncated,HOBO-331-M1-S1,HOBO-331,1,1,570775,4896043
384,HOBO-331-M1-S1_BDSW190603145-1a.pair2.truncated,HOBO-331-M1-S1,HOBO-331,1,1,570775,4896043
385,HOBO-331-M1-S2_BDSW190603146-1a.pair1.truncated,HOBO-331-M1-S2,HOBO-331,2,1,570775,4896043
386,HOBO-331-M1-S2_BDSW190603146-1a.pair2.truncated,HOBO-331-M1-S2,HOBO-331,2,1,570775,4896043
387,HOBO-333-M1-S1_BDSW190603147-1a.pair1.truncated,HOBO-333-M1-S1,HOBO-333,1,1,570483,4895464
388,HOBO-333-M1-S1_BDSW190603147-1a.pair2.truncated,HOBO-333-M1-S1,HOBO-333,1,1,570483,4895464
389,HOBO-333-M1-S2_BDSW190603148-1a.pair1.truncated,HOBO-333-M1-S2,HOBO-333,2,1,570483,4895464
390,HOBO-333-M1-S2_BDSW190603148-1a.pair2.truncated,HOBO-333-M1-S2,HOBO-333,2,1,570483,4895464
391,HOBO-333-M2-S1_BDSW190603149-1a.pair1.truncated,HOBO-333-M2-S1,HOBO-333,1,2,570483,4895464
392,HOBO-333-M2-S1_BDSW190603149-1a.pair2.truncated,HOBO-333-M2-S1,HOBO-333,1,2,570483,4895464
393,HOBO-333-M2-S2_BDSW190603150-1a.pair1.truncated,HOBO-333-M2-S2,HOBO-333,2,2,570483,4895464
394,HOBO-333-M2-S2_BDSW190603150-1a.pair2.truncated,HOBO-333-M2-S2,HOBO-333,2,2,570483,4895464
395,HOBO-335-M1-S1_BDSW190603151-1a.pair1.truncated,HOBO-335-M1-S1,HOBO-335,1,1,561664,4897213
396,HOBO-335-M1-S1_BDSW190603151-1a.pair2.truncated,HOBO-335-M1-S1,HOBO-335,1,1,561664,4897213
397,HOBO-335-M1-S2_BDSW190603152-1a.pair1.truncated,HOBO-335-M1-S2,HOBO-335,2,1,561664,4897213
398,HOBO-335-M1-S2_BDSW190603152-1a.pair2.truncated,HOBO-335-M1-S2,HOBO-335,2,1,561664,4897213
399,HOBO-335-M2-S1_BDSW190603153-1a.pair1.truncated,HOBO-335-M2-S1,HOBO-335,1,2,561664,4897213
400,HOBO-335-M2-S1_BDSW190603153-1a.pair2.truncated,HOBO-335-M2-S1,HOBO-335,1,2,561664,4897213
401,HOBO-335-M2-S2_BDSW190603154-1a.pair1.truncated,HOBO-335-M2-S2,HOBO-335,2,2,561664,4897213
402,HOBO-335-M2-S2_BDSW190603154-1a.pair2.truncated,HOBO-335-M2-S2,HOBO-335,2,2,561664,4897213
403,HOBO-341-M1-S1_BDSW190603155-1a.pair1.truncated,HOBO-341-M1-S1,HOBO-341,1,1,562273,4896274
404,HOBO-341-M1-S1_BDSW190603155-1a.pair2.truncated,HOBO-341-M1-S1,HOBO-341,1,1,562273,4896274
405,HOBO-341-M1-S2_BDSW190603156-1a.pair1.truncated,HOBO-341-M1-S2,HOBO-341,2,1,562273,4896274
406,HOBO-341-M1-S2_BDSW190603156-1a.pair2.truncated,HOBO-341-M1-S2,HOBO-341,2,1,562273,4896274
407,HOBO-345-M1-S1_BDSW190603157-1a.pair1.truncated,HOBO-345-M1-S1,HOBO-345,1,1,563178,4896142
408,HOBO-345-M1-S1_BDSW190603157-1a.pair2.truncated,HOBO-345-M1-S1,HOBO-345,1,1,563178,4896142
409,HOBO-345-M1-S2_BDSW190603158-1a.pair1.truncated,HOBO-345-M1-S2,HOBO-345,2,1,563178,4896142
410,HOBO-345-M1-S2_BDSW190603158-1a.pair2.truncated,HOBO-345-M1-S2,HOBO-345,2,1,563178,4896142
411,HOBO-347-M1-S1_BDSW190603159-1a.pair1.truncated,HOBO-347-M1-S1,HOBO-347,1,1,561155,4895781
412,HOBO-347-M1-S1_BDSW190603159-1a.pair2.truncated,HOBO-347-M1-S1,HOBO-347,1,1,561155,4895781
413,HOBO-347-M1-S2_BDSW190603160-1a.pair1.truncated,HOBO-347-M1-S2,HOBO-347,2,1,561155,4895781
414,HOBO-347-M1-S2_BDSW190603160-1a.pair2.truncated,HOBO-347-M1-S2,HOBO-347,2,1,561155,4895781
415,HOBO-347-M2-S2_BDSW190603161-1a.pair1.truncated,HOBO-347-M2-S2,HOBO-347,2,2,561155,4895781
416,HOBO-347-M2-S2_BDSW190603161-1a.pair2.truncated,HOBO-347-M2-S2,HOBO-347,2,2,561155,4895781
417,HOBO-349-M1-S1_BDSW190603162-1a.pair1.truncated,HOBO-349-M1-S1,HOBO-349,1,1,562725,4897644
418,HOBO-349-M1-S1_BDSW190603162-1a.pair2.truncated,HOBO-349-M1-S1,HOBO-349,1,1,562725,4897644
419,HOBO-349-M1-S2_BDSW190603163-1a.pair1.truncated,HOBO-349-M1-S2,HOBO-349,2,1,562725,4897644
420,HOBO-349-M1-S2_BDSW190603163-1a.pair2.truncated,HOBO-349-M1-S2,HOBO-349,2,1,562725,4897644
421,HOBO-351-M1-S1_BDSW190603164-1a.pair1.truncated,HOBO-351-M1-S1,HOBO-351,1,1,562042,4895853
422,HOBO-351-M1-S1_BDSW190603164-1a.pair2.truncated,HOBO-351-M1-S1,HOBO-351,1,1,562042,4895853
423,HOBO-353-M1-S2_BDSW190603166-1a.pair1.truncated,HOBO-352-M1-S2,HOBO-353,2,1,561600,4895723
424,HOBO-353-M1-S2_BDSW190603166-1a.pair2.truncated,HOBO-352-M1-S2,HOBO-353,2,1,561600,4895723
425,HOBO-353-M1-S1_BDSW190603167-1a.pair1.truncated,HOBO-353-M1-S1,HOBO-353,1,1,561600,4895723
426,HOBO-353-M1-S1_BDSW190603167-1a.pair2.truncated,HOBO-353-M1-S1,HOBO-353,1,1,561600,4895723
427,HOBO-357-M1-S1_BDSW190603168-1a.pair1.truncated,HOBO-357-M1-S1,HOBO-357,1,1,562701,4895822
428,HOBO-357-M1-S1_BDSW190603168-1a.pair2.truncated,HOBO-357-M1-S1,HOBO-357,1,1,562701,4895822
429,HOBO-357-M1-S2_BDSW190603169-1a.pair1.truncated,HOBO-357-M1-S2,HOBO-357,2,1,562701,4895822
430,HOBO-357-M1-S2_BDSW190603169-1a.pair2.truncated,HOBO-357-M1-S2,HOBO-357,2,1,562701,4895822
431,HOBO-357-M1-S2_BDSW190604019-1a.pair1.truncated,HOBO-357-M1-S2,HOBO-357,2,1,562701,4895822
432,HOBO-357-M1-S2_BDSW190604019-1a.pair2.truncated,HOBO-357-M1-S2,HOBO-357,2,1,562701,4895822
433,HOBO-357-M2-S1_BDSW190603170-1a.pair1.truncated,HOBO-357-M2-S1,HOBO-357,1,2,562701,4895822
434,HOBO-357-M2-S1_BDSW190603170-1a.pair2.truncated,HOBO-357-M2-S1,HOBO-357,1,2,562701,4895822
435,SM-01-M1-S1_BDSW190603171-1a.pair1.truncated,SM-01-M1-S1,SM-01,1,1,564870,4898229
436,SM-01-M1-S1_BDSW190603171-1a.pair2.truncated,SM-01-M1-S1,SM-01,1,1,564870,4898229
437,SM-01-M1-S2_BDSW190603172-1a.pair1.truncated,SM-01-M1-S2,SM-01,2,1,564870,4898229
438,SM-01-M1-S2_BDSW190603172-1a.pair2.truncated,SM-01-M1-S2,SM-01,2,1,564870,4898229
439,SM-01-M2-S1_BDSW190603173-1a.pair1.truncated,SM-01-M2-S1,SM-01,1,2,564870,4898229
440,SM-01-M2-S1_BDSW190603173-1a.pair2.truncated,SM-01-M2-S1,SM-01,1,2,564870,4898229
441,SM-02-M1-S1_BDSW190603174-1a.pair1.truncated,SM-02-M1-S1,SM-02,1,1,564813,4899999
442,SM-02-M1-S1_BDSW190603174-1a.pair2.truncated,SM-02-M1-S1,SM-02,1,1,564813,4899999
443,SM-02-M1-S2_BDSW190603175-1a.pair1.truncated,SM-02-M1-S2,SM-02,2,1,564813,4899999
444,SM-02-M1-S2_BDSW190603175-1a.pair2.truncated,SM-02-M1-S2,SM-02,2,1,564813,4899999
445,SM-03-M1-S1_BDSW190603176-1a.pair1.truncated,SM-03-M1-S1,SM-03,1,1,563839,4897717
446,SM-03-M1-S1_BDSW190603176-1a.pair2.truncated,SM-03-M1-S1,SM-03,1,1,563839,4897717
447,SM-03-M1-S2_BDSW190603177-1a.pair1.truncated,SM-03-M1-S2,SM-03,2,1,563839,4897717
448,SM-03-M1-S2_BDSW190603177-1a.pair2.truncated,SM-03-M1-S2,SM-03,2,1,563839,4897717
449,SM-04-M1-S1_BDSW190603178-1a.pair1.truncated,SM-04-M1-S1,SM-04,1,1,564940,4900934
450,SM-04-M1-S1_BDSW190603178-1a.pair2.truncated,SM-04-M1-S1,SM-04,1,1,564940,4900934
451,SM-04-M1-S2_BDSW190603179-1a.pair1.truncated,SM-04-M1-S2,SM-04,2,1,564940,4900934
452,SM-04-M1-S2_BDSW190603179-1a.pair2.truncated,SM-04-M1-S2,SM-04,2,1,564940,4900934
453,SM-05-M1-S1_BDSW190603180-1a.pair1.truncated,SM-05-M1-S1,SM-05,1,1,567807,4898666
454,SM-05-M1-S1_BDSW190603180-1a.pair2.truncated,SM-05-M1-S1,SM-05,1,1,567807,4898666
455,SM-05-M1-S2_BDSW190603181-1a.pair1.truncated,SM-05-M1-S2,SM-05,2,1,567807,4898666
456,SM-05-M1-S2_BDSW190603181-1a.pair2.truncated,SM-05-M1-S2,SM-05,2,1,567807,4898666
457,SM-06-M1-S1_BDSW190603182-1a.pair1.truncated,SM-06-M1-S1,SM-06,1,1,566963,4897321
458,SM-06-M1-S1_BDSW190603182-1a.pair2.truncated,SM-06-M1-S1,SM-06,1,1,566963,4897321
459,SM-06-M1-S2_BDSW190603183-1a.pair1.truncated,SM-06-M1-S2,SM-06,2,1,566963,4897321
460,SM-06-M1-S2_BDSW190603183-1a.pair2.truncated,SM-06-M1-S2,SM-06,2,1,566963,4897321
461,SM-06-M2-S1_BDSW190603184-2a.pair1.truncated,SM-06-M2-S1,SM-06,1,2,566963,4897321
462,SM-06-M2-S1_BDSW190603184-2a.pair2.truncated,SM-06-M2-S1,SM-06,1,2,566963,4897321
463,SM-06-M2-S2_BDSW190603185-2a.pair1.truncated,SM-06-M2-S2,SM-06,2,2,566963,4897321
464,SM-06-M2-S2_BDSW190603185-2a.pair2.truncated,SM-06-M2-S2,SM-06,2,2,566963,4897321
465,SM-07-M1-S1_BDSW190603186-1a.pair1.truncated,SM-07-M1-S1,SM-07,1,1,567031,4899518
466,SM-07-M1-S1_BDSW190603186-1a.pair2.truncated,SM-07-M1-S1,SM-07,1,1,567031,4899518
467,SM-07-M1-S2_BDSW190603187-1a.pair1.truncated,SM-07-M1-S2,SM-07,2,1,567031,4899518
468,SM-07-M1-S2_BDSW190603187-1a.pair2.truncated,SM-07-M1-S2,SM-07,2,1,567031,4899518
469,SM-08-M1-S1_BDSW190603188-1a.pair1.truncated,SM-08-M1-S1,SM-08,1,1,567939,4902193
470,SM-08-M1-S1_BDSW190603188-1a.pair2.truncated,SM-08-M1-S1,SM-08,1,1,567939,4902193
471,SM-08-M1-S2_BDSW190603189-2a.pair1.truncated,SM-08-M1-S2,SM-08,2,1,567939,4902193
472,SM-08-M1-S2_BDSW190603189-2a.pair2.truncated,SM-08-M1-S2,SM-08,2,1,567939,4902193
473,SM-09-M1-S1_BDSW190603190-1a.pair1.truncated,SM-09-M1-S1,SM-09,1,1,567990,4900501
474,SM-09-M1-S1_BDSW190603190-1a.pair2.truncated,SM-09-M1-S1,SM-09,1,1,567990,4900501
475,SM-09-M1-S2_BDSW190603191-2a.pair1.truncated,SM-09-M1-S2,SM-09,2,1,567990,4900501
476,SM-09-M1-S2_BDSW190603191-2a.pair2.truncated,SM-09-M1-S2,SM-09,2,1,567990,4900501
477,SM-09-M2-S1_BDSW190603192-2a.pair1.truncated,SM-09-M2-S1,SM-09,1,2,567990,4900501
478,SM-09-M2-S1_BDSW190603192-2a.pair2.truncated,SM-09-M2-S1,SM-09,1,2,567990,4900501
479,SM-09-M2-S2_BDSW190603193-2a.pair1.truncated,SM-09-M2-S2,SM-09,2,2,567990,4900501
480,SM-09-M2-S2_BDSW190603193-2a.pair2.truncated,SM-09-M2-S2,SM-09,2,2,567990,4900501
481,SM-PG-M1-S1_BDSW190603194-2a.pair1.truncated,SM-PG-M1-S1,SM-PG,1,1,560272,4896225
