"lambda.env","alpha.env","lambda.SB","alpha.SB","drop","hidden","loglike","loss","AUC.explain","AUC.test"
0.105,0.8,0.2,0.4,0.2,"1",5633.19091796875,101.274,0.80917087028368,0.740435765708038
0.105,0.8,0.2,0.4,0.3,"1",6611.13134765625,110.846,0.688243963546156,0.69191850325482
0.105,0.8,0.2,0.4,0.4,"1",6569.6748046875,116.302,0.702271646372465,0.703376756035004
0.105,0.8,0.2,0.5,0.2,"1",6175.39013671875,104.864,0.755233222376007,0.724918093040962
0.105,0.8,0.2,0.5,0.3,"1",6153.04345703125,107.278,0.758596645664593,0.730447290269328
0.105,0.8,0.2,0.5,0.4,"1",6516.0390625,112.781,0.727510315364599,0.717308629551277
0.105,0.8,0.2,0.6,0.2,"1",5683.6484375,98.808,0.794945620951974,0.715725894475895
0.105,0.8,0.2,0.6,0.3,"1",6140.4072265625,107.666,0.745482918049115,0.710434705959003
0.105,0.8,0.2,0.6,0.4,"1",6170.9033203125,110.7,0.747072996784773,0.718787190813512
0.105,0.9,0.01,0.4,0.2,"1",5159.0048828125,92.383,0.808145307156354,0.719393446907833
0.105,0.9,0.01,0.4,0.3,"1",4975.95068359375,93.052,0.803204213745148,0.716676931338057
0.105,0.9,0.01,0.4,0.4,"1",5190.97509765625,98.118,0.768205663802432,0.688707541668965
0.105,0.9,0.01,0.5,0.2,"1",5309.2724609375,95.153,0.773400743235349,0.707352612458111
0.105,0.9,0.01,0.5,0.3,"1",5131.5849609375,95.819,0.789870981288235,0.704018993659872
0.105,0.9,0.01,0.5,0.4,"1",5353.13818359375,96.993,0.775128141635284,0.707143223535487
0.105,0.9,0.01,0.6,0.2,"1",4947.51416015625,88.923,0.808390368351659,0.717337838111495
0.105,0.9,0.01,0.6,0.3,"1",4925.3291015625,92.629,0.802697328101173,0.716511021677795
0.105,0.9,0.01,0.6,0.4,"1",5280.44580078125,93.898,0.77830327981283,0.699438792081588
0.105,0.9,0.105,0.4,0.2,"1",5615.62255859375,98.762,0.810201433046983,0.727478640581262
0.105,0.9,0.105,0.4,0.3,"1",6151.57470703125,111.251,0.747149708393762,0.697262746331374
0.105,0.9,0.105,0.4,0.4,"1",6313.43017578125,110.249,0.743096105950403,0.700106292542354
0.105,0.9,0.105,0.5,0.2,"1",6127.41552734375,104.978,0.755406398895608,0.693606507240352
0.105,0.9,0.105,0.5,0.3,"1",5980.3974609375,108.513,0.78191815525154,0.719124113213521
0.105,0.9,0.105,0.5,0.4,"1",5955.615234375,107.513,0.761421936989016,0.718686895025343
0.105,0.9,0.105,0.6,0.2,"1",5857.10107421875,102.697,0.776074184551467,0.715598743458398
0.105,0.9,0.105,0.6,0.3,"1",6008.3544921875,106.021,0.763745323023083,0.718012392374605
0.105,0.9,0.105,0.6,0.4,"1",6160.228515625,107.03,0.755362554408773,0.703331410486675
0.105,0.9,0.2,0.4,0.2,"1",5925.78125,101.742,0.75924279497471,0.712898428514903
0.105,0.9,0.2,0.4,0.3,"1",6288.0859375,113.393,0.701179275958757,0.701861107657143
0.105,0.9,0.2,0.4,0.4,"1",6513.0673828125,110.899,0.708490858602313,0.703374062827388
0.105,0.9,0.2,0.5,0.2,"1",5855.259765625,100.572,0.790381689028977,0.71747803264747
0.105,0.9,0.2,0.5,0.3,"1",5722.1083984375,100.64,0.804187121281055,0.720022633936743
0.105,0.9,0.2,0.5,0.4,"1",6478.8193359375,111.593,0.693711803071044,0.687680306929028
0.105,0.9,0.2,0.6,0.2,"1",5562.71875,95.053,0.820380654950278,0.726974669638246
0.2,0.8,0.01,0.4,0.2,"1",5216.30029296875,97.159,0.774392903151024,0.692191836513554
0.2,0.8,0.01,0.4,0.3,"1",5293.7607421875,102.443,0.769035750043736,0.699268801278605
0.2,0.8,0.01,0.4,0.4,"1",5452.38720703125,106.832,0.752823271861565,0.702149960250983
0.2,0.8,0.01,0.5,0.2,"1",5208.75341796875,93.909,0.775826960760959,0.705704175367432
0.2,0.8,0.01,0.5,0.3,"1",5652.0361328125,101.153,0.717422499134936,0.688998649238419
0.2,0.8,0.01,0.5,0.4,"1",5331.99755859375,101.265,0.74168333316833,0.694180559423526
0.2,0.8,0.01,0.6,0.2,"1",5414.09619140625,99.051,0.768203977227492,0.700070687005363
0.2,0.8,0.01,0.6,0.3,"1",5316.052734375,96.147,0.766291440782606,0.690100536245038
0.01,0.8,0.01,0.4,0.2,"2",4709.93212890625,83.645,0.831459038870716,0.719115019066532
0.01,0.8,0.01,0.4,0.3,"2",5060.0478515625,91.445,0.807864074243865,0.707878741214739
0.01,0.8,0.01,0.4,0.4,"2",5295.1044921875,93.523,0.785432719389605,0.692401406966624
0.01,0.8,0.01,0.5,0.2,"2",4449.28515625,81.602,0.862895637929828,0.72480615868297
0.01,0.8,0.01,0.5,0.3,"2",4905.904296875,90.288,0.817094296711028,0.715683842419776
0.01,0.8,0.01,0.5,0.4,"2",5044.69384765625,92.784,0.786804326291144,0.696344956450988
0.01,0.8,0.01,0.6,0.2,"2",4485.146484375,81.644,0.856406216934107,0.715998318386959
0.01,0.8,0.01,0.6,0.3,"2",4867.001953125,88.831,0.800639769006358,0.715688793855887
0.01,0.8,0.01,0.6,0.4,"2",5411.8056640625,94.754,0.770113088793856,0.707191302430007
0.01,0.8,0.105,0.4,0.2,"2",5757.04736328125,95.104,0.795614311586444,0.723075596847975
0.01,0.8,0.105,0.4,0.3,"2",5639.89990234375,97.739,0.799055740935034,0.708840091482355
0.01,0.8,0.105,0.4,0.4,"2",6056.90869140625,108.347,0.738312298699927,0.694058441085295
0.01,0.8,0.105,0.5,0.2,"2",5473.52783203125,94.956,0.822606852582484,0.726441640556091
0.01,0.8,0.105,0.5,0.3,"2",5841.177734375,98.983,0.789328290210719,0.704094972254073
0.01,0.8,0.105,0.5,0.4,"2",6257.20458984375,105.817,0.75888366376829,0.710943523122232
0.01,0.8,0.105,0.6,0.2,"2",5259.61279296875,91.011,0.838137935061056,0.730405909292312
0.01,0.8,0.105,0.6,0.3,"2",5894.3671875,98.632,0.793866584189843,0.721165193107861
0.01,0.8,0.105,0.6,0.4,"2",6112.6142578125,103.666,0.781614890177237,0.712437980048274
0.01,0.8,0.2,0.4,0.2,"2",5337.7470703125,111.942,0.831577765559485,0.722192375565138
0.01,0.8,0.2,0.4,0.3,"2",5951.25732421875,101.877,0.760677530772042,0.715258053867922
0.01,0.8,0.2,0.4,0.4,"2",6440.83349609375,105.898,0.710065126738648,0.681832886277153
0.01,0.8,0.2,0.5,0.2,"2",5393.94921875,90.767,0.829784370261548,0.726443663828041
0.01,0.8,0.2,0.5,0.3,"2",5952.193359375,102.743,0.750612302514391,0.720154667567285
0.01,0.8,0.2,0.5,0.4,"2",6319.17578125,107.296,0.716721529182108,0.702026484022435
0.01,0.8,0.2,0.6,0.2,"2",5581.35546875,93.9,0.806254134825447,0.711460696659439
0.01,0.8,0.2,0.6,0.3,"2",5990.65234375,100.365,0.763395753718308,0.700832865155116
0.01,0.8,0.2,0.6,0.4,"2",6363.05615234375,108.627,0.719513092774963,0.690702919361274
0.01,0.9,0.01,0.4,0.2,"2",4663.84228515625,85.984,0.835916110537718,0.727086957298488
0.01,0.9,0.01,0.4,0.3,"2",4955.96728515625,87.829,0.80527520569183,0.705498217326862
0.01,0.9,0.01,0.4,0.4,"2",5248.91943359375,95.26,0.787012108362104,0.709034656989154
0.01,0.9,0.01,0.5,0.2,"2",4559.82666015625,83.007,0.841022857404657,0.713297732113802
0.01,0.9,0.01,0.5,0.3,"2",4886.921875,85.441,0.826618228339309,0.711231850090013
0.01,0.9,0.01,0.5,0.4,"2",5158.3046875,91.153,0.79525583689514,0.699757008013615
0.01,0.9,0.01,0.6,0.2,"2",4689.5205078125,86.94,0.833944787966139,0.717479823249751
0.01,0.9,0.01,0.6,0.3,"2",4891.0458984375,86.386,0.820671552160714,0.721102364726619
0.01,0.9,0.01,0.6,0.4,"2",5182.96826171875,91.457,0.794748403403841,0.70793691468457
0.01,0.9,0.105,0.4,0.2,"2",5277.001953125,88.516,0.847613196243455,0.723288396307365
0.01,0.9,0.105,0.4,0.3,"2",5886.2939453125,98.175,0.785030552022475,0.717576020723932
0.01,0.9,0.105,0.4,0.4,"2",6248.1875,110.616,0.751827974878639,0.692316537067176
0.01,0.9,0.105,0.5,0.2,"2",5458.47509765625,92.512,0.819535537501857,0.729812226152806
0.01,0.9,0.105,0.5,0.3,"2",5704.5556640625,99.813,0.782400337419335,0.713423283246386
0.01,0.9,0.105,0.5,0.4,"2",6111.2900390625,104.189,0.755019890904005,0.70842446264228
0.01,0.9,0.105,0.6,0.2,"2",5373.6171875,90.247,0.836070375050418,0.724995466194315
0.01,0.9,0.105,0.6,0.3,"2",5733.09814453125,101.444,0.798462984818671,0.730460498896134
0.01,0.9,0.105,0.6,0.4,"2",6096.46875,108.254,0.753641048490606,0.705856573942145
0.01,0.9,0.2,0.4,0.2,"2",5309.21630859375,92.101,0.841779858838545,0.732385702453904
0.01,0.9,0.2,0.4,0.3,"2",5909.23046875,97.67,0.775744682489745,0.725914662738512
0.01,0.9,0.2,0.4,0.4,"2",6361.9375,108.359,0.725568521842941,0.690275691183087
0.01,0.9,0.2,0.5,0.2,"2",5341.85498046875,91.599,0.838556875860228,0.720385550065324
0.01,0.9,0.2,0.5,0.3,"2",6005.42333984375,104.278,0.760257428301399,0.712598583905596
0.01,0.9,0.2,0.5,0.4,"2",6217.0673828125,107.339,0.717968100003075,0.697637243187648
0.01,0.9,0.2,0.6,0.2,"2",5435.97265625,92.433,0.824076014996307,0.720964380355365
0.01,0.9,0.2,0.6,0.3,"2",5845.4619140625,96.94,0.797874051347668,0.728661795405188
0.01,0.9,0.2,0.6,0.4,"2",6156.283203125,106.919,0.769729002761921,0.717112711417912
0.01,1,0.01,0.4,0.2,"2",4534.55322265625,81.567,0.852826325920017,0.730404626454818
0.01,1,0.01,0.4,0.3,"2",4996.1650390625,89.258,0.811973056174946,0.721470560635096
0.01,1,0.01,0.4,0.4,"2",5236.4052734375,94.466,0.785264994856602,0.70905540125862
0.01,1,0.01,0.5,0.2,"2",4409.3662109375,82.224,0.864978441875398,0.731507106550265
0.01,1,0.01,0.5,0.3,"2",4756.1083984375,87.051,0.827816979265338,0.717690421415912
0.01,1,0.01,0.5,0.4,"2",5320.51513671875,94.774,0.779704590694384,0.692946652389321
0.105,0.8,0.01,0.4,0.2,"2",5195.1904296875,93.054,0.78724616079226,0.697571676886468
0.105,0.8,0.01,0.4,0.3,"2",5325.43994140625,100.355,0.770962374011713,0.697490662675552
0.105,0.8,0.01,0.4,0.4,"2",5674.52880859375,103.752,0.717017483864151,0.692767303167452
0.105,0.8,0.01,0.5,0.2,"2",5508.3642578125,92.232,0.735704887116484,0.681750804569432
0.105,0.8,0.01,0.5,0.3,"2",5309.22900390625,95.805,0.762486234541758,0.702596050167981
0.105,0.8,0.01,0.5,0.4,"2",5757.3662109375,102.892,0.714241519295113,0.696075321835659
0.105,0.8,0.01,0.6,0.2,"2",4960.8046875,88.439,0.807180734525252,0.721587611655813
0.105,0.8,0.01,0.6,0.3,"2",5281.08544921875,96.233,0.766545344569744,0.697180465705082
0.105,0.8,0.01,0.6,0.4,"2",5668.62841796875,104.703,0.720604357168448,0.6946359826038
0.105,0.8,0.105,0.4,0.2,"2",6082.61767578125,105.806,0.749303393457638,0.693188349808128
0.105,0.8,0.105,0.4,0.3,"2",6215.46240234375,108.606,0.745548373439524,0.69972359543065
0.105,0.8,0.105,0.4,0.4,"2",6401.31884765625,115.006,0.733255116614301,0.696712052826716
0.105,0.8,0.105,0.5,0.2,"2",6116.15283203125,105.88,0.760672287494003,0.704883248402004
0.105,0.8,0.105,0.5,0.3,"2",6182.20703125,110.744,0.756626199449803,0.702937479128336
0.105,0.8,0.105,0.5,0.4,"2",6245.27294921875,112.896,0.741630154605074,0.703517901496375
0.105,0.8,0.105,0.6,0.2,"2",6100.7119140625,106.555,0.766057558668689,0.69820620356799
0.105,0.8,0.105,0.6,0.3,"2",6692.1328125,113.031,0.696501887171413,0.686228968097041
0.105,0.8,0.105,0.6,0.4,"2",6205.810546875,119.393,0.747071022204468,0.692750623894592
0.105,0.8,0.2,0.4,0.2,"2",6044.42626953125,117.323,0.754837072716687,0.716183255742079
0.105,0.8,0.2,0.4,0.3,"2",6911.94873046875,115.603,0.656870274628063,0.694560381205735
0.105,0.8,0.2,0.4,0.4,"2",6464.4208984375,112.869,0.701854104336794,0.694369088234711
0.105,0.8,0.2,0.5,0.2,"2",6071.15576171875,103.188,0.756415935950185,0.729713516863453
0.105,0.8,0.2,0.5,0.3,"2",6317.4169921875,107.694,0.713167018203812,0.712682300964483
0.105,0.8,0.2,0.5,0.4,"2",6845.88720703125,120.58,0.676026967374509,0.6878461503291
0.105,0.8,0.2,0.6,0.2,"2",5900.484375,101.807,0.780120717810381,0.711429645253707
0.105,0.8,0.2,0.6,0.3,"2",6321.2109375,107.443,0.734999059527907,0.708290698637033
0.105,0.8,0.2,0.6,0.4,"2",6722.44189453125,120.81,0.678360102714449,0.692392171348906
0.105,0.9,0.01,0.4,0.2,"2",5213.0009765625,92.891,0.781813589478689,0.693680552578677
0.105,0.9,0.01,0.4,0.3,"2",5562.99560546875,96.769,0.725019073608527,0.697679631197321
0.105,0.9,0.01,0.4,0.4,"2",5374.08203125,96.788,0.768599409106466,0.695859550702368
0.105,0.9,0.01,0.5,0.2,"2",5187.673828125,92.383,0.780863391305228,0.700683953648574
0.105,0.9,0.01,0.5,0.3,"2",5304.50634765625,94.286,0.764235878998428,0.695430679819533
0.105,0.9,0.01,0.5,0.4,"2",5318.60009765625,98.436,0.751906510495602,0.694656275432597
0.105,0.9,0.01,0.6,0.2,"2",5256.736328125,93.396,0.775439307324132,0.692814699035927
0.105,0.9,0.01,0.6,0.3,"2",5265.2919921875,93.635,0.778341288598092,0.693656196271286
0.105,0.9,0.01,0.6,0.4,"2",5726.845703125,101.62,0.72059764982873,0.687261934688405
0.105,0.9,0.105,0.4,0.2,"2",5828.26318359375,101.895,0.784556905730301,0.711887840321877
0.105,0.9,0.105,0.4,0.3,"2",6153.55322265625,109.257,0.746619228168703,0.691103105949653
0.105,0.9,0.105,0.4,0.4,"2",6392.4599609375,115.08,0.738062810767554,0.695213974044963
0.105,0.9,0.105,0.5,0.2,"2",5864.59521484375,100.524,0.775429155022988,0.720141147196241
0.105,0.9,0.105,0.5,0.3,"2",6134.775390625,106.866,0.756063204198062,0.699398628431024
0.105,0.9,0.105,0.5,0.4,"2",6162.88134765625,110.211,0.747938371657895,0.689153378807577
0.2,0.8,0.01,0.4,0.2,"2",5242.75244140625,96.237,0.782412509815052,0.694754375822151
0.2,0.8,0.01,0.4,0.3,"2",5529.12060546875,100.271,0.758606473747392,0.69134211236886
0.2,0.8,0.01,0.4,0.4,"2",5714.66357421875,104.59,0.721102286156003,0.69713771402337
0.2,0.8,0.01,0.5,0.2,"2",5206.55615234375,95.891,0.782966266826889,0.696787071939459
0.2,0.8,0.01,0.5,0.3,"2",5392.017578125,100.432,0.752826308537078,0.693666969712899
0.2,0.8,0.01,0.5,0.4,"2",5941.630859375,107.607,0.726529243686987,0.690552730517564
0.2,0.8,0.01,0.6,0.2,"2",5477.1591796875,99.509,0.758637725502064,0.687070798644221
0.2,0.8,0.01,0.6,0.3,"2",5399.77099609375,98.443,0.752010170544371,0.696198385027243
