UTM_E,UTM_N
-0.9740369965574579,2.20890470676631
1.131297530232392,1.405377209216243
-1.0553836281678,1.899140452229652
1.4977497195767304,1.6799076148956509
-0.2730435151564394,-0.05560412082987393
0.8645015037290192,1.6055250450859004
-0.3483741579338623,0.15090538219456465
-0.41350377616850914,-0.15274188469326508
-0.6217093027338862,1.2700694424241643
-0.8547634788265382,-0.46544229330136044
1.3915544384391134,1.5671103626512597
0.7454895507299658,1.4388983015318215
-0.11035025193575526,0.5015311142253946
0.9510794299766824,1.3263457287933833
0.6560344124317761,1.1903039234834452
-0.9345407220456841,1.680152294401604
-1.4296827594681198,1.6791735763777915
0.5040653032176001,1.2893991233944613
0.3931618569063942,1.1044214168938977
-0.47994121806248624,1.2842608537694455
-0.8367155123277807,1.2416866197336016
0.2715342565886802,0.4359570066299568
0.035341303713635516,0.39167001605244095
-0.41795037661023204,0.9696030091137252
0.725872195840012,1.0033687809352567
-0.5591953318178999,0.2201496823792994
-0.07843935464809695,0.22969218311147133
-0.19378940140102574,0.12937358567068954
-0.6737606843752305,0.09291633928367372
-0.16292476304083164,0.775572160892896
-0.8691495390791711,0.025874154652517124
-1.9457499754398397,-0.03921059393101447
-1.071600641543495,-0.13023137014557745
-1.4791184937908035,-0.20852881205057786
-1.6143474601655523,-0.6560476284388459
-1.4273286768813254,-0.7101217992544867
-1.8460938125988742,-0.7656640471058465
-1.2008136190853247,-0.7634619315522683
-1.3585371524005538,-0.8353977063024874
-2.087779624843106,0.035661334890642174
-1.7765175939225044,-1.1343960625772078
-0.250810512947825,-1.0813006097853795
-0.14723087912886854,-1.4172455714590217
-0.44646093238363166,-1.483553717572319
0.36203565381433406,-1.5293087851855536
-1.6347495092511044,-1.8892323384426024
-0.9337560278500859,-1.8598707977282272
-1.4037878510133808,-1.9014663137402588
-1.1189438580112505,-1.8916791335021337
0.6479259057439285,-1.5119365402628817
0.2064046383540333,-1.4994578854592722
0.3238472029618905,-0.7421748145343463
0.6508031177944551,-0.809461678671456
1.116911469979759,-0.015476681853561219
1.1150805168566968,-0.13806111433607748
1.1077567043644474,-0.9755990632136288
1.2746350032949882,0.12472467505758014
-0.5317310349719645,-0.46544229330136044
1.7658535697394333,-1.0316306700768947
1.693138574280671,-0.9026845704395972
1.0431502155935326,-0.25330516164
1.0193478249937218,0.8651248600717403
1.4878102597658205,0.9727838426911158
1.3329639385011178,1.0809321843223978
0.19149544863766835,0.027586911194189007
0.5888122763422008,0.33319161412964377
0.7640606466924554,0.38604238741551905
0.7959715439801137,0.5475308613445824
0.5194976223976971,0.5568286825708012
2.0064931230562006,-0.743642891570065
1.9301162213513137,-0.8853123255169252
-0.37662314897539584,-0.45736786960490733
-0.2173302272689704,-0.6871219256948929
0.019385855069806366,-0.7194196204807055
-0.5097595974952162,-0.8077489221297841
-0.09910296846551504,-0.3519110025391099
-0.27775168033002834,-0.790131997701159
-0.39336329181482316,-0.8219403334750655
-0.10538052203030028,-0.7977170623857059
0.4619533813871658,-0.208773491556531
0.44704419167080084,0.22430923398050254
0.19228014283326653,-0.33404939860453164
0.4802629126177894,0.4530845720466756
1.0271947669497035,0.1066183916170488
1.2646955434840783,0.7611360700416616
1.278035344809247,0.3471383459689719
-0.7407212557329398,-0.6991112214865961
