Sample	100	102	104	106	108	110	112	114	116	118	120	122	124	126	128	130	132	134	136	138	140	142	144	146	148	150
134101-M1-S2_BDSW190602974-1a_2_val_2	2599.0	2613.0	2621.0	2839.0	2953.0	3027.0	3089.0	3161.0	3221.0	3440.0	3551.0	3715.0	3999.0	4305.0	4577.0	4938.0	5654.0	6367.0	7667.0	10095.0	14060.0	21141.0	65375.0	669823.0	8910159.0	14023514.0
134101-M2-S1_BDSW190602975-1a_1_val_1	2601.0	2722.0	2865.0	2813.0	2955.0	3030.0	3258.0	3271.0	3293.0	3722.0	3722.0	4019.0	4540.0	5095.0	5224.0	5715.0	6343.0	7173.0	8630.0	11228.0	15935.0	24562.0	75436.0	748890.0	9942475.0	15368529.0
134101-M2-S1_BDSW190602975-1a_2_val_2	3925.0	4233.0	4581.0	4655.0	4716.0	4963.0	5340.0	5545.0	5682.0	5926.0	6456.0	6754.0	7364.0	7791.0	8446.0	9541.0	10349.0	11776.0	13989.0	18070.0	23400.0	35160.0	94741.0	800004.0	9940384.0	15224255.0
135431-M1-S1_BDSW190602976-1a_1_val_1	1749.0	1823.0	1851.0	1847.0	1968.0	1925.0	2029.0	2034.0	2133.0	2263.0	2259.0	2279.0	2762.0	3806.0	3303.0	3512.0	3997.0	4644.0	5385.0	7349.0	11438.0	17676.0	66016.0	830830.0	11148009.0	17718433.0
135431-M1-S1_BDSW190602976-1a_2_val_2	3119.0	3226.0	3430.0	3545.0	3651.0	3738.0	4006.0	4190.0	4694.0	4908.0	5138.0	5353.0	5642.0	6126.0	6512.0	7133.0	7896.0	9495.0	11400.0	14858.0	21827.0	35401.0	108690.0	963945.0	11417770.0	17185627.0
135431-M1-S2_BDSW190602977-1a_1_val_1	4627.0	4682.0	4678.0	4963.0	4667.0	4905.0	5323.0	5025.0	5421.0	5628.0	5468.0	5754.0	6507.0	7007.0	6961.0	7221.0	8155.0	9136.0	10186.0	13723.0	19240.0	28454.0	80700.0	777684.0	9871348.0	15185625.0
135431-M1-S2_BDSW190602977-1a_2_val_2	7234.0	7182.0	7831.0	7786.0	7965.0	8413.0	8781.0	8367.0	9233.0	9572.0	9290.0	10169.0	10709.0	11028.0	12029.0	12750.0	14398.0	16112.0	17829.0	23047.0	31658.0	47313.0	121473.0	907821.0	10055838.0	14709260.0
146764-M1-S1-1_BDSW190602979-1a_1_val_1	5520.0	5069.0	5423.0	6033.0	5603.0	6062.0	6536.0	6139.0	6491.0	7026.0	6403.0	7065.0	7755.0	7336.0	7857.0	8465.0	8630.0	10031.0	11532.0	13636.0	19238.0	27602.0	74731.0	740751.0	9407734.0	14567212.0
146764-M1-S1-1_BDSW190602979-1a_2_val_2	9000.0	8548.0	8972.0	9401.0	8941.0	9289.0	9978.0	9386.0	10128.0	10415.0	9883.0	10780.0	11256.0	10832.0	12532.0	13262.0	14287.0	16120.0	17760.0	22007.0	30689.0	45620.0	112007.0	854800.0	9583449.0	14126538.0
146764-M1-S1_BDSW190602978-1a_1_val_1	3988.0	3841.0	4140.0	4237.0	4133.0	4356.0	4595.0	4471.0	4584.0	4905.0	4781.0	5228.0	5786.0	5808.0	6261.0	6820.0	7544.0	8621.0	10315.0	13164.0	18847.0	28840.0	87697.0	843720.0	11303041.0	17370328.0
146764-M1-S1_BDSW190602978-1a_2_val_2	5910.0	6006.0	6308.0	6263.0	6539.0	6723.0	7051.0	7088.0	7396.0	7712.0	8069.0	8512.0	9286.0	9325.0	10337.0	11663.0	12822.0	14347.0	16957.0	21369.0	28518.0	43491.0	118282.0	934317.0	11392491.0	17063269.0
146764-M1-S2_BDSW190602980-1a_1_val_1	2925.0	3097.0	3073.0	3320.0	3587.0	3495.0	3756.0	3898.0	4158.0	4643.0	4488.0	4729.0	5203.0	5672.0	5895.0	6485.0	7333.0	8055.0	9383.0	12272.0	16745.0	24852.0	72917.0	707771.0	8936242.0	14098414.0
146764-M1-S2_BDSW190602980-1a_2_val_2	4611.0	4899.0	5003.0	5334.0	5623.0	5506.0	6114.0	6281.0	6550.0	7084.0	7233.0	7839.0	8116.0	8463.0	9430.0	10117.0	11538.0	12681.0	14571.0	18419.0	24739.0	36582.0	95347.0	766906.0	8995270.0	13878152.0
150732-M1-S1_BDSW190602981-1a_1_val_1	6061.0	5859.0	6192.0	6466.0	6304.0	6826.0	6822.0	6621.0	7043.0	7754.0	7606.0	8063.0	8692.0	8997.0	9462.0	10232.0	11412.0	12893.0	14807.0	19313.0	27537.0	42044.0	110981.0	978094.0	11636091.0	17336922.0
150732-M1-S1_BDSW190602981-1a_2_val_2	7808.0	7808.0	8404.0	8554.0	8699.0	9374.0	9734.0	9638.0	10337.0	10914.0	10745.0	11704.0	12151.0	12445.0	14039.0	14897.0	16982.0	18730.0	20836.0	26144.0	36753.0	54987.0	138762.0	1054613.0	11661278.0	17112758.0
150732-M1-S2_BDSW190602982-1a_1_val_1	3900.0	4005.0	4207.0	4294.0	4304.0	4416.0	4733.0	4676.0	4918.0	5252.0	5125.0	5567.0	6470.0	6671.0	6818.0	7279.0	8155.0	9002.0	10747.0	14298.0	19727.0	30092.0	82606.0	804072.0	9713728.0	14820701.0
150732-M1-S2_BDSW190602982-1a_2_val_2	6484.0	6568.0	7130.0	7458.0	7469.0	7757.0	8085.0	8205.0	8553.0	9091.0	8803.0	9680.0	10604.0	10449.0	11783.0	12407.0	14476.0	15776.0	17469.0	22662.0	30170.0	46034.0	114409.0	888104.0	9776305.0	14529832.0
150732-M2-S1_BDSW190602983-1a_1_val_1	8371.0	8547.0	8556.0	8775.0	9059.0	9057.0	8992.0	9411.0	9695.0	9962.0	9977.0	10373.0	11192.0	11466.0	11691.0	12047.0	13092.0	13895.0	15956.0	19571.0	26929.0	38810.0	95263.0	763981.0	8878039.0	13354746.0
150732-M2-S1_BDSW190602983-1a_2_val_2	11846.0	11878.0	12296.0	12378.0	13093.0	13209.0	13264.0	13770.0	13703.0	13418.0	14017.0	14076.0	14567.0	14366.0	15827.0	16386.0	17987.0	19028.0	21153.0	25924.0	33892.0	49382.0	118026.0	806909.0	8842451.0	13224607.0
150732-M2-S2_BDSW190602984-1a_1_val_1	2709.0	2746.0	2889.0	2909.0	2982.0	3199.0	3346.0	3252.0	3453.0	3737.0	3743.0	3843.0	4283.0	4281.0	4678.0	5274.0	5958.0	6606.0	7524.0	10518.0	14767.0	22634.0	70670.0	750016.0	9948937.0	15711226.0
150732-M2-S2_BDSW190602984-1a_2_val_2	3489.0	3565.0	3975.0	3821.0	3889.0	4353.0	4554.0	4164.0	4806.0	5355.0	4741.0	5030.0	6022.0	5866.0	6510.0	7008.0	8244.0	9281.0	10134.0	14825.0	20600.0	29939.0	88285.0	810587.0	10098036.0	15439101.0
150801-M1-S1_BDSW190602985-1a_1_val_1	2469.0	2517.0	2766.0	2723.0	2966.0	3001.0	3079.0	3218.0	3370.0	3659.0	3813.0	4060.0	4491.0	4776.0	5112.0	5468.0	6694.0	7413.0	9070.0	11645.0	16984.0	26696.0	84509.0	855109.0	11461126.0	17996540.0
150801-M1-S1_BDSW190602985-1a_2_val_2	3375.0	3536.0	3842.0	3900.0	4226.0	4419.0	4553.0	4798.0	5183.0	5530.0	6127.0	6471.0	6958.0	7482.0	8474.0	9433.0	10707.0	12266.0	14667.0	18662.0	25631.0	39476.0	110573.0	932702.0	11516020.0	17764263.0
150801-M1-S2_BDSW190602986-1a_1_val_1	4613.0	4586.0	4881.0	5198.0	4822.0	5261.0	5268.0	5052.0	5615.0	5837.0	5569.0	6108.0	6486.0	6316.0	7037.0	7635.0	8047.0	9315.0	10538.0	13037.0	18740.0	27254.0	78538.0	777367.0	10038362.0	15802038.0
