"uniqueID","clearcut","insideHJA","oldGrowthIndex","elevation_m","canopyHeight_m","precipitation_mm","minT_annual","maxT_annual","mean.NDVI","mean.EVI","mean.green","mean.wet","mean.bright","l_p25","l_p95","l_rumple","B1_median","B2_median","B3_median","B4_median","B5_median","B6_median","B7_median","B10_median","B11_median","lg_DistStream","lg_DistRoad","lg_YrsDisturb","lg_cover2m_max","lg_cover2m_4m","lg_cover4m_16m","be10","tri","slope","aspect","Nss","Ess","twi","ht","ht.r250","ht.r500","ht.r1k","cov2_4","cov2_4.r250","cov2_4.r500","cov2_4.r1k","cov4_16","cov4_16.r250","cov4_16.r500","cov4_16.r1k","be500","mTopo","cut.r1k.pt"
"367193_M1_S1","no","no",16,556.5190726848,84.06005859,2098.179932,4.03000021,16.09000015,0.84225,2.0595,1816.75,-325,2222.75,18.4400005340576,38.3305015563965,5.55041170120239,96,130.5,332,214,2571,913,375.5,2998.5,2987.5,5.70706616543765,3.1660873538926,5.29832236653554,-0.0207820415115246,-4.9181745576697,-1.74229015654147,558.046691894531,4.25732421875,29.463276988925,88.972358234379,0.017934770730793,0.999839159064514,4.52013269634512,38.3305015563965,28.7371314949643,34.0062479539351,30.5435310908848,0.00631246715784073,0.0195348571084043,0.0241937070414312,0.0266741775553991,0.174118891358376,0.197758650697226,0.183849273261854,0.192992348339701,534.163273299429,23.8834185951022,0.34151212553495
"372502_M1_S1","no","no",35,633.3348116616,147.9799805,2097.780029,4.150000095,15.06000042,0.88625,2.223,2074.25,-228.5,2303,25.4300003051758,47.8199996948242,6.95307397842407,65.5,103.5,311,164.5,2789,855,314,2997.5,2986.5,5.47092645927544,3.06632826968302,5.29832236653554,-0.0117538070445714,-4.74582721712904,-1.92868083069716,634.593811035156,4.8426513671875,33.2238267611322,142.837124962805,-0.796921502498975,0.604082874161134,5.57146005014296,47.8199996948242,27.9690380525424,29.6370013388501,29.4033734633254,0.00768787227571011,0.038920699883662,0.0351134178722185,0.0300054282955779,0.144339799880981,0.252339316406336,0.268307059153417,0.209438084085165,621.996014626894,12.5977964082624,0.410841654778887
"378882_M1_S1","yes","no",3,886.61907258,66.83740234,2491.179932,3.200000048,13.86999989,0.927,2.27125,2206.5,-165.75,2218.25,14.1300001144409,26.5699996948242,3.73645877838135,21.5,56,237.5,117,3001,800,282,2985.5,2978.5,5.43347262267975,3.94128628983384,4.02536954771857,0.000712094384915344,-6.33846176393883,-1.01776250327834,886.07958984375,4.96055603027344,33.6223281611536,41.2100123066909,0.75229979292847,0.658820932848813,4.25040680682625,26.5699996948242,22.8550363428452,25.9544339324489,22.7083644574829,0.000767018238548189,0.0407223416954379,0.0675411341261077,0.0624063764999567,0.360402673482895,0.237590126035845,0.264750668089717,0.296985360940864,871.541037487065,14.5385523566855,0.564336661911555
"400605_M1_S1","yes","no",21,768.2392471608,38.18994141,2040.319946,4.389999866,14.81999969,0.84575,1.98525,1672.25,-178.75,1938,12,26.5830001831055,4.17577886581421,54,90,284,213,2369.5,731.5,333,2982,2973.5,6.11772804334826,3.74865702104536,3.73769342752374,-0.0154970898458755,-3.23973251725277,-0.922722774212921,765.141723632812,5.10005950927734,34.0506686342428,324.813914955995,0.817284867623767,-0.576233845893489,3.149765661015,26.5830001831055,27.8817232653344,29.7001386433156,29.0203276935041,0.0381743721663952,0.0263768745332675,0.0259232976775443,0.0253712000025406,0.396435439586639,0.205566583307634,0.205043247819311,0.163388789264306,693.927893725574,71.213829907239,0.297289586305278
"544292_M1_S1","yes","no",0,764.0238393864,81.45019531,2099.659912,4.150000095,14.97000027,0.9135,2.27725,2111.5,-108.5,2155,20.9300003051758,35.8499984741211,3.42738127708435,44,72.5,247.5,128,2806,715.5,241.5,2986,2977.5,5.50679779621952,3.88134590389698,4.27668000780849,0.000224816321612805,-6.12701214639499,-2.28747788043037,764.497497558594,1.42540740966797,11.0643564270751,127.026870521607,-0.602189500298087,0.79835318357901,7.22699809801226,35.8499984741211,27.1121228227978,30.0493374816642,30.1826988171564,0.00118309399113059,0.0055344309884399,0.0109313108562543,0.0165132543192329,0.100522190332413,0.0608456688554423,0.0969500326905554,0.126567277361247,786.823475836979,-22.3259782783853,0.657917261055635
"594580_M1_S1","yes","no",25,538.767523428,130.1300049,1987.22998,3.769999981,15.72999954,0.90225,2.34975,1579.5,-176.5,1696.75,31.2600002288818,41.6300010681152,4.80357217788696,52.5,78,206,113.5,2137,648,233.5,2996,2986.5,5.10462793420501,4.40625199250799,4.26269396144917,-0.0124941975281811,-5.4653812573748,-3.83525228154349,538.763427734375,0.922645568847656,7.00457485989288,232.136499431901,-0.613782401103652,-0.789475246030828,6.71895488446342,41.6300010681152,31.1096591619472,31.7286740014923,29.5401743726103,0.00323072774335742,0.00900388314447303,0.0176303552851261,0.0192797746583094,0.0205958895385265,0.0671809520242111,0.117415434197312,0.116949170890797,543.492489377952,-4.72906164357664,0.557774607703281
"601725_M1_S1","yes","no",8,557.701697904,2.359985352,1852.25,4.25,16.45000076,0.8325,2,1753,-572.25,2272.25,21.1175003051758,36.2864990234375,7.04928302764893,88.5,127,313,236.5,2602.5,1149.5,525,3012.5,3002,5.48735977937389,3.28984782299137,4.02536954771857,-0.399907259781031,-4.08732239946614,-2.90558256035442,557.9765625,2.77268218994141,19.7340323762753,188.225747459255,-0.989712036675849,-0.143073702891005,5.8610810826321,36.2864990234375,27.7869654634007,26.3044439559688,24.4488592132923,0.0157841145992279,0.0176895666348057,0.0241588922556766,0.0338064276149063,0.0537169054150581,0.127130941083416,0.184372042159433,0.203031168943347,540.394311343237,17.582251156763,0.622824536376605
"622337_M1_S1","yes","no",53,521.1470549352,114.2799072,1839.189941,4.260000229,16.59000015,0.63775,1.2305,1427,-1401.75,2973.75,27.2900009155273,38.5419998168945,5.11402320861816,184,243.5,508,576,2572,2079.5,1102,3038,3025.5,6.40255314471815,4.30422254580786,4.35672164712023,-0.0498943788127921,-4.8183132239354,-4.65909528027349,521.136413574219,2.64768981933594,14.8498218678012,205.464181469084,-0.902854242531638,-0.429946760358328,3.23753069332526,38.5419998168945,33.005804457879,32.9550156483856,31.4471926885644,0.00708040548488498,0.0145853825765871,0.0112990056434067,0.0136138920792901,0.00847503077238798,0.0528518283727803,0.0491121262340799,0.0834827260895867,503.494516714639,17.6418968595793,0.549786019971469
"642613_M1_S1","no","no",6,430.3867528392,84.19995117,1891.48999,4.599999905,16.79000092,0.88525,2.32525,1737.5,-266.5,1953,27.1000003814697,46.7799987792969,4.78987455368042,74,104.5,249,151,2428,809.5,305.5,3001.5,2988.5,6.75875245088354,4.09940463493353,5.29832236653554,-0.0139496675948487,-6.22845113803045,-4.44084623617208,431.058929443359,1.01544570922852,7.45984581923285,70.3684305139201,0.33597058442954,0.941872478840991,7.33972906529601,46.7799987792969,33.1167959151285,33.6886977282661,31.1353287737912,0.000972504669334739,0.0100446208008879,0.0130234041874824,0.0229015600950779,0.0107859605923295,0.0432780792641232,0.0688541872530065,0.109347459803659,453.737863246595,-22.6789338032354,0.277032810271041
"647830_M1_S1","yes","no",48,506.9098216368,128.2800293,1825.199951,3.849999905,15.77999973,0.89525,2.338,1865.25,-232.5,2040.25,27.4599990844727,40.8115005493164,6.0931658744812,71,97,252.5,140.5,2536,798.5,296.5,3002,2994.5,6.70132674011978,4.37933399589865,4.2904731396847,-0.0702613206469885,-3.31601262070799,-3.56211022176906,506.601379394531,1.77544784545898,13.0189476545287,173.749374494614,-0.994055149649422,0.108877727086234,7.13368436918723,40.8115005493164,31.1697698480943,32.540210308779,31.5325111453483,0.0352972745895386,0.0187499027541729,0.0215131121451634,0.0243043628691425,0.0273788757622242,0.0607381753895793,0.100917417600091,0.124794824568656,518.536127046989,-11.9347476524581,0.513837375178317
"650846_M1_S1","no","no",7,402.256748952,33.31005859,1892.400024,4.119999886,16.25,0.92625,2.441,3017.5,-62.25,2968,6.3600001335144,10.9899997711182,2.32488441467285,107.5,123.5,321,161.5,4000.5,908,312,3014,3003,6.47909734720273,2.84429881897425,2.83327216585559,-0.0223576958516145,-3.15383963567179,-6.90775527898214,402.272491455078,1.62530899047852,12.2706755718731,178.926597991036,-0.99982451627496,0.0187333033803989,6.70634286024922,10.9899997711182,22.5717508339139,30.0753770528189,29.5586402462192,0.0416879057884216,0.0801735617195024,0.0457454162496128,0.02666883439342,0,0.0691886642145373,0.0803584174219968,0.0959923773426812,429.963764939244,-27.6912734841657,0.0473609129814551
"652934_M1_S1","no","no",54,459.8426294112,79.31994629,1841.589966,3.880000114,15.86999989,0.892,2.3435,1719,-202.75,1892.75,21.5,33.7879981994629,4.08569478988647,77.5,97.5,245.5,135,2319,706,251,3002,2993.5,6.61334142592035,3.80765895091575,5.29832236653554,-0.00783751754763267,-4.2479537094415,-2.70352904657254,459.877471923828,3.83571243286133,26.2585904278055,205.24100328488,-0.90452211510892,-0.426426715015471,4.7996977118205,33.7879981994629,32.1962351980506,32.5409857401397,31.6551641791709,0.0132934525609016,0.0153679734387574,0.0233683251924714,0.0267376053695165,0.0659687593579292,0.0982572945949837,0.125754120865872,0.128180763689859,478.787312251819,-18.9098403279907,0.243651925820257
"700226_M1_S1","yes","no",6,587.7884940168,39.77001953,1862.22998,3.730000019,15.72999954,0.904,2.27275,2044.5,-182.75,2154.75,6.21000003814697,15.0559997558594,3.24054646492004,59,88.5,255.5,139.5,2778,788,285.5,2996,2988,5.73860162892804,2.58539572849064,3.21891582406822,-0.130122495797847,-2.04735019107562,-0.316548047641455,587.125366210938,2.29388427734375,16.3862677712571,207.084940593568,-0.890332507564538,-0.455310911327459,6.08736472093974,15.0559997558594,30.3027924336364,32.311050527133,30.8489186815282,0.128076478838921,0.0415348701676411,0.0208299231546804,0.0162220163948605,0.727660000324249,0.229468462784101,0.148066714860477,0.130038508519903,587.19926959839,-0.073903387452674,0.431383737517832
"700239_M1_S1","yes","no",22,515.7002804592,35.26989746,1839.189941,4.260000229,16.59000015,0.88425,2.18275,2287.25,-439.5,2597.25,4.84000015258789,12.9399995803833,2.84426140785217,84,118.5,316,202,3140,1139,451,2998.5,2987,7.06803691034386,3.84040398111851,3.21891582406822,-0.0607925061615469,-1.98525472043413,-0.21994994206097,514.90478515625,1.78103256225586,11.6873841608943,255.170068270539,-0.255950798584317,-0.96668980997218,4.03764501402214,12.9399995803833,33.7936418394729,36.0912038191838,31.774867013967,0.136345624923706,0.0329402734452213,0.0174157822330718,0.0151156800122033,0.801558971405029,0.130128631760023,0.0862403054917496,0.070925500525497,506.948005475215,7.95677968103519,0.44793152639087
"HOBO-014_M1_S1","no","yes",23,1168.7403450648,152.0700684,2426.570068,3.329999924,14.13000011,0.8835,1.79425,1469.75,-418.75,1707.75,4.09000015258789,39.3400001525879,3.29838395118713,-22.5,21.5,194.5,128.5,2250,921,408.5,2970.5,2963.5,6.69828013456032,3.66475920415532,5.29832236653554,-0.0997815610061572,-1.55418148454973,-0.792699235300232,1167.8701171875,4.04281616210938,27.414347281199,338.063840943155,0.927600678570966,-0.373573260706229,5.27950030837979,39.3400001525879,22.0081539682039,25.857353520678,29.5775367649076,0.210362315177917,0.100027077600662,0.074628018016798,0.0529580411301575,0.451621413230896,0.224770556490024,0.231322803780119,0.193535404578095,1217.24932725314,-49.3792100656447,0.348644793152639
"HOBO-032_M1_S1","yes","yes",8,1183.2458038872,76.45996094,2494.469971,3.539999962,14.23999977,0.913,2.1365,2050.5,-87,2061.5,22.1599998474121,32.2900009155273,3.85351514816284,1,44,224.5,125,2754.5,669.5,247,2973,2966.5,7.01065900921257,3.3477592663336,4.11089025748156,-0.000164926777163264,-5.26673612704461,-3.20791510159599,1184.22131347656,3.54507446289062,24.790702214536,79.1916000316306,0.187525322861671,0.982259768740238,5.21189399632462,32.2900009155273,25.2941297676324,29.0616418693567,27.7076221920382,0.00416042609140277,0.0691045707662285,0.0717234858420886,0.0526115511406864,0.0394408404827118,0.224558167849187,0.229991640281565,0.203092083086851,1176.63725298055,7.58406049601376,0.317546362339515
"HOBO-053_M1_S1","no","yes",36,927.0948901296,124.3300781,2257.050049,3.400000095,14.13000011,0.883,1.9555,1229.25,-180.25,1375.25,39.0299987792969,62.2599983215332,6.05902099609375,-13.5,30,177.5,109,1732,545.5,220,2985.5,2979,6.56907141337149,4.1604275514608,5.29832236653554,-0.000594541347782997,-5.75810375083618,-4.69810333185239,927.117126464844,1.70105743408203,10.550979952199,241.665101345353,-0.474624416682018,-0.880188424764411,5.24124323985404,62.2599983215332,35.6902248818157,38.3352777622948,39.1549391658356,0.00215709256008267,0.00934433532991496,0.0119354634858322,0.0123623899600558,0.00811254419386387,0.092029372070655,0.112456923438671,0.0989679062327282,937.080412850966,-9.96328638612204,0.241369472182596
"HOBO-055_M1_S1","yes","yes",57,856.408748952,107.5200195,2224.310059,3.910000086,14.73999977,0.87625,2.02725,1595.5,-213,1795.25,20.2374992370605,43.9309997558594,5.36794567108154,15,56.5,228.5,134.5,2160.5,693,282,2988,2982,5.93327360671944,3.76780972726156,4.04306881154031,-0.0289235278108974,-4.29012794512114,-2.1436841034032,857.681884765625,4.21321868896484,28.8917208946355,200.274347132537,-0.938044173060759,-0.346515698615166,3.652557368263,43.9309997558594,35.5170396587015,39.1822129119088,39.8933672170964,0.0127031719312072,0.0128507425943224,0.0122542542208421,0.0145228248878946,0.116222187876701,0.104835716651625,0.115977006574624,0.113970851554606,842.448707586392,15.2331771792332,0.218830242510699
"HOBO-060_M1_S1","yes","yes",0,1185.2543883384,79.64013672,2688.25,3.25999999,14.06999969,0.9315,2.1475,1941.75,-232,1964.5,12.4899997711182,24.0799999237061,3.21173119544983,-24.5,22,191,92.5,2669.5,779,302.5,2962.5,2958,6.49042364265021,4.42913212068868,4.02536954771857,-0.00208779117077395,-4.06984908249367,-0.816584069038473,1182.45849609375,3.85086059570312,26.3559941028156,6.17089106900543,0.994205704384019,0.107494266685605,5.72929810728262,24.0799999237061,20.5554619693426,27.9155735006236,30.8727116313908,0.0160799659788609,0.0384689399901158,0.0584671803108571,0.0390134237029217,0.440938711166382,0.376334581542663,0.246476723687019,0.175856026307928,1179.90694232238,2.55155377136657,0.129243937232525
"HOBO-063_M1_S1","yes","yes",25,1037.2983961128,80.06005859,2331.600098,2.900000095,13.72000027,0.8705,2.02725,2014.5,-251,2249.5,15.75,31.3899993896484,4.30730581283569,26,78.5,270,187,2794,862,370.5,2984,2977,6.18075847698432,3.29901312523694,3.73769342752374,-0.0516663625577904,-6.72813735239322,-1.40016408850408,1037.03894042969,1.30091857910156,8.80475751692187,189.228207912215,-0.987057432588035,-0.160367156153364,8.87218616655911,31.3899993896484,31.0144636622762,31.7229967927363,35.0722598641294,0.000196760025573894,0.0138380095608837,0.0209991083676461,0.0270200463517643,0.245556503534317,0.136046982170518,0.168689346227229,0.153441960255431,1040.53459160102,-3.49565117132829,0.305563480741797
"HOBO-211_M1_S1","no","yes",61,482.1021450648,136.4400635,2018.030029,3.960000038,15.82999992,0.87925,2.17925,2025.75,-546.5,2405.75,25.5349998474121,41.4500007629395,4.73087120056152,76.5,104,285.5,175,2878.5,1188,487.5,2993.5,2985,2.2658675794927,3.76111009257184,5.29832236653554,-0.0256894055457884,-3.20947281573511,-2.52189471779844,482.105987548828,1.75998687744141,11.2907792740491,167.783588158545,-0.977355322173066,0.211604759445489,6.02095309777399,41.4500007629395,39.131048522606,39.7704150573829,35.9844317197215,0.0393778942525387,0.030157405933225,0.0230963130953536,0.0233976621482107,0.0793073028326035,0.156414886182464,0.132210112074638,0.141000226511422,540.927609256045,-58.8216217072164,0.265905848787446
"HOBO-216_M1_S1","no","yes",46,1425.1991098704,69.06005859,2633.399902,1.860000014,12.10999966,0.87875,1.8845,1745.5,-301.75,1945.75,11.2399997711182,23.6200008392334,4.44994449615479,-33,28.5,215.5,147,2383.5,799,340.5,2981,2973,6.05926163226068,6.42654799694732,5.29832236653554,-0.181108583675082,-3.57637031077752,-0.881205699098366,1427.57421875,3.123779296875,21.8592322864519,159.909071684126,-0.939148652223069,0.343511002775155,3.60808281204417,23.6200008392334,25.5143096669735,26.378298902424,26.7163253392116,0.0269770622253418,0.0464367239581589,0.0498075795043843,0.0607698568767873,0.413283109664917,0.16488857806425,0.17162722184646,0.175665732415252,1364.93325653464,62.6409622153556,0.0893009985734665
"HOBO-233_M1_S1","no","yes",6,1491.928878468,36.45019531,2633.399902,1.860000014,12.10999966,0.8565,1.7765,1299.75,-297.5,1555.75,6.65000009536743,22.4500007629395,4.42768669128418,-35,24.5,204,137.5,1859.5,674,317,2970,2964,5.47408006179148,6.66552420557057,5.29832236653554,-0.300765937370519,-2.62884374825076,-0.748672548933487,1493.19396972656,2.7940673828125,19.7367116867948,274.997151989906,0.0871062246374684,-0.996199029124907,4.32902967873967,22.4500007629395,15.9318292888615,21.1127822306933,24.1300050241842,0.0711618512868881,0.151785155646308,0.122256401205999,0.0681372809145834,0.471994012594223,0.240762887639399,0.200566067008308,0.199528714379465,1428.29348132717,64.9004883993875,0.0833095577746077
"HOBO-242_M1_S1","no","yes",55,743.9984940168,156.8901367,2224.310059,3.910000086,14.73999977,0.8755,2.04525,1421.25,-303.5,1645,23.0499992370605,65.8099975585938,10.6296091079712,10.5,53.5,202,129,2011,737,299,2984,2978,3.76867772876231,4.15020351117871,5.29832236653554,-0.0304841744000815,-4.12420554016956,-1.95558356127138,744.949279785156,2.20804595947266,16.2899023334574,156.824704332749,-0.919305110511856,0.393545567611661,5.14002728526533,65.8099975585938,46.0031192739942,38.8002093396568,39.1815086635828,0.0151763409376144,0.014610110981433,0.0131523337596916,0.0175061009437663,0.140481889247894,0.128599467730813,0.136520738664803,0.143252073536726,774.854602397201,-29.905322612045,0.241084165477889
"HOBO-265_M1_S1","no","yes",52,1259.1014155488,104.6499023,2252.550049,2.349999905,12.53999996,0.889,1.93925,1406.25,-175,1526.5,21.1550006866455,34.5800018310547,4.48255777359009,-33.5,18,178,107,1902.5,571,230.5,2973.5,2967.5,6.81598669345261,2.4922974222861,5.29832236653554,-0.0683160801823865,-2.96595507943842,-2.30608815693176,1258.99853515625,3.86027526855469,26.8761955153311,241.805166703953,-0.472471290531748,-0.881346061217309,5.25012411871853,34.5800018310547,34.6118788735677,32.7896753833095,32.6038979882784,0.0505112484097481,0.0135400193487818,0.0187283642021466,0.0263531858626671,0.0986503064632416,0.0698429402177444,0.129590040962537,0.133205155025984,1244.34685367617,14.6516814800823,0.103851640513552
"HOBO-270_M1_S1","no","yes",49,1391.015819436,58.73974609,2336.320068,2.640000105,12.85999966,0.86575,1.77975,1418.75,-288.5,1636.75,13.3599996566772,40.4300003051758,7.01706075668335,-47.5,15.5,190.5,136,1922.5,691,306,2981.5,2975.5,6.30804229494245,3.58514771932764,5.29832236653554,-0.0874668678253105,-3.59986298029479,-1.14117325183208,1391.96643066406,2.20071411132812,15.9153122583542,150.473559391818,-0.870128361780749,0.49282515563306,6.61030030940036,40.4300003051758,21.1769117863533,26.5356693968409,25.0157861421069,0.0263274665921926,0.0807097487854143,0.0664809263705043,0.0551956522782003,0.318444013595581,0.295672260585747,0.234445207792055,0.215644678975187,1349.9581135115,42.008317152558,0.183737517831669
"HOBO-273_M1_S1","no","yes",42,1557.0312116616,37.85986328,2295.23999,2.369999886,12.60000038,0.878,1.7645,1162.5,-120.25,1266.25,14.0200004577637,23.1014995574951,4.38870716094971,-59.5,-6.5,155.5,101.5,1614.5,457,198,2963.5,2957,6.56468989654328,5.81709265979208,5.29832236653554,-0.0441080113184912,-4.28453096527364,-1.04025337663269,1557.10388183594,2.75794982910156,19.1228674550609,318.419584595937,0.748024987199533,-0.663670564757198,6.0899635627738,23.1014995574951,20.0532613473487,23.2360878435975,27.7486146644093,0.0127800833433867,0.0207350222352395,0.0362586113344482,0.039381149612387,0.352365136146545,0.18757385452755,0.175666184244479,0.150062403596743,1478.40738932811,78.6964925078275,0.0462196861626248
"HOBO-304_M1_S1","no","yes",48,681.7766549352,150.369873,2050.939941,3.130000114,15.21000004,0.875,2.0835,1465.5,-217,1670.75,32.7849998474121,62.0099983215332,9.20558929443359,28,60.5,215,127.5,1959.5,650,251,2998.5,2991,5.81275394566047,4.31464899598687,5.29832236653554,-0.0148331749015666,-5.6879184946709,-3.89350256202459,682.376831054688,2.5970458984375,18.5326914175427,151.782579688453,-0.881159736150803,0.472818696105227,5.315782130985,62.0099983215332,37.1821781343242,38.68766760848,36.8344613719183,0.00238663493655622,0.0150009288078345,0.0214968902172936,0.0206462912913878,0.0193738602101803,0.113355504197413,0.13961460383154,0.136962198174581,682.092345834203,0.284485220484498,0.342938659058488
"HOBO-308_M1_S1","yes","yes",26,792.2269922256,47.75,2053.75,3.589999914,14.51000023,0.9145,2.239,1913.75,-113,1948,21.5949993133545,35.359001159668,4.39923048019409,25.5,61,216,115.5,2560.5,657,227.5,2991.5,2984,2.59428256293616,3.06347305183263,4.17440265439268,-0.0164228038813852,-5.73088574636633,-2.35906616512525,791.936767578125,0.734580993652344,5.46266305267286,189.377180683271,-0.98663713155177,-0.16293302502346,7.92260555216981,35.359001159668,32.7682940737186,39.9544719979783,37.3528634504954,0.00224420242011547,0.0248017841614207,0.0338467433283107,0.0224216978515852,0.0935084372758865,0.149156444975107,0.164464777272239,0.136511887300951,798.883903064679,-6.9471354865542,0.262482168330956
"HOBO-310_M1_S1","yes","yes",5,854.4458549352,51.45996094,2137.429932,3.589999914,14.53999996,0.92275,2.25975,2424.25,-36.5,2382.5,16.0200004577637,21.9300003051758,2.81390786170959,25.5,64.5,260.5,132,3210,721.5,234,2987.5,2981,5.47389232069594,3.64811587715818,3.58354671584809,-0.00289996040597638,-5.63230342310213,-1.40148327280784,855.490661621094,1.81531524658203,13.8784433349622,129.367805715131,-0.63429621691056,0.773090104200637,5.0460620402622,21.9300003051758,25.7652646563045,30.832256602628,34.897967586222,0.00258031883276999,0.0211306603430653,0.0237015198612604,0.0242113655962878,0.245231464505196,0.255774044692774,0.202841308911197,0.143079011958061,847.370737646845,8.11992397424888,0.275320970042796
"HOBO-312_M1_S1","yes","yes",20,918.8713922256,100.5200195,2197.879883,3.049999952,13.89000034,0.9245,2.2295,1976.25,-94.75,1966.25,16.3400001525879,29.0499992370605,3.82233309745789,7,43,206.5,103,2649,660,229.5,2983.5,2977,5.52485730918984,3.84221381527233,4.00735136688537,-0.00146554663656868,-6.15875122100362,-1.44812684889282,919.16015625,2.54463958740234,17.0323007667304,2.32465759746972,0.999177031618126,0.0405617983673229,4.03425408734265,29.0499992370605,27.515117633714,33.8581657486295,33.4245283178774,0.00111489265691489,0.0154703987501027,0.0216682104191055,0.0259009894316358,0.234010085463524,0.173227706309376,0.142992766759392,0.156412669269348,909.1051664751,10.0549897749004,0.347788873038516
"HOBO-315_M1_S1","no","yes",54,944.8922038872,160.8200684,2008.75,3.460000038,14.38000011,0.89225,2.11,1737.75,-180.5,1875.75,33.0125007629395,57.1100006103516,5.82856178283691,15,59,233,133,2352.5,688,255,2987,2980,6.2232737640502,4.72995221985867,5.29832236653554,-0.00603243319041814,-5.16759560080676,-3.55455960752185,945.482604980469,2.52812194824219,18.1991306899565,178.78570664877,-0.999775427942513,0.0211918305571942,5.59581898705712,57.1100006103516,33.3349862511183,34.8050978080848,34.3121094950113,0.00469825323671103,0.0462904287668132,0.0333693478650775,0.0324411284935091,0.0275939647108316,0.145724362327965,0.153825574817907,0.161649988828438,914.96624384605,30.516361134419,0.542082738944365
"HOBO-331_M1_S1","no","yes",44,1115.9977411776,51.16015625,2629.840088,3.049999952,13.85999966,0.89825,1.905,1323.75,-173,1408.5,10.4899997711182,56.9300003051758,9.7678337097168,-49,7,144.5,92,1783.5,534,222.5,2967,2962,3.68848658320026,4.07451518843824,5.29832236653554,-0.0355317050719088,-2.62324337754747,-1.2795331177642,1114.88928222656,1.87603759765625,13.4673113523079,297.955727376797,0.468789166407939,-0.883310091337436,8.68732961338998,56.9300003051758,28.8102942338039,33.2531580316353,29.1466111915847,0.0715671181678772,0.068170235780709,0.0646049829187523,0.0606838827172474,0.277167141437531,0.313034124917328,0.272177099418733,0.223234730855278,1159.13940463881,-44.2501224122461,0.264479315263909
"HOBO-333_M1_S1","no","yes",40,1259.7657844512,84.59033203,2670.929932,3.049999952,13.10999966,0.785,1.5735,1418.75,-396.25,1913.25,16.0249996185303,31.5599994659424,6.72496223449707,-5,72.5,295,259,2077,865,454,2982.5,2976,4.96224332363718,3.10334161311082,5.29832236653554,-0.128145048331037,-4.34201753741303,-1.56831251450531,1260.34606933594,2.54212951660156,17.52911378918,109.227985983774,-0.329327885824525,0.944215623477153,4.49680369027671,31.5599994659424,30.132908263421,27.927456391197,26.0888674619814,0.0120102530345321,0.0693204474251131,0.0759433567763896,0.0665636336183059,0.207396551966667,0.229221436572116,0.266248898565277,0.228263697482409,1246.72263233323,13.6234370027053,0.214835948644793
"HOBO-335_M1_S1","yes","yes",43,586.544923428,116.1900635,2069.97998,3.680000067,15.43000031,0.9005,2.23925,1528.5,-198.5,1665,23.7700004577637,35.976001739502,5.89699268341064,36.5,63.5,211.5,113,2109.5,652.5,238.5,2990.5,2981.5,5.5032520957196,4.21090775669317,4.21952241095033,-0.0456435792985903,-3.0657777067203,-2.6731550527991,586.330871582031,1.09741973876953,7.70984181836543,317.083643894098,0.732348544984369,-0.680929958703006,8.52072657229756,35.976001739502,36.026124531835,38.9810798897231,37.507722549328,0.0456175729632378,0.0264360294408434,0.0239593638467437,0.0226183137174325,0.0680340752005577,0.117337420395057,0.129334513684461,0.133033805242095,571.40392331731,14.9269482647212,0.256490727532097
"HOBO-341_M1_S1","no","yes",32,789.971502096,111.1799316,2220.060059,4.170000076,14.56999969,0.8555,2.01225,1211,-278,1474.75,21.8299999237061,68.2200012207031,11.2381076812744,18,56,197,126.5,1673,645,270,2982,2974.5,5.33661011032858,3.70102507479176,5.29832236653554,-0.0290991377913993,-3.68401800602349,-1.86747916924474,789.781677246094,1.72939300537109,11.3418199008098,265.394865521084,-0.0802882489129986,-0.996771687542581,9.05911012616179,68.2200012207031,37.2046246116137,35.465113424401,34.3229430972614,0.0241218321025372,0.0329520819178189,0.0303322622793663,0.0250494772600708,0.153512671589851,0.164384573014859,0.185234883094602,0.156701998606197,810.658942027247,-20.877264781153,0.383737517831669
"HOBO-345_M1_S1","no","yes",56,1040.200097904,138.0200195,2334.959961,3.630000114,14.38000011,0.84825,1.855,1376.25,-277.75,1656.5,22.3199996948242,43.8899993896484,4.42643737792969,7,50.5,245.5,163.5,2027,724.5,329,2974,2968.5,5.36145603678887,3.57552021238009,5.29832236653554,-0.138900373939359,-4.50930883546185,-2.04828145304628,1040.92053222656,3.15870666503906,22.278559267046,270.176477997028,0.00308011723519643,-0.999995256427658,4.93747999620679,43.8899993896484,35.0741626713103,35.4815670570395,32.3287701066604,0.0100060645490885,0.016016991059247,0.0239861738884681,0.028679747446404,0.127956330776215,0.105269509849545,0.141454370969173,0.152282655560241,972.227441704475,68.6930905220876,0.417689015691869
"HOBO-347_M1_S1","no","yes",15,745.8089883384,197.5800781,2006.209961,4.170000076,15.07999992,0.896,2.177,1852.5,-314.25,2051,18.2199993133545,58.2569999694824,6.67240190505981,31.5,70.5,241.5,139.5,2563,874,343.5,2979,2973.5,6.97871787927897,5.1855855091838,5.29832236653554,-0.00385309244212419,-6.48464418501469,-2.14485052772338,745.223937988281,1.34860992431641,9.51895443530539,341.208589446912,0.946697561659083,-0.32212377550989,8.77936672150685,58.2569999694824,35.2839914077706,37.6389601167131,37.06308277425,0.000526703894138336,0.0142666337703766,0.0205722779343283,0.0217501152293767,0.116085536777973,0.12329605764429,0.136998024730429,0.132893826749572,770.897494027352,-25.6735560390705,0.206276747503566
