"uniqueID","clearcut","insideHJA","oldGrowthIndex","elevation_m","canopyHeight_m","precipitation_mm","minT_annual","maxT_annual","mean.NDVI","mean.EVI","mean.green","mean.wet","mean.bright","l_p25","l_p95","l_rumple","B1_median","B2_median","B3_median","B4_median","B5_median","B6_median","B7_median","B10_median","B11_median","lg_DistStream","lg_DistRoad","lg_YrsDisturb","lg_cover2m_max","lg_cover2m_4m","lg_cover4m_16m","be10","tri","slope","aspect","Nss","Ess","twi","ht","ht.r250","ht.r500","ht.r1k","cov2_4","cov2_4.r250","cov2_4.r500","cov2_4.r1k","cov4_16","cov4_16.r250","cov4_16.r500","cov4_16.r1k","be500","mTopo","cut.r1k.pt"
"252447_M1_S1","yes","no",15,729.7948588224,45.55981445,2019.530029,4.03000021,14.98999977,0.89725,2.168,1929.75,-115.25,2048,9.29749965667725,16,2.78343081474304,35,70.5,287,142.5,2635.5,706,243,2997,2990,6.53222435954242,4.03678193764117,3.61094493930603,-0.0259371779393626,-4.02130051289305,-0.0950509250073816,729.888244628906,2.25919342041016,16.3682556694212,265.35412053648,-0.0809970669237182,-0.996714339793381,6.47627408606219,16,23.8640847948596,29.4100454801589,31.0261423622322,0.0169296320527792,0.0480093718762187,0.0439504054581847,0.0331360755577546,0.908326625823975,0.334305207997522,0.285531177399278,0.21012285138903,718.694963252766,11.1932813761404,0.602853067047076
"257002_M1_S1","no","no",22,1003.6319858232,69.18969727,2065.409912,3.779999971,13.97999954,0.901,2.10675,1877.25,-129.5,1964.5,8.74250030517578,37.4090003967285,5.01837968826294,22,60,250,144.5,2571.5,699.5,280,2984.5,2979,6.68033238520411,3.3435586504883,5.29832236653554,-0.0941826584612937,-3.66437630105776,-0.701026196872913,1004.21118164062,1.82051086425781,5.99848160120889,352.027686941145,0.990335205499005,-0.138694559191208,3.13940645469569,37.4090003967285,28.120183393617,34.0471933100397,33.8942260115469,0.0246201455593109,0.0313480023725102,0.0329397708300022,0.0349185814101237,0.495075970888138,0.225840351222064,0.181207866347852,0.162763649332568,918.144510477857,86.0666711627679,0.183737517831669
"258173_M1_S1","yes","no",31,966.8773922256,48.86010742,2151.419922,3.299999952,13.97000027,0.88075,1.958,1290.5,-177.5,1441.75,5.96999979019165,19.3899993896484,2.64035367965698,4.5,52,207.5,140,1902,635,258.5,2974,2966,7.10459573707794,2.79063929904737,3.63761247516961,-0.445773984660267,-2.30914129861288,-0.917011713798448,967.754028320312,4.95528411865234,32.685726987554,294.052282672849,0.407570088221989,-0.913173928223271,3.77099573579323,19.3899993896484,26.5167248438799,33.8719747252591,31.9711720819701,0.0983465239405632,0.0230291895385591,0.0261349526455731,0.0258457650799586,0.398711711168289,0.297569548439679,0.213537346819133,0.168603529895406,952.350521609024,15.4035067112884,0.403138373751783
"268355_M1_S1","yes","no",37,684.03661008,52.91650391,2056.590088,3.690000057,15.73999977,0.82675,1.90225,2068,-564,2661.25,10.6099996566772,22.4799995422363,4.6914701461792,97,145.5,399.5,287.5,2999.5,1285.5,584,3020.5,3011,5.53821772429301,3.98920766526345,3.98900256491133,-0.0661061773897185,-3.30292024132263,-0.639655818797747,683.160705566406,2.71393585205078,17.3065948500668,119.722138393809,-0.49579426011382,0.868440010385398,3.91689782215795,22.4799995422363,24.5756090025588,30.6509173413391,32.9189684704912,0.0357756167650223,0.0259734839055958,0.0273603594230967,0.0245969785679343,0.526473939418793,0.304340430171226,0.232015128911937,0.166826336434944,619.675334476231,63.4853710901748,0.297860199714693
"268413_M1_S1","no","no",55,702.3476038872,117.4899902,2007.02002,4.019999981,14.98999977,0.869,2.05025,1507,-343,1784,33.1300010681152,59.810001373291,10.6078805923462,36.5,73.5,241.5,152,2160,821,359,2993,2984.5,6.69984932691881,3.4087152353179,2.63912875563579,-0.254016728065038,-4.27282387376569,-2.71740249416872,702.2333984375,1.34934234619141,9.79374893640762,332.780909358215,0.889264021382618,-0.45739425037315,5.94780335965748,59.810001373291,38.9668754392842,34.1261809561863,31.6830787694807,0.0129423560574651,0.0235075139025489,0.0279729336172075,0.0268962945073103,0.0650460869073868,0.0787848572111382,0.192246731215895,0.181006981457184,729.504490369266,-27.2710919317661,0.499286733238231
"279822_M1_S1","yes","no",4,752.2341961128,77.2199707,2007.02002,4.019999981,14.98999977,0.9135,2.26425,1824,-63,1851,19.9599990844727,29.6800003051758,2.96258568763733,27,62,232.5,118.5,2482,601.5,204.5,2992.5,2983,6.90445022731094,3.31961979449685,3.73769342752374,0.000261404677408076,-6.49713362369058,-2.84322039104681,752.843933105469,4.90795135498047,31.833856210245,19.4731504377466,0.942797813907042,0.333365088292254,4.16041376676237,29.6800003051758,24.5510796345641,28.1728053517688,31.8029390983259,0.000507754797581583,0.00772101389155629,0.0203429297131858,0.0251151236356468,0.0572378151118755,0.102082129843794,0.162696608879783,0.152425880282517,761.510438192343,-8.66650508687405,0.438516405135521
"280500_M1_S1","yes","no",6,644.310439596,100.5793457,2182.429932,3.910000086,14.93999958,0.761,1.717,1976.25,-1171.25,3098,22.2700004577637,31.3899993896484,3.56447792053223,158,216.5,426.5,416.5,3137.5,1839,921.5,3010,3000.5,6.34721651576104,3.05937698723966,0.693647055601596,-0.00445634880996691,-6.28229196629778,-4.01546368491284,642.429382324219,4.87060546875,31.6063869146122,168.018998982517,-0.978216489391798,0.207587330735733,6.23030667137093,31.3899993896484,24.8725553829365,27.0707336912689,29.1536326461498,0.000869111740030348,0.0251051101708305,0.0365245884558151,0.0346775853783972,0.0170345902442932,0.219715179131079,0.201491302308602,0.190986586443264,699.269166017613,-56.8397836933945,0.390299572039943
"286789_M1_S1","no","no",50,716.3409450648,91.48950195,2040.599976,3.119999886,15.10999966,0.89575,2.2135,1845.75,-149.25,1972.25,32.0750007629395,45.5279998779297,8.18573570251465,45.5,80.5,250.5,137.5,2534.5,704,253.5,2996.5,2988.5,5.60853673140913,4.10616440039753,5.29832236653554,-0.00554341588786094,-3.08640418357943,-2.51687554239539,716.711059570312,1.65522003173828,11.8737094282015,52.0952938947056,0.614350011051724,0.789033626609631,4.99109967249151,45.5279998779297,35.5767698848949,36.3472980099933,32.5078027278656,0.0446658656001091,0.0403570380878786,0.0334068045792036,0.0404314744941331,0.0797113925218582,0.132515633788127,0.151581813692465,0.178416275404565,707.463313091185,9.24774647912716,0.271041369472183
"287338_M1_S1","no","no",30,854.6096401296,55.28930664,2211.830078,3.450000048,14.22000027,0.909,2.20375,1758.25,-114.25,1817.75,19.3299999237061,43.9099998474121,5.68439769744873,19,54.5,216.5,115,2432.5,623.5,218,2988.5,2982,6.80203897592837,3.85969949465515,5.29832236653554,-0.0102426319412758,-4.28388540204134,-1.7057045520934,855.337829589844,3.25230407714844,22.47479502833,97.819969388305,-0.136060871090132,0.990700479134937,4.54742153781811,43.9099998474121,26.3943563794595,28.4571905477645,27.6208056305214,0.0127889821305871,0.0416194758302239,0.0471065864982503,0.0394167143200822,0.180644363164902,0.180240212472407,0.173068578962213,0.167468043286324,841.012158198462,14.3256713913821,0.355206847360913
"292528_M1_S1","yes","no",2,834.6088518864,29.39306641,2427.439941,4.079999924,14.06999969,0.9075,2.231,2123,-95,2195,8.88000011444092,21.9720001220703,4.56611156463623,35,78.5,284,138.5,2913.5,744.5,261.5,2986.5,2977.5,5.45094057753136,3.65902426005268,4.02536954771857,-0.0495392562237489,-3.11191273822479,-0.521857819720595,837.142517089844,4.45824432373047,29.260394053235,67.610409635985,0.380902396299398,0.924615252141871,3.80140422305236,21.9720001220703,18.0262439589187,20.6536294868827,23.9986997144635,0.0435157269239426,0.0537937494010139,0.0594120858477621,0.0506540162638347,0.592417061328888,0.406444315679346,0.392652911389772,0.2875038905074,830.985687940075,6.15682914976855,0.426533523537803
"301004_M1_S1","no","no",11,941.3530711128,66.70117188,2123.350098,4.150000095,14.23999977,0.73775,1.558,1874.5,-668,2856,6.06500005722046,23.0209999084473,3.47437787055969,134.5,205,532.5,449,2994.5,1406,726.5,2999.5,2988.5,7.00412551763458,3.16343470645555,5.29832236653554,-0.835648175740861,-2.73685149514368,-1.8598740882922,939.893249511719,4.74082183837891,31.303376573088,115.488144221619,-0.430324322508577,0.902674347401949,3.9486688532806,23.0209999084473,19.5479567768664,26.5683567302833,25.8960696115449,0.0637739673256874,0.06352265022057,0.045657881350437,0.0354782943508408,0.154692232608795,0.272745294844455,0.183928051548245,0.193867561204743,896.339196845783,43.554052665936,0.343794579172611
"307043_M1_S1","yes","no",7,559.6699871856,80.0378418,2151,4.199999809,15.30000019,0.90725,2.3355,2260.25,-183.25,2359.25,19.8199996948242,32.0900001525879,4.49435806274414,77.5,103,268,149,3057,862.5,299.5,2994,2984.5,4.515231538538,3.67390706089693,4.07755439291463,-0.00892171326163686,-4.47763778823973,-2.32698951423768,559.891479492188,4.00924682617188,26.0983268782825,204.61566218675,-0.909122281922829,-0.416529322510947,7.2964420127359,32.0900001525879,24.7271349883822,28.0803246108406,27.1570938955465,0.0103602167218924,0.0211943250437908,0.0229186484451816,0.0250709260638163,0.096589095890522,0.203700898015375,0.212813703676804,0.216012829479701,639.203170348078,-79.3116908558901,0.206562054208274
"357256_M1_S1","no","no",22,909.2823961128,93.10009766,2111.870117,4.309999943,14.5,0.83525,1.93325,1874.25,-369,2323.75,6.46000003814697,30.7180004119873,6.30732107162476,60,119.5,363.5,241,2688.5,978,428.5,2995.5,2986.5,5.9448732866019,2.96183517669597,5.29832236653554,-0.141435523613769,-2.42236879203908,-0.79898066944792,908.097778320312,3.41219329833984,23.2747922529532,222.780726294047,-0.733958379992418,-0.67919444670794,4.06620097925256,30.7180004119873,21.183842569899,26.7110546250427,26.5288358212686,0.0877112299203873,0.0574916383295052,0.0442280582418638,0.0407663493198153,0.448787212371826,0.280830402894004,0.197445800724521,0.218268783676297,841.080951612466,67.0168267078466,0.377175463623395
"361840_M1_S1","no","no",5,851.4100588224,29.68994141,2097.780029,4.150000095,15.06000042,0.89575,2.146,1900,-195,2059.25,5.43499994277954,17.9680004119873,3.87824726104736,37.5,73,285,151,2689.5,813,307,2992,2982,6.42498442421572,1.77662737354885,5.29832236653554,-0.295241723657788,-2.20556615088805,-0.543503569313151,851.272338867188,1.86917114257812,10.607915203118,35.2426395100047,0.816715691255615,0.577040275593362,3.02845002190986,17.9680004119873,17.3989290943608,26.2532084318779,28.7111638386336,0.109188124537468,0.0719287504758654,0.0549604649768783,0.0349377244543408,0.579710125923157,0.387876882034138,0.287753666168903,0.209651167747804,727.547852347993,123.724486519194,0.38716119828816
"364070_M1_S1","no","no",48,933.4835606136,59.95996094,2167.840088,4.170000076,14.26000023,0.84725,2.02025,1298.25,-169.75,1531.5,19.0249996185303,32.8370018005371,4.18758106231689,37,87.5,223,153,1827,564.5,256.5,2974,2966.5,6.28033668028152,3.12369757884023,5.29832236653554,-0.409233142608533,-3.92211869918723,-2.28130910568458,935.193115234375,3.93467712402344,26.2820127895072,270.496054960396,0.00865768416927436,-0.999962521550095,3.77319532039937,32.8370018005371,25.9149861352254,28.8483089870877,28.0292615296714,0.0187991019338369,0.0240245134870612,0.0386325710903574,0.0383328707401964,0.101150393486023,0.172119552369578,0.197793658073051,0.205795009516281,863.616819051236,71.5762961831388,0.318402282453638
