"AUC.train_mean","ll.train_mean","nagel.train_mean","plr.train_mean","tjur.train_mean","cor.train_mean","AUC.test_mean","ll.test_mean","nagel.test_mean","plr.test_mean","tjur.test_mean","cor.test_mean"
0.6516638892147,-25.0258641760187,0.0496473945732657,1.1723700543159,0.0220591927605407,0.17411797554537,0.553079197490888,-6.7765775272653,-0.00286477733881606,1.05613664068116,0.00841891756749739,0.0692851701927598
