insideHJA,elevation_m,canopyHeight_m,minT_annual,precipitation_mm,distToRoad_m,distToStream_m,YrsSinceDist,mean.NDVI,mean.EVI,mean.bright,mean.green,mean.wet,l_Cover_2m_max,l_Cover_2m_4m,l_Cover_4m_16m,l_p25,l_p95,l_rumple
0,1.7384808532071934,-0.9619298873788037,-2.468389430957061,2.266158091343865,-0.25023605515336517,0.9373693766288657,-0.9940758053336824,0.9952804410680897,0.5624949456612607,2.270439263868129,2.766855135785811,-0.775377257600715,-3.1476036331455246,1.7567129329769844,0.16970642975788505,-1.4634104655961662,-1.3343892870358123,-0.8596890590716778
0,0.4689316192428551,-0.8376429413106476,-0.3784173413150311,0.265974819637097,-0.08634306645100277,-0.43176256456569134,-1.1818515485834826,0.8849930717709065,0.2305470160291539,-0.26625953462769286,0.3333622063371374,1.0477709026458442,0.10306854327733185,0.16275528030381595,2.5932334411791795,-1.103305814037819,-1.367782081233303,-0.9619592516545398
0,1.5129983700941108,-1.5550910607622643,-1.4317630671693833,0.7730697151593792,-0.44203188207013383,0.6700657590715597,0.9713103073475604,0.44384359458217637,-0.077328353820471707,-0.09614561125716435,-0.0087710548472339,-0.276880103295537,-0.8716090567743792,1.0320087362159165,0.16183883597228857,-0.7844084393472042,-0.25853452904795354,0.11587444413794093
0,0.6190247789694737,-1.234825403038184,-2.2343123813594983,0.7894036698149194,-0.29893470309617226,-0.5366489536632574,0.9713103073475604,0.037521707697821,-0.9414065523284727,-1.6428063924899472,-1.6114690775264815,0.4001070806841294,0.31655415409481547,-0.229703238317857,-0.7014874297393852,1.480418727867892,1.7881394190488484,3.4759644979546724
0,-0.20401867937426635,-0.6699059581379538,0.7752473474700963,-0.65638006208896,0.14571844714809484,1.5496597422751563,-1.0065941882170024,0.5309125703431106,0.47887447483790474,-0.7365744992403305,-0.506546906160561,0.6729418403294187,0.2889561992766602,0.5225368771735962,1.9480704565536102,-1.0164292201611373,-1.157195042881483,-0.7700962481209481
0,-0.004402866464158211,0.275030239750401,0.00613755494667781,0.06797610294659036,-0.04456703257129065,-0.7528951455172216,-0.8438552107338422,-0.19466222766466854,-0.2775106930642603,-0.07613220850769041,-0.25976225874888337,-0.4528202754032469,0.5890095796945837,-0.6969625489694985,-0.8141631866998964,0.5476111916446562,-0.319248679261014,-0.7411235565671551
0,-0.3951362677760244,1.2887778016514082,-0.16106005338680612,-0.7216607027351679,-0.36850642679207846,0.2137621727885237,0.9713103073475604,0.44384359458217637,0.6853916982349788,-0.5645843193620388,-0.29551798891364345,0.763461783950052,-0.05919956780776524,-0.19464878675336497,-0.08097807040376588,-0.3631490173147711,0.5635351204223478,0.5417185553531171
0,-0.30717895573388676,-0.6305776006802735,-0.5623347096458743,-0.5768200669763467,-0.3541328660013743,0.9117571263373748,0.9713103073475604,0.4728665865024895,0.46367075287002146,-0.712183164639409,-0.4813075672207303,0.6040956860264017,0.5055735250223095,-0.6391826859242612,-0.32047761642178024,1.1817314198563085,0.6499920573558072,0.14360809874508962
0,0.538243182346724,-1.1668999083274298,0.4074122112057467,0.1767086215271155,-0.35663250559554555,0.13877379983109941,-1.1317780170502025,0.7572919073215385,0.5384223858787796,0.24408223548389263,0.7273763308978273,0.7711113566503872,-0.9784224200977707,2.3362555239922034,-0.9933553104605888,-1.3710221149959254,-1.550653106770373,-0.3669074746621198
0,-0.734088760461176,0.08360818537153557,0.6749287824700058,-0.6359889519616341,-0.0018197620763782632,-0.33995422353378324,-1.519847886433123,-2.586156761898308,-1.943585225378076,0.048326139840600656,-1.2714390945870961,-1.9559613110191163,0.5236280502407051,-0.08541529500805532,0.43527926746049617,-0.4899205984041562,-0.8015922437758289,-0.8992633223562662
