insideHJA,oldGrowthIndex,elevation_m,canopyHeight_m,minT_annual,precipitation_mm,distToRoad_m,distToStream_m,YrsSinceDist,mean.NDVI,mean.EVI,mean.bright,mean.green,mean.wet,l_Cover_2m_4m,l_Cover_2m_max,l_Cover_4m_16m,l_p25,l_p95,l_rumple
0,-1.2289522636898085,1.7339356703422493,-0.9701968693540488,-2.4628448373073386,2.2648217496821523,-0.24908356164305268,0.9350084171250617,-0.9898493980891113,0.993674264617532,0.5601753511651858,2.2682566646527107,2.765422544924415,-0.7730967903093013,1.7604310775591145,-3.140817492512497,0.17109834424093823,-1.468217464344637,-1.3382222122690963,-0.855586110988505
0,-1.4178986703548213,0.4668917894986798,-0.845628093601673,-0.37496854342948616,0.26774673245224806,-0.0855303568761954,-0.4312444471441467,-1.1776041464808733,0.8836178140174322,0.22887208743455956,-0.2721436656633388,0.3283474597890558,1.0462842881450056,0.166766255566909,0.10296549501760396,2.590311069304113,-1.1080272329121335,-1.3719715455862793,-0.9581080281339246
0,0.4715653962953075,1.5088981587416002,-1.5647030788130956,-1.427257988426596,0.774053610195611,-0.44048175629135633,0.6682668985548701,0.9753169684113306,0.44339201161703534,-0.07840536709422723,-0.10178151333445183,-0.014289429161118606,-0.2756296562703965,1.0358600183522837,-0.8696464589978825,0.16324475609768882,-0.7890540713715662,-0.25088041590819554,0.12237861284943782
0,-0.18974702703223756,0.6166887524681606,-1.2437111954310662,-2.2290025170114105,0.7903621821332768,-0.2976812472543849,-0.5359102760651892,0.9753169684113306,0.03792087782719748,-0.940805465812878,-1.6506991703540748,-1.6193466589564027,0.39995870223256647,-0.22562016333802126,0.31599866319584696,-0.6985446434213602,1.4763113383325324,1.8176461307892429,3.4907390842491424
0,-0.7565862470272762,-0.20473049592631196,-0.6775107546273843,0.7775392659982471,-0.6531748237726236,0.14605004538925534,1.5460112289496168,-1.0023663813152288,0.5302786831434301,0.47671727709563794,-0.7431449103373203,-0.5127980175927248,0.6722297167704837,0.526481755894016,0.28845919705741,1.94629658347811,-1.0211299925707675,-1.159136042585814,-0.7657727791746058
0,-0.5676398403622633,-0.005508608739168887,0.2695681547739937,0.009200726379758021,0.07005570276536348,-0.04384093332261029,-0.7517017349584878,-0.8396455993757017,-0.19377691290985347,-0.27819893835162673,-0.08173890717811219,-0.26565009769423836,-0.4512062918135394,-0.6927936323978897,0.5878766707140791,-0.8110198185526388,0.5432821177983147,-0.3122428188413429,-0.7367287751697134
0,-0.04803722203347789,-0.39547092916643756,1.285614462957595,-0.15782921845187223,-0.7183540192930715,-0.3671087344319114,0.21292284954263585,0.9753169684113306,0.44339201161703534,0.6828334297219435,-0.5709037636812766,-0.30145846108862134,0.7625626234629703,-0.19057215173064174,-0.05895871929542122,-0.07913989527903527,-0.3676945358633181,0.5799665759855755,0.5492708830629119
0,0.566038599627814,-0.3076871937925565,-0.6380932172605193,-0.5587014819091286,-0.573738463686103,-0.35276497299437876,0.9094500255133677,0.9753169684113306,0.47235423545916866,0.4615430818102652,-0.7187179840842814,-0.4875215257849251,0.6035258159057756,-0.6350243842624106,0.504617443082462,-0.3182130917580134,1.177553046449674,0.667346624653957,0.15018053018199845
0,-1.323425467022315,0.5360665718174621,-1.175631674723774,0.4100729898370152,0.17861925266064901,-0.35525943032062407,0.13809216576603864,-1.1275362135764033,0.7561840291120554,0.5361495419633464,0.23894279132332208,0.7229415818997075,0.7701963902257156,2.3398671990885918,-0.9762334514674111,-0.9898929501455608,-1.3758071573953636,-1.5567951083706544,-0.3615916098371363
0,-1.2761888653560616,-0.7337545264179797,0.07771203697298328,0.6773212990992689,-0.6328154011212594,-0.0011822867274501976,-0.339629165136184,-1.515562693586045,-2.5802641575014755,-1.9410378383736606,0.04290104985662496,-1.278816144323545,-1.9512414606929993,-0.08135872759360142,0.5226337051270131,0.43619841755289557,-0.49449624457229724,-0.7997364270711051,-0.8952577810918572
