insideHJA,oldGrowthIndex,elevation_m,canopyHeight_m,minT_annual,distToRoad_m,distToStream_m,YrsSinceDist,mean.NDVI,mean.green,l_Cover_2m_4m,l_Cover_2m_max,l_Cover_4m_16m,l_p25,l_p95,l_rumple
0,-1.2289522636898085,1.7339356703422493,-0.9701968693540488,-2.4628448373073386,-0.24908356164305268,0.9350084171250617,-0.9898493980891113,0.993674264617532,2.765422544924415,1.7604310775591145,-3.140817492512497,0.17109834424093823,-1.468217464344637,-1.3382222122690963,-0.855586110988505
0,-1.4178986703548213,0.4668917894986798,-0.845628093601673,-0.37496854342948616,-0.0855303568761954,-0.4312444471441467,-1.1776041464808733,0.8836178140174322,0.3283474597890558,0.166766255566909,0.10296549501760396,2.590311069304113,-1.1080272329121335,-1.3719715455862793,-0.9581080281339246
0,0.4715653962953075,1.5088981587416002,-1.5647030788130956,-1.427257988426596,-0.44048175629135633,0.6682668985548701,0.9753169684113306,0.44339201161703534,-0.014289429161118606,1.0358600183522837,-0.8696464589978825,0.16324475609768882,-0.7890540713715662,-0.25088041590819554,0.12237861284943782
0,-0.18974702703223756,0.6166887524681606,-1.2437111954310662,-2.2290025170114105,-0.2976812472543849,-0.5359102760651892,0.9753169684113306,0.03792087782719748,-1.6193466589564027,-0.22562016333802126,0.31599866319584696,-0.6985446434213602,1.4763113383325324,1.8176461307892429,3.4907390842491424
0,-0.7565862470272762,-0.20473049592631196,-0.6775107546273843,0.7775392659982471,0.14605004538925534,1.5460112289496168,-1.0023663813152288,0.5302786831434301,-0.5127980175927248,0.526481755894016,0.28845919705741,1.94629658347811,-1.0211299925707675,-1.159136042585814,-0.7657727791746058
0,-0.5676398403622633,-0.005508608739168887,0.2695681547739937,0.009200726379758021,-0.04384093332261029,-0.7517017349584878,-0.8396455993757017,-0.19377691290985347,-0.26565009769423836,-0.6927936323978897,0.5878766707140791,-0.8110198185526388,0.5432821177983147,-0.3122428188413429,-0.7367287751697134
0,-0.04803722203347789,-0.39547092916643756,1.285614462957595,-0.15782921845187223,-0.3671087344319114,0.21292284954263585,0.9753169684113306,0.44339201161703534,-0.30145846108862134,-0.19057215173064174,-0.05895871929542122,-0.07913989527903527,-0.3676945358633181,0.5799665759855755,0.5492708830629119
0,0.566038599627814,-0.3076871937925565,-0.6380932172605193,-0.5587014819091286,-0.35276497299437876,0.9094500255133677,0.9753169684113306,0.47235423545916866,-0.4875215257849251,-0.6350243842624106,0.504617443082462,-0.3182130917580134,1.177553046449674,0.667346624653957,0.15018053018199845
0,-1.323425467022315,0.5360665718174621,-1.175631674723774,0.4100729898370152,-0.35525943032062407,0.13809216576603864,-1.1275362135764033,0.7561840291120554,0.7229415818997075,2.3398671990885918,-0.9762334514674111,-0.9898929501455608,-1.3758071573953636,-1.5567951083706544,-0.3615916098371363
0,-1.2761888653560616,-0.7337545264179797,0.07771203697298328,0.6773212990992689,-0.0011822867274501976,-0.339629165136184,-1.515562693586045,-2.5802641575014755,-1.278816144323545,-0.08135872759360142,0.5226337051270131,0.43619841755289557,-0.49449624457229724,-0.7997364270711051,-0.8952577810918572
0,-1.2761888653560616,0.6528152920881987,-0.7826897595690996,-1.8281302535541544,-0.16132253758790255,-0.9042099754238998,-1.49052872713381,0.12480754935359223,0.46034691700756564,0.4459604056620142,0.1802885808018981,1.4580531435641317,-0.9074548499133682,-0.943048363128316,-0.45327004525770137
0,-1.0400058570247956,-0.2603034576124042,-0.400726697441785,0.042606715346084366,-0.169381952115181,-1.1742817811621968,-1.0774682806719336,0.8025235872594656,1.3906622404890843,-0.5400404102735241,0.5385038293731463,2.194361464552897,-0.6606772508481004,-1.1375671851079765,-1.0147526424585231
0,-0.09527382369973111,-1.138068558061809,-0.06187623464989578,-0.6923258353060792,-0.5653318058276041,-1.454153912724392,-1.1025022471241686,0.5302786831434301,1.5851508024546546,-0.1721820271903173,-0.08011926147233692,1.8311985737561232,-0.8812019181041689,-1.1252946577055458,-0.289856330536042
0,0.4715653962953075,0.25088067890858506,0.2896065547922463,0.05930970899409658,-0.0773787913363149,-1.2128491553127072,0.9753169684113306,0.47235423545916866,-0.29373508859179365,-0.7171737292751499,0.6035645615050569,-0.9260379540011521,1.1707272280969707,0.1970650786879798,-0.6212552534159927
0,0.09367258296528178,-0.17076604721511224,-1.5877825945999693,-0.040908257904881715,-0.29492045554186813,0.07647358682333193,-1.3653588948726352,-0.45443692748903514,0.6506227303385026,1.054131080919285,-3.9538625951545825,-0.8834197638555427,-1.4944703961538364,0.8076210346885973,-0.5125829643017294
