insideHJA,elevation_m,canopyHeight_m,minT_annual,precipitation_mm,distToRoad_m,distToStream_m,YrsSinceDist,B1_20180717,B2_20180717,B3_20180717,B4_20180717,B5_20180717,B6_20180717,B7_20180717,B10_20180717,B11_20180717,NDVI_20180717,EVI_20180717,B_20180717,G_20180717,W_20180717,mean.NDVI,mean.EVI,mean.bright,mean.green,mean.wet,l_Cover_2m_max,l_Cover_2m_4m,l_Cover_4m_16m,l_p25,l_p95,l_rumple
-0.8469037662596695,1.6885770452075317,-1.0320289446144286,-2.4056081980674047,2.2573221040246088,-0.10225871534898825,0.7544257307160454,-0.6143627947584017,-0.4261621105861801,-0.03447668065828517,0.9600717475120141,-0.0288538605204313,2.8387885093108056,1.552988317120592,1.2433297848613725,-0.45697661061914086,-0.9985400578839007,0.9692838922599315,0.9694047850566623,2.486096622609316,2.9197813751267243,-0.6657096922426208,0.9458215134284206,0.5342154105725306,2.2731247252747346,2.7226449790458944,-0.7470433527184303,-3.2839577299498304,1.7323759715225664,0.18417373039613597,-1.474807680455169,-1.358291843137577,-0.8701566561178001
-0.8469037662596695,0.4436596001393078,-0.9010935580918271,-0.38115031289354506,0.2687079661091194,0.30147116137411883,-0.020872910808272277,-1.0009123557022772,-0.9547175336487713,-0.979476845587022,-0.4067290621015344,-0.6452924066679108,0.3547908628339594,-0.7118533350265114,-0.7931471739528089,-0.7898734792820852,-0.6327135587424272,0.8762410970389072,0.254944663032794,-0.05796264648879037,0.5193856805491326,0.9885272560946291,0.83678106866166,0.20388041872142665,-0.20312840518762135,0.3649325803012304,0.9753130626291683,0.07858775483007245,0.14196306839134043,2.657617042609511,-1.1091659931198392,-1.3918125509042147,-0.9729029907398383
-0.8469037662596695,1.4674693722831567,-1.6569198922492128,-1.4014768861949487,0.7728698060588662,-0.8695833019981218,0.6460852783418494,0.7706914791489429,-0.7281937809076607,-0.6064504646940996,-0.391709272984902,-0.42513578304381094,-0.08188901778134883,0.16577280518049115,0.20311493539513598,-1.855143459003507,-2.096019555308321,0.4575485185442977,0.07091705584482795,-0.0907079638138155,-0.02740149361432791,-0.3389468382500776,0.40061928959462023,-0.1024989821175743,-0.03706803746430751,0.0334535683198429,-0.27610533985066027,-0.9296338022192597,1.0092834203815715,0.17614409130381875,-0.785365193368741,-0.27831594388900693,0.10994880388326322
-0.8469037662596695,0.5908406530123842,-1.3195223697368967,-2.17886874487347,0.789109284518438,-0.2548602186586491,-0.11930405350609063,0.7706914791489429,-1.2819185098303754,-1.3773716518728059,-1.5782726131988616,-0.9388345715000438,-1.7128375951492207,-1.2214427067596096,-0.8737271975030103,0.009079005508981133,0.17210473936881443,0.2947236269075051,-0.9033467469149924,-1.7531625356997067,-1.5912128117218252,0.5136999838867148,-0.0011086648092309113,-0.9623786173941101,-1.5468742484192894,-1.5193354099372305,0.36345497941477667,0.2994205665563413,-0.2496226747511455,-0.704963718974051,1.5142863755842497,1.77619794021412,3.4856825177893573
-0.8469037662596695,-0.21623411961528824,-0.7243838760162217,0.7363505320377047,-0.6483119809733628,0.7067798217738779,0.9629169067504089,-0.6355652346823649,-0.37582349886593336,-0.3826346361583461,-0.2264915927019456,-0.6012610819430908,-0.45357468360740183,-0.6956758946540321,-0.7198926070889894,-0.057500368223607726,0.02577413971222505,0.5040699161548098,0.5093357670867471,-0.5970009470699733,-0.37187741333730806,0.6413417237275519,0.48670385125258925,0.45100125231996174,-0.6622364806579596,-0.44882122370225774,0.6212062191940676,0.2708728160215374,0.5009445589041138,1.9991659248421538,-1.020953568655033,-1.180418843319137,-0.7801467255486925
-0.8469037662596695,-0.020491251867436153,0.2710994810361038,-0.008650031249795385,0.07185448129625921,0.3855067843259428,-0.3632611909746489,-0.3925809620048863,-0.048622522684329275,0.040128595520299314,0.07390418963070242,0.16194854662045519,-0.29718235427075657,0.3356359290915239,0.334973155750011,0.6082933691022808,0.31843533902540383,-0.3565759396396652,-0.3945645388070862,-0.09826457550420592,-0.35547379811240426,-0.5278566132145166,-0.23066749589714658,-0.3017086336919032,-0.017531523614505884,-0.20972160850256844,-0.442318756156932,0.5812526650986316,-0.7158428629238284,-0.8199602080534578,0.5671358180233119,-0.3392626641471357,-0.7510391450689237
-0.8469037662596695,-0.40364364537094743,1.3390751056126735,-0.17060650820490525,-0.7132150359871442,-0.5142443948321332,0.42520914900409884,0.7706914791489429,0.12756261833653446,-0.18368723301545414,-0.31661032740174,-0.3664273500773843,-0.2728095237247859,-0.7522969359577097,-0.7491944338345172,-0.057500368223607726,-0.04739116011606964,0.2947236269075051,0.36319619667277403,-0.4609819366429458,-0.1969055176050007,0.7945118115365566,0.40061928959462023,0.6565150067922134,-0.49434456476122685,-0.24436388229570524,0.7067218174385987,-0.08926488445187139,-0.2146461796185059,-0.07167400617881284,-0.35762840848889493,0.5469027042044421,0.5377755287844445
-0.8469037662596695,-0.31739288072699634,-0.6829517397547306,-0.5593024367343825,-0.5692121638058963,-0.45576637947090937,0.7445816355563967,0.7706914791489429,-0.40099280472605675,-0.6064504646940996,-0.8723425247171388,-0.6599695149095174,-0.8333846262821117,-0.8331841378201063,-0.7784962605800451,0.14223775297415886,0.24527003919710913,0.4110271209337855,0.14669312939281398,-0.9521616965183227,-0.732756948285192,0.5800736886039501,0.4293141434806116,0.4358714053649488,-0.6384263544035138,-0.4243678539659259,0.5561661867263961,0.49494512201846785,-0.6581914945990873,-0.31610641711735926,1.211006396238281,0.6336908208323963,0.13781157879932066
-0.8469037662596695,0.5116263805874437,-1.2479633590278045,0.3800458972796826,0.17995808698029397,-0.4657294740484395,0.3832234249251799,-0.8805934669709099,-0.224807663705193,-0.08421353144400816,0.1490031352138644,-0.4691671077686309,0.8199057124195667,-0.38830452757692524,-0.5733834733613504,0.6082933691022808,0.24527003919710913,0.852980398233651,1.0776563186966424,0.4256605016961961,0.9431457405258146,0.8659911858474254,0.7105237115633076,0.5102598195604277,0.29505269798232014,0.746676852296189,0.7139484877127844,-1.0401231942786158,2.3106297369967854,-1.0028430717593035,-1.3809987494752076,-1.575384077436548,-0.3750808154587575
-0.8469037662596695,-0.7360197832190664,0.06943775008245451,0.6391766458646386,-0.6280388137788434,0.46570037880906473,0.05739065274890384,-4.002637824001302,1.4867051347831977,1.6317078206634352,1.3205466863111917,2.0112641850628936,-0.7521418577955428,1.6096093584242697,2.049130020363387,1.2075077326955805,0.976923037480056,-2.9617742058283465,-2.21860288064075,0.25689617394414355,-1.1947921104533161,-2.238255927081735,-2.5951234561026753,-1.9596876958453429,0.10396117188894799,-1.189894178767204,-1.8623594650344275,0.5136210016390846,-0.1056556086115105,0.45521645293456564,-0.4863492528742662,-0.8234538813778974,-0.9099151663461298
