elevation.scale,canopy.ht.scale,min.T.scale,max.T.scale,precipitation.scale,metre.road.scale,metre.stream.scale,yrs.disturb.min.scale,mean.NDVI.scale,mean.EVI.scale,mean.green.scale,mean.bright.scale,mean.wet.scale,l_Cover_2m_max.scale,l_Cover_2m_4m.scale,l_Cover_4m_16m.scale,l_p25.scale,l_p95.scale,l_rumple.scale
0.0240497310645069,-0.0161184293757256,0.0897363582774305,-0.0544989663248384,-0.604196304128786,1.97158792383334,-0.223029779898026,0.97131030734756,0.318004099652146,0.17832693744823,0.179427754179647,-0.0301404374712916,0.348482757871074,0.609634375044384,-0.746233865072824,-0.615436991640334,0.42950106770342,1.23685505554943,0.687575860587917
0.355714232564419,1.81009337645034,-0.127620531720109,-0.185475801221653,-0.835324379901745,0.492466300955224,0.0494823863338766,0.97131030734756,0.273943636268987,0.190937903190425,-0.0453489248214827,-0.228198914536225,0.372329241013808,0.574799894851855,-0.662026853288325,-0.878779686262234,1.60561557138358,1.1986050760655,0.205304114691935
-0.250455473579322,-0.646655864909627,0.0897363582774305,-0.0544989663248384,-0.604196304128786,-0.43461654294881,-1.42281753389478,-0.718671381900642,0.764116291406626,0.841663735487704,0.440058381978502,-0.0520792226230996,0.678926881420387,0.509759835519657,-0.717781645518982,-0.605089699448489,0.406928894663828,-0.121988371867502,-0.432683383974976
-0.00341039163310832,-0.566047054339383,0.0897363582774305,-0.0242738428160368,-0.174401156040519,-0.263094783580809,-0.748091951968133,-1.08170448551692,0.945865702862155,0.946334751147925,1.84801537130459,1.0070765716503,1.02640420721451,0.594541018350834,-0.710145250776812,0.0248944558634987,-0.178372266052687,-0.937318746958459,-1.14029820363009
0.252396472173162,0.499913755217847,-0.813131520912775,-0.679157029937188,0.136080640741695,-0.180097330922316,-0.710714206251639,-0.843855210733842,0.984418608322419,0.793742065667363,0.612433135813724,-0.00759224162082226,0.761821799011796,0.603601484684573,-0.743438991644621,-0.0216989395234723,-0.144776529504381,-0.505034062291181,-0.690183739224196
-1.32680053045463,0.798884067578366,1.20996192499853,2.04112837699783,-1.70621527244884,0.0961766293862732,0.346458360492574,-0.555932404417482,-5.33275032923794,-4.24559984491389,-0.902396200890206,2.44833287398435,-5.17481695671264,0.30477588744451,-0.607905560134753,-0.958165298767001,1.00482875695553,0.0712646867353179,-0.113632913290275
-1.25683701950053,1.14326977505138,0.390692451208387,1.17466642367709,-0.945855064639424,0.17638640450272,-0.968813431392329,-0.643561084600722,0.49424595318478,1.40032951786696,-0.481801801532265,-0.664536974777739,0.390497990074939,0.534272107845949,-0.695368289586955,-0.907837084844002,1.42162618890835,0.25875005856005,-0.252203919318439
-0.362438398063518,0.0855708899963167,1.02604415706502,0.408957138881897,-0.368394757029544,-0.161322833662185,-0.724177503756129,-0.631042701717402,0.742086059715047,1.03461151134329,0.985452103113144,0.452512835868484,0.699366724114159,0.614295347876624,-0.741889491857031,-0.575967203176353,0.337112792195574,-0.092177887163587,-0.866471996193144
-1.34842739388745,-0.917819426417117,1.20996192499853,2.04112837699783,-1.70621527244884,-0.180947990882587,2.05714149124008,-1.21940669723344,0.097701782736353,0.557917006288309,1.47016991089779,1.53056036180038,-0.8040972606944,0.23950151546528,2.3289347871487,2.33487680271856,-1.35212446312591,-1.48313900137903,-1.12674978211062
-1.18165733152006,-1.63287516794661,1.1932417653985,1.90007714573985,-1.63913646564548,-0.379761199164819,-0.738399344562764,-0.831336827850522,-1.04236270730287,-0.363944589466169,-0.00328948488568861,0.738326453540649,-1.40707262016067,-1.47370615450734,-0.410161695164804,-0.770312046021016,0.356797812852447,-0.0656761272443078,0.75017771544998
-1.38333062942649,1.10307411393481,0.524450537875174,1.22504227433353,-1.77807037175513,0.15442401962564,0.976506494679169,-0.618524318834082,0.340034331343725,1.34105797887864,0.30629557300237,0.172793325182932,0.13613550321911,0.183362695515047,0.0331674216024808,-0.879672778313453,1.02267631678124,0.209055495112232,0.32341116394849
-1.57021476478304,0.0392855402317915,0.574610217469916,1.31571862214773,-1.69388831333646,-0.196075884334909,0.771040592314097,0.97131030734756,0.268436078346093,1.36880210351147,-0.0970613509720493,-0.186758987027254,0.271265574361269,0.563452144675404,-0.466748275819361,-0.71943991409644,0.396955222953043,-0.217370481578557,-0.572631239613697
-1.79886421187094,-0.96040216051459,0.975884477470277,1.69857374311409,-1.43291873699308,-0.477114951661734,0.490397605543047,-1.3195537603,1.02297151378268,1.86062976745709,3.48419653470852,2.43431642791514,0.909442885133482,0.472911624896814,0.178359327290389,-0.993355310460589,-1.19254456433666,-1.60153158271419,-1.35857569128293
-1.68717173128196,0.145316680536407,1.77843379166039,2.24263178969872,-1.43759283493325,-0.0421192165944433,1.12069516887655,0.97131030734756,0.119732014427932,1.27674205359344,-0.0460384238368236,-0.0398910086498729,-0.0182988638005006,0.525179569732824,-0.746673974640893,-0.948569858989749,0.984881213287582,0.571427793193654,-0.25831790631995
-1.54922936010824,0.577915353042414,0.708368304136703,1.31571862214773,-0.718835552358483,-0.421942251443253,-1.0347248823945,0.97131030734756,-0.0950627445649664,1.25152012210905,-2.23175030246744,-2.09604270593321,0.304196432034568,0.488539259703411,-0.738790190763573,-0.655230930561561,1.17595711509087,1.65122917707479,0.506593246684303
-1.06219524739491,-0.820042254810668,0.323813407874994,1.17466642367709,-1.58787749734209,-0.516674434523937,-0.531448975530157,-1.21940669723344,0.532798858645045,1.01191177300734,0.800666367001786,0.451903425169823,0.362109319666922,-0.15950085065583,2.14106397422001,2.02803359160607,-1.20829259087447,-1.35466784887432,-0.949866429839293
-0.689007569175303,1.58303496935545,-0.679373036315302,0.650760071452756,-0.61862927145053,0.104003001800798,-0.459749620442876,0.97131030734756,-0.106077860410755,0.0572616663231546,-0.796213352527709,-0.727915687438518,0.206539405830991,0.519666619514102,-0.714545650849539,-0.912911193423586,1.58173098353498,1.49610427314583,1.71265327234997
-1.06713294610293,0.840387315142546,0.240214604544241,0.872413244088632,-0.520836214190261,0.0296488566614713,-0.726792374767312,-0.681116233250682,0.455693047724518,0.842924832061923,-0.622459600661806,-0.741932133507729,0.29056987023872,0.330429537801846,0.26763937617359,-0.710864312354693,0.635275254431384,-0.0845277059819148,0.235848509128575
0.285048543026022,1.01725087396223,-0.227939096720199,-0.437354097366331,0.439989232091618,-0.00383515489247195,0.674298444839817,0.97131030734756,0.0701639931218795,-0.588419779677245,-1.44778992202485,-1.44823913325621,0.373464787830129,0.609109529807625,-0.71976073744101,-0.959670415064465,2.23737329274191,1.5112828106991,0.308170466767636
0.722620574733682,0.0553664567579388,-1.06392793257701,-0.850434341841493,0.822891662628279,-0.377267987316297,-0.0134718904880076,-1.006594188217,-0.20521390302286,-0.22648506287624,0.71792648516088,0.682870079962468,0.0521050388113806,0.294114096031844,-0.764298500239321,0.026244082495287,-0.206718743857719,-0.362962941528375,-0.473714311154236
1.47134371120573,1.87962086103187,-1.19768641717448,-1.09223824162501,0.58508630188242,1.68164016801305,1.65363787858342,0.97131030734756,0.362064563035305,-0.797761810997687,-0.956866623102136,-1.12586087366437,0.40980228595239,0.574611614641113,-0.763053192721137,-0.907699890127426,1.40587821243214,1.02192690820974,0.47979863373456
1.60330759995682,0.589646489790116,-1.98351596969526,-2.03930021197346,0.416876424514322,-0.52857488937864,1.27288246615922,0.97131030734756,0.202345383271355,-0.670391057001516,-0.9596246191635,-1.07954566056611,0.397311270972863,0.194852316150897,0.378821204976532,-0.583739636930788,0.360734857033096,-0.169284654120803,-0.395489927576098
1.35817478105932,-0.223183770223377,-1.28128522050524,-0.890734828924113,0.646771868578286,0.238768663766207,-0.811658126468626,0.97131030734756,-0.381455756555495,-0.877210895173518,-0.626596594753851,-0.442102069766353,-0.156835575391622,0.445077093541315,-0.477899373916064,-0.601767543965336,1.47201979373082,1.15185515260871,1.29084308147315
2.78626221676547,-0.861545501288465,-1.95007644802857,-1.9788489977432,0.636139622696347,2.73937383318473,0.664954486342831,0.97131030734756,-0.0399871653360169,-1.55189756238097,-1.63188615912087,-1.71394219787255,0.645996023747088,0.33972356215251,-0.478411764556675,0.46973474719542,-0.388345819725995,-0.866192165378657,-0.437380507804827
2.12708452706498,-0.407874277957424,-1.49864211050278,-1.71689629516223,0.847134275601748,-0.286739486530024,0.183280941495405,0.97131030734756,-0.309857503557863,-1.47497067135358,-0.925149668396455,-0.810795542456459,-0.118226983636719,0.0827048499432323,-0.170622075281166,0.328887506484846,-0.457637176541677,0.18589303198316,0.735795181451957
-0.571675507801157,-0.576910889818234,0.541170297872534,0.247755180476281,-0.702554264087141,-0.34650366180165,-0.384670349665794,0.97131030734756,0.00958085597003587,-0.0764145705441156,-0.944455640826,-0.913785950530225,0.230385888973725,0.593440013030309,-0.715141461547166,-0.758471861233694,1.584355813153,1.82046977815125,1.5434993481907
-0.798437067149702,0.252872895408443,-0.144340291717468,0.590308857222494,-0.230179366473319,0.0322079436964806,-0.902802132382204,0.97131030734756,0.312496541729252,0.480990115260918,-0.801729344650436,-0.899160093762353,0.363244866483243,0.499681373176745,-0.308851045815901,-0.73593919711939,1.54866029300882,0.849498712340401,0.209746045650703
0.00438343956395845,0.652007451921755,0.62476950080595,0.177228602672202,0.271830767879931,-0.213829982497038,-0.331255214477904,-0.818818444967202,-0.0785400707962813,-0.22648506287624,-0.437673864550448,-0.424429159505174,0.224708154892122,0.432400062438125,-0.480159152906271,-0.510777693897778,0.264409337098208,0.398453238527807,-2.93650109779355e-4
0.789861209569477,2.2854922705218,-0.796411759243437,-0.598556045696815,0.433774655254055,1.77850431140861,2.2057296828835,0.97131030734756,0.422647700187148,-0.177302296481678,-0.248061635331704,-0.502433728933825,0.423428847748238,0.615163172495269,-0.761520585230602,-0.873140913030912,0.823201480840874,1.33460464284333,0.657527591741353
-0.259701526672922,-0.3937481089484,0.0395770766133749,-0.245927015451913,-0.00475299947396284,-0.170368864482708,-1.17636568607374,-1.08170448551692,0.753101175560838,0.808875224557996,1.4198364827779,0.833394522531817,0.693688990032556,0.539531879665053,-0.544181258941872,2.19657772242625,-0.656062120684106,-1.1358540459479,-1.01846478507664
-0.00440286646415821,0.275030239750401,0.00613755494667781,-0.245927015451913,0.0679761029465904,-0.0445670325712907,-0.752895145517222,-0.843855210733842,-0.194198787177072,-0.295845374458314,-0.20669169441125,-0.0295310267726302,-0.388487125921037,0.589009579694584,-0.696962548969498,-0.814163186699896,0.547611191644656,-0.319248679261014,-0.741123556567155
-0.565600112314475,0.841689595692902,0.62476950080595,0.167153239098381,-0.409432779566104,-0.169800737283583,-1.20436021580497,0.97131030734756,0.51627618487636,0.591966613792238,-0.0922348578646631,-0.346424590076523,0.389362443258618,0.583427203506367,-0.511972928333314,-0.237055185308101,0.0218899386745334,1.20467639844436,1.533057085771
-0.490916662354648,1.25386287713973,0.2569343645416,-0.0746496934724761,-0.243996639418281,-0.208461908564462,-1.16531127996017,0.97131030734756,0.417140142264254,0.512517529616407,0.451779865239297,0.273346090462052,0.0293941024849673,0.613503740898395,-0.740450051530837,-0.764195121475777,1.74288566995953,0.992784143900196,-0.0825568493023613
0.619024778969474,-1.23482540303818,-2.2343123813595,-1.16276385221643,0.789403669814919,-0.298934703096172,-0.536648953663257,0.97131030734756,0.026103529738721,-0.956659979349349,-1.53604579598848,-1.55610482691927,0.371193694197487,0.316554154094815,-0.229703238317857,-0.701487429739385,1.48041872786789,1.78813941904885,3.47596449795467
0.468931619242855,-0.837642941310648,-0.378417341315031,-0.497805311596591,0.265974819637097,-0.0863430664510028,-0.431762564565691,-1.18185154858348,0.830206986481364,0.209854351803719,0.37662447256714,-0.214791879165675,0.948051476888385,0.103068543277332,0.162755280303816,2.59323344117918,-1.10330581403782,-1.3677820812333,-0.96195925165454
0.655222752373415,-0.774847001635718,-1.83303772510043,-1.03178702739475,0.435982863162349,-0.162292706415676,-0.905724763501783,-1.49481112066648,0.108716898582144,-0.690568602189028,0.506250287451227,0.440934032593919,-0.364640642778303,0.180555848846299,0.442000731407744,1.45895631106238,-0.90278108629952,-0.943390185140374,-0.45836080978516
-0.169987072028026,-1.57811836047326,-0.0440217283893564,-0.185475801221653,-0.156681588570719,-0.296168175802537,0.0770253733078706,-1.36962729183328,-0.442038893707338,-0.589680876251465,0.693104520608608,1.02535889261014,-0.851790226979868,-3.96237549165012,1.0502831560307,-0.886692245946817,-1.48965715980533,0.78878456212734,-0.517528096373065
0.25249338523721,0.295023304042142,0.0562968366107342,-0.175400437647832,0.0488684110707758,-0.0781745659264265,-1.21501433246886,0.97131030734756,0.439170373955833,0.1505828128154,-0.234271655024886,-0.539607781552166,0.680062428236708,0.604730788633971,-0.721347125609549,-0.929386438948417,1.17490722329294,0.184678721186165,-0.625933559766535
0.443008220563093,-0.622535816160164,-0.395137102984369,-0.598556045696815,-0.102546056734231,-0.486175782974743,2.18821367918292,-1.05666771975028,0.0205959718158267,-0.57580881393505,-1.27886266326633,-1.2861358874123,0.385955802809656,-1.66395519518795,1.46561444922432,0.662174935411206,-1.2334894433473,-1.0915327440851,-1.21776477718529
-0.0971550176421613,-1.59832891377566,0.440851732872443,0.106702992080778,-0.87179113081094906,-0.10425933773862,1.8645644076011,-1.3821456747166,-0.188691229254178,-0.338722657981779,1.35433407632052,1.64208251965541,-1.19131872505975,-4.16875258122449,1.15698347105425,-0.793090576308157,-1.57259670950136,-0.430021709321605,-0.811715459783677
-0.44195066930069,1.7247051135865,0.62476950080595,0.177228602672202,0.271830767879931,-0.0104134438154372,-1.33304647076239,0.97131030734756,-0.0950627445649664,-0.135686109532434,-0.918254678243046,-0.790684989400635,-0.186359792615959,0.422809845771963,-0.423970005081359,-0.410046593579344,0.559684646951298,1.72681799763424,2.34826996752145
